


.DATE		07 ? 93
.STYLE		PRINTED
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	14 31
	17 32
	20 33
	24 35
	28 35
	32 35
	35 33
	37 30
	38 27
	38 24
	37 20
	35 17
	35 14
	35 11
	33 8
	33 5
	33 2
	36 0
	39 0
	42 0
	44 3
	47 4
	48 7
	50 11
	50 14
	51 17
	51 20
	51 23
	52 26
	52 29
	51 32
	49 35
	52 34
	55 32
	58 30
	61 30
	64 31
	66 31
.PEN_UP
.PEN_DOWN
	5 29
	8 30
	11 31
	15 31
	19 31
	22 30
	25 30
	26 27
	26 24
	26 21
	25 18
	24 14
	23 10
	22 7
	25 4
	28 4
	31 5
	34 6
	35 9
	38 10
	40 14
	41 18
	42 21
	43 24
	42 27
	43 30
	46 30
	46 26
	45 23
	44 20
	43 17
	41 14
	40 10
	39 7
	40 4
	42 1
	45 0
	48 0
	51 0
	55 3
	58 6
	59 9
	61 12
	62 16
	64 20
	64 23
	62 26
	62 29
	61 32
	59 35
	62 34
	66 33
	69 32
	72 32
	73 32
.PEN_UP
.PEN_DOWN
	21 39
	24 39
	27 39
	30 38
	33 38
	35 35
	38 34
	39 31
	39 28
	37 24
	35 21
	31 17
	28 14
	23 12
	20 11
	16 10
	13 8
	15 8
.PEN_UP
.PEN_DOWN
	61 36
	58 37
	55 38
	52 38
	49 37
	46 35
	43 32
	40 29
	38 26
	37 23
	36 20
	34 17
	33 14
	32 11
	32 7
	34 4
	38 3
	41 3
	45 2
	49 1
	52 1
	55 0
	58 0
	61 0
.PEN_UP
.PEN_DOWN
	32 73
	31 70
	30 67
	30 64
	30 61
	30 57
	30 53
	30 50
	30 46
	30 43
	31 40
	32 37
	34 34
	37 31
	40 30
	43 32
	46 35
	46 39
	49 42
	50 46
	52 50
	52 54
	52 57
	54 61
	54 64
	54 67
	55 70
	55 73
	55 70
	55 66
	55 63
	55 59
	55 55
	54 52
	54 48
	54 45
	54 42
	54 39
	54 36
	54 33
	54 27
	54 24
	54 20
	53 17
	52 13
	52 10
	50 7
	49 4
	45 1
	42 0
	39 0
	36 0
	33 1
	31 4
	31 7
	32 10
	33 13
	36 16
	39 19
	43 21
	46 21
	49 21
	52 21
	54 21
.PEN_UP
.PEN_DOWN
	23 40
	27 40
	30 41
	33 41
	36 41
	39 41
	42 42
	45 42
	48 43
	49 40
	46 39
	45 36
	43 33
	40 30
	37 28
	35 25
	33 22
	30 18
	28 15
	25 13
	24 10
	21 8
	24 8
	27 8
	30 8
	33 8
	36 8
	39 8
	42 6
	45 5
	48 4
	51 3
	54 2
	57 1
	60 0
	63 0
.PEN_UP
.PEN_DOWN
	27 24
	31 23
	34 23
	39 22
	42 22
	45 21
	48 21
	52 20
	55 19
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	37 79
	36 76
	36 72
	36 68
	36 64
	35 60
	35 56
	35 52
	35 48
	36 44
	37 40
	37 37
	37 33
	37 29
	37 26
	37 23
	37 19
	37 15
	37 12
	37 8
	37 5
	37 2
	37 4
.PEN_UP
.PEN_DOWN
	25 39
	29 39
	32 40
	36 39
	39 39
	42 39
	45 38
	48 38
	52 36
	54 33
	56 30
	57 27
	57 23
	55 19
	52 16
	49 13
	46 12
	42 10
	39 8
	35 6
	32 4
	29 2
	26 1
	22 0
	20 2
.PEN_UP
.PEN_DOWN
	64 33
	62 36
	59 38
	56 38
	53 38
	50 37
	47 37
	44 34
	40 31
	38 28
	36 25
	35 22
	34 18
	34 15
	34 12
	36 9
	39 7
	42 6
	44 3
	47 1
	50 0
	53 0
	56 1
	59 1
	62 2
	65 2
	68 3
	69 3
.PEN_UP
.PEN_DOWN
	59 77
	59 74
	59 71
	60 68
	60 63
	61 59
	61 56
	61 53
	61 49
	61 44
	61 41
	62 37
	62 34
	62 30
	62 26
	62 23
	62 20
	62 16
	62 13
	62 9
	61 8
.PEN_UP
.PEN_DOWN
	69 40
	65 41
	61 41
	58 41
	55 41
	52 41
	49 41
	46 39
	43 38
	40 36
	37 34
	34 32
	33 29
	32 26
	30 22
	30 19
	30 16
	30 13
	30 9
	32 6
	34 3
	37 1
	40 1
	43 0
	46 0
	49 0
	52 0
	56 0
	59 1
	62 1
	65 2
	68 3
	71 3
	72 3
.PEN_UP
.PEN_DOWN
	27 12
	30 11
	33 12
	36 13
	39 14
	42 15
	45 16
	48 18
	51 19
	53 22
	55 25
	57 28
	58 31
	58 34
	58 37
	58 40
	56 43
	53 44
	50 44
	46 43
	42 41
	40 37
	37 36
	36 33
	34 30
	33 27
	33 24
	31 21
	31 18
	31 15
	30 12
	32 8
	35 6
	38 4
	41 3
	45 2
	48 1
	51 1
	54 0
	58 1
	61 2
	65 2
	68 4
	69 4
.PEN_UP
.PEN_DOWN
	44 71
	43 68
	41 64
	40 61
	40 58
	40 54
	40 51
	40 48
	41 45
	41 41
	43 38
	44 35
	45 32
	46 29
	47 25
	47 22
	49 18
	49 15
	50 12
	51 9
	51 6
	48 4
	45 2
	42 2
	39 0
	36 0
	33 0
	32 3
	32 6
.PEN_UP
.PEN_DOWN
	31 31
	35 31
	38 31
	42 31
	46 31
	49 32
	52 32
	56 33
	59 33
	62 33
	64 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 20
	20 23
	23 25
	26 29
	29 30
	32 31
	36 33
	39 33
	41 29
	42 25
	42 22
	42 19
	42 16
	41 13
	41 9
	41 6
	43 3
	45 0
	48 0
	51 1
	53 4
	56 5
	58 8
	60 8
.PEN_UP
.PEN_DOWN
	44 60
	48 56
	50 53
	53 51
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 0
	22 1
	25 2
	28 2
	31 5
	34 7
	37 8
	38 11
	41 14
	44 16
	45 19
	48 22
	49 27
	52 31
	54 34
	56 37
	58 40
	59 43
	60 46
	60 49
	61 52
	61 55
	63 58
	64 61
	64 64
	63 68
	63 71
	62 74
	59 75
	57 72
	53 68
	52 65
	50 62
	50 59
	49 56
	48 52
	47 49
	46 46
	45 43
	45 40
	45 37
	44 33
	44 29
	44 26
	44 23
	44 20
	43 17
	43 14
	43 11
	44 8
	45 5
	49 3
	52 1
	55 0
	58 0
	61 2
	65 4
.PEN_UP
.PEN_DOWN
	34 34
	35 37
	36 40
	39 43
	42 45
	45 45
	48 46
	51 47
	54 45
	55 42
	55 39
	55 36
	55 33
	53 29
	52 26
	51 23
	50 20
	47 18
	46 15
	43 12
	41 8
	38 6
	35 4
	36 7
	39 10
	41 13
	43 16
	46 19
	47 22
	49 25
	51 28
	54 30
	57 32
	59 35
	62 37
	66 36
	66 33
	65 30
	64 27
	62 24
	60 20
	58 17
	56 14
	54 11
	52 8
	49 5
	50 8
	53 10
	53 13
	57 17
	58 20
	60 23
	62 26
	65 30
	68 33
	69 36
	72 39
	75 42
	78 44
	81 45
	82 42
	81 39
	79 36
	78 33
	76 30
	75 27
	73 24
	71 21
	69 18
	67 15
	66 12
	63 9
	63 6
	61 3
	60 0
	62 3
.PEN_UP
.PEN_DOWN
	23 31
	24 34
	26 37
	28 41
	31 43
	33 46
	36 47
	40 48
	44 48
	46 45
	47 42
	49 38
	49 34
	49 31
	50 27
	50 24
	51 21
	51 18
	51 15
	52 12
	52 9
	53 12
	52 15
	52 19
	53 22
	53 25
	53 28
	55 31
	56 34
	57 37
	59 40
	62 43
	65 42
	67 39
	67 36
	67 32
	68 29
	68 26
	68 23
	68 19
	68 16
	69 12
	69 9
	69 5
	70 2
	73 0
.PEN_UP
.PEN_DOWN
	62 34
	59 36
	56 36
	53 36
	48 34
	46 31
	44 28
	42 23
	41 19
	39 16
	39 13
	40 10
	41 7
	43 4
	46 2
	49 1
	52 0
	55 1
	58 2
	61 5
	63 8
	65 12
	66 16
	66 19
	66 22
	66 25
	64 28
	61 31
	58 32
	55 33
	54 33
.PEN_UP
.PEN_DOWN
	40 71
	40 67
	40 63
	40 60
	40 57
	40 54
	41 50
	42 45
	42 40
	44 37
	44 33
	44 30
	44 27
	44 24
	44 20
	44 16
	43 13
	43 9
	42 6
	43 3
	44 0
	44 3
	44 9
	46 9
.PEN_UP
.PEN_DOWN
	33 66
	36 66
	39 66
	42 66
	46 66
	51 65
	55 64
	58 62
	60 59
	63 57
	64 54
	64 51
	64 48
	63 45
	61 41
	57 37
	54 36
	51 35
	48 33
	45 33
	42 32
	43 31
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	57 44
	53 46
	50 46
	47 46
	44 46
	41 44
	39 41
	36 39
	34 36
	33 33
	36 31
	39 31
	43 31
	47 30
	50 30
	54 29
	57 29
	60 27
	62 24
	63 21
	65 18
	65 15
	66 12
	66 9
	66 6
	63 4
	60 2
	57 0
	53 0
	50 1
	47 3
	44 5
	41 6
	38 8
	36 11
	36 14
	39 17
	42 17
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 34
	19 37
	22 39
	25 41
	28 42
	31 42
	32 39
	32 35
	32 31
	33 27
	33 24
	33 21
	32 17
	31 14
	31 11
	32 8
	33 5
	34 2
	37 0
	39 3
	41 6
	42 10
	43 13
	44 16
	45 19
	45 22
	45 25
	46 28
	46 31
	46 34
	46 37
	46 40
	46 37
	46 34
	46 30
	46 26
	46 23
	46 20
	48 17
	48 14
	49 11
	51 7
	54 6
	58 9
	61 11
	62 14
	64 17
	64 20
	65 23
	65 27
	65 30
	65 33
	65 36
	65 39
	64 42
	63 45
	61 48
	63 45
	65 41
	67 38
	70 37
	73 35
	74 35
.PEN_UP
.PEN_DOWN
	20 24
	23 27
	26 28
	29 29
	32 29
	35 29
	39 28
	41 25
	42 22
	42 19
	42 16
	41 13
	38 10
	35 6
	32 5
	28 4
	25 3
	22 3
	19 3
.PEN_UP
.PEN_DOWN
	62 35
	58 36
	54 36
	51 35
	47 33
	44 30
	42 27
	40 24
	39 21
	39 18
	40 15
	42 10
	43 7
	43 4
	46 1
	50 0
	53 0
	56 0
	59 0
	62 0
	65 0
	68 1
	71 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	46 28
	47 31
	47 34
	46 37
	43 39
	40 40
	37 39
	34 36
	31 33
	28 29
	27 26
	26 23
	26 19
	26 16
	26 13
	27 10
	29 7
	31 4
	34 4
	37 4
	40 6
	42 10
	46 13
	48 16
	50 20
	50 23
	51 26
	52 29
	52 32
	52 35
	54 38
	52 35
	52 32
	52 29
	52 26
	51 23
	51 19
	51 14
	52 11
	52 7
	52 4
	55 2
	58 0
	61 0
	65 0
	68 1
.PEN_UP
.PEN_DOWN
	36 82
	36 79
	36 76
	35 72
	34 67
	33 63
	32 60
	32 57
	31 54
	31 50
	31 46
	30 42
	29 36
	28 32
	28 29
	27 25
	27 21
	27 18
	27 15
	27 12
	26 9
	24 6
	22 3
	22 0
	22 3
	24 5
.PEN_UP
.PEN_DOWN
	18 38
	21 38
	24 38
	28 38
	31 38
	34 36
	37 36
	40 35
	43 33
	46 31
	49 28
	51 25
	52 21
	52 18
	51 14
	48 11
	45 10
	42 9
	39 8
	36 7
	33 6
	30 6
	26 4
	24 4
.PEN_UP
.PEN_DOWN
	56 44
	53 44
	50 43
	47 42
	44 40
	41 36
	39 32
	38 29
	37 25
	36 22
	36 18
	36 14
	37 10
	39 7
	40 4
	43 1
	46 0
	50 0
	53 0
	56 0
	59 0
	64 0
	67 1
	70 3
	72 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 11
	22 11
	28 12
	31 13
	34 14
	37 15
	40 17
	42 20
	44 23
	45 26
	46 29
	46 32
	44 35
	41 35
	38 35
	35 34
	32 33
	29 31
	26 29
	24 25
	24 22
	24 18
	23 15
	23 12
	23 9
	25 6
	29 4
	32 3
	36 2
	39 1
	42 1
	45 0
	48 1
	51 2
	54 2
	58 4
	61 4
	62 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 13
	34 14
	37 15
	40 16
	44 19
	48 22
	49 25
	52 26
	56 30
	60 33
	62 37
	64 40
	66 45
	69 47
	70 50
	72 53
	73 56
	74 59
	74 62
	75 65
	75 68
	75 71
	77 74
	74 76
	71 73
	68 70
	67 66
	65 60
	64 57
	64 54
	63 51
	62 48
	62 45
	61 42
	61 38
	60 35
	60 31
	60 28
	60 25
	60 22
	60 19
	60 16
	60 13
	60 10
	60 7
	59 4
	58 0
	60 3
	60 6
	62 9
	63 12
	65 15
	66 18
	68 21
	69 24
	71 27
	74 30
	77 31
	78 28
	78 25
	77 22
	76 18
	75 15
	75 12
	74 9
	77 9
	80 8
	81 8
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	44 70
	46 67
	46 64
	46 61
	46 58
	46 54
	46 50
	45 47
	44 44
	44 40
	43 37
	42 34
	42 31
	40 27
	39 24
	38 21
	38 18
	37 15
	35 11
	35 8
	33 5
	31 2
	27 2
	24 0
	22 3
	20 4
.PEN_UP
.PEN_DOWN
	42 89
	45 86
	47 83
	50 82
	52 81
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 27
	18 30
	19 33
	22 35
	23 38
	26 40
	29 41
	32 42
	35 41
	37 38
	38 35
	38 32
	38 29
	37 26
	37 23
	36 19
	35 16
	35 12
	34 9
	35 12
	36 15
	36 19
	38 23
	40 26
	42 30
	44 34
	46 37
	49 39
	52 40
	55 42
	58 42
	58 39
	58 36
	58 32
	58 28
	57 24
	57 21
	57 18
	56 15
	55 12
	55 9
	54 6
	53 3
	53 6
	54 9
	56 12
	57 15
	57 18
	58 21
	60 25
	62 28
	64 31
	65 34
	68 36
	71 39
	74 40
	75 37
	75 34
	74 31
	74 28
	73 25
	73 21
	72 18
	72 15
	71 12
	70 9
	69 6
	69 3
	68 0
	71 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	50 38
	47 38
	44 38
	41 37
	38 36
	36 33
	32 30
	31 27
	30 24
	29 21
	29 18
	28 13
	29 9
	32 6
	35 3
	39 1
	42 0
	45 0
	49 1
	52 3
	55 4
	58 7
	59 11
	62 15
	63 18
	63 21
	63 24
	63 27
	62 31
	60 34
	57 36
	54 39
	51 39
	48 40
	48 37
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 46
	36 46
	39 47
	42 47
	45 47
	48 47
	51 46
	54 45
	58 45
.PEN_UP
.PEN_DOWN
	46 77
	46 74
	46 70
	46 67
	46 64
	46 60
	46 57
	46 54
	46 50
	46 45
	46 41
	46 37
	46 33
	46 30
	46 25
	46 22
	46 19
	46 16
	46 13
	46 10
	46 6
	46 3
	46 0
	49 0
	52 2
	55 3
	58 4
	61 5
	64 5
	67 5
	68 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	17 42
	20 39
	20 36
	23 32
	23 29
	24 25
	24 21
	23 18
	22 15
	22 12
	21 9
	20 6
	20 3
	20 0
	23 0
	26 0
	30 2
	33 5
	35 8
	37 11
	38 14
	38 17
	38 20
	38 23
	38 26
	38 29
	37 32
	36 35
	36 38
	36 41
	37 38
	38 35
	39 32
	40 28
	40 25
	40 22
	42 19
	44 16
	47 14
	50 13
	53 14
	56 16
	59 19
	60 22
	61 25
	61 28
	61 32
	61 36
	61 39
	60 42
	59 45
	58 48
	55 51
	56 48
	58 44
	61 42
	64 39
	68 37
	71 36
	74 36
	75 36
.PEN_UP
.PEN_DOWN
	28 36
	32 35
	35 34
	38 32
	41 31
	43 28
	44 25
	45 22
	45 19
	45 14
	45 11
	45 8
	42 6
	39 4
	35 4
	31 4
	27 2
	24 2
	20 1
	17 1
	16 1
.PEN_UP
.PEN_DOWN
	67 33
	63 36
	60 36
	57 37
	54 37
	51 34
	48 31
	47 28
	46 25
	46 22
	45 19
	43 16
	42 13
	42 9
	45 7
	47 4
	50 3
	53 1
	56 0
	59 0
	63 0
	66 0
	69 0
.PEN_UP
.PEN_DOWN
	32 92
	31 89
	30 85
	29 81
	27 78
	27 75
	26 72
	26 69
	26 66
	26 62
	26 59
	28 55
	29 52
	32 49
	35 49
	38 50
	42 52
	45 54
	48 56
	49 59
	50 62
	52 65
	54 69
	55 72
	56 75
	57 78
	57 81
	59 84
	59 87
	58 84
	58 81
	57 78
	56 73
	56 69
	56 66
	56 62
	56 58
	56 55
	56 52
	56 49
	56 45
	56 42
	56 39
	55 36
	55 32
	55 29
	55 26
	55 22
	53 19
	52 16
	52 12
	49 9
	46 5
	43 1
	39 0
	35 1
	30 7
	26 12
	25 15
	24 18
	24 21
	27 22
	29 25
	32 27
	35 28
	38 31
	41 32
	44 33
	48 34
	51 34
	54 34
	57 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	59 27
	59 30
	59 33
	58 36
	55 37
	52 39
	49 39
	46 38
	43 37
	40 34
	37 30
	37 27
	36 24
	36 21
	36 17
	36 14
	36 11
	37 8
	38 5
	40 2
	43 1
	46 2
	49 2
	52 3
	56 5
	59 9
	60 12
	62 15
	63 19
	63 22
	63 25
	64 28
	64 31
	64 34
	63 37
	63 34
	62 31
	62 28
	62 25
	62 22
	63 18
	64 15
	65 12
	66 9
	68 6
	69 3
	72 1
	75 0
	78 2
	80 2
.PEN_UP
.PEN_DOWN
	35 93
	36 90
	36 87
	36 84
	36 80
	37 76
	37 73
	38 69
	38 64
	38 61
	38 58
	39 54
	39 50
	39 47
	40 44
	40 40
	40 37
	40 34
	40 31
	40 28
	40 25
	40 22
	40 19
	40 16
	40 12
	40 9
	39 6
	39 3
	39 0
	38 2
.PEN_UP
.PEN_DOWN
	28 43
	31 44
	34 44
	37 45
	40 45
	43 45
	46 45
	50 45
	53 45
	56 45
	59 45
	62 45
	65 43
	68 41
	68 38
	69 35
	69 32
	68 29
	66 26
	63 24
	59 21
	56 20
	53 19
	50 18
	47 18
	44 18
	41 17
	38 18
	35 19
	32 22
	33 23
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 8
	22 7
	26 7
	29 7
	32 8
	35 9
	38 10
	42 13
	46 16
	47 19
	50 21
	52 24
	54 27
	56 30
	56 33
	56 36
	53 38
	50 39
	47 39
	43 37
	40 35
	37 32
	35 29
	32 26
	32 23
	31 20
	29 17
	29 14
	29 11
	29 8
	30 5
	32 2
	37 0
	41 0
	45 1
	48 2
	52 4
	56 5
	59 6
	62 8
	63 7
.PEN_UP
.PEN_DOWN
	63 73
	60 74
	57 75
	54 75
	52 72
	50 68
	49 65
	49 62
	49 57
	50 54
	50 51
	50 47
	51 43
	52 40
	52 37
	53 33
	53 30
	53 27
	53 24
	53 21
	53 18
	53 15
	52 12
	50 9
	47 6
	44 5
	41 3
	39 0
	35 2
	32 5
	29 8
	28 11
	28 13
.PEN_UP
.PEN_DOWN
	25 23
	28 23
	31 23
	35 23
	38 24
	41 24
	45 25
	50 25
	53 26
	56 26
	60 27
	63 27
	66 27
	69 26
	72 25
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 0
	22 1
	26 3
	29 6
	32 8
	34 11
	37 14
	38 17
	42 19
	43 22
	45 25
	46 28
	49 31
	49 35
	51 40
	53 45
	55 49
	55 54
	56 57
	56 60
	56 64
	56 67
	57 70
	57 73
	56 76
	53 78
	53 75
	51 72
	50 68
	50 65
	49 61
	49 57
	49 53
	49 49
	49 45
	49 42
	48 38
	48 34
	48 30
	48 27
	48 24
	48 21
	49 18
	49 15
	49 11
	49 7
	49 4
	49 7
	50 10
	51 13
	52 16
	52 19
	54 23
	55 26
	56 30
	58 33
	59 36
	61 39
	63 42
	67 43
	70 44
	73 45
	74 42
	74 38
	74 35
	74 32
	74 29
	74 26
	74 22
	74 18
	74 15
	76 12
	77 9
	80 7
	83 8
	85 11
	86 13
.PEN_UP
.PEN_DOWN
	14 29
	17 30
	20 31
	23 32
	26 32
	29 32
	32 33
	35 32
	38 29
	39 26
	40 22
	40 19
	40 15
	40 9
	40 6
	41 3
	44 1
	47 0
	51 0
	56 2
	59 3
	60 6
.PEN_UP
.PEN_DOWN
	35 61
	38 58
	41 56
	44 53
	48 52
.PEN_UP
.PEN_DOWN
	49 73
	51 70
	53 67
	54 64
	55 61
	56 58
	56 55
	56 51
	57 47
	57 42
	57 39
	57 36
	57 32
	57 29
	57 25
	56 22
	55 19
	54 16
	54 13
	53 10
	52 6
	49 3
	48 0
	45 1
	42 1
	41 4
	38 5
	35 6
	32 7
	32 8
.PEN_UP
.PEN_DOWN
	44 85
	47 85
	51 85
	54 85
	57 85
	60 84
	63 84
	66 84
	69 83
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 0
	23 1
	27 3
	30 6
	34 8
	38 12
	40 15
	42 18
	43 21
	45 25
	47 29
	49 32
	49 35
	52 39
	54 42
	57 45
	57 49
	58 52
	59 55
	60 58
	61 61
	62 64
	61 67
	60 70
	57 72
	54 72
	51 70
	49 67
	49 64
	48 61
	47 57
	47 53
	46 50
	46 47
	46 43
	46 38
	46 35
	46 32
	46 28
	46 25
	46 22
	47 19
	49 16
	50 13
	52 10
	55 8
	58 7
	61 7
	64 6
	67 6
	70 7
	70 8
.PEN_UP
.PEN_DOWN
	5 29
	7 32
	10 33
	13 35
	17 37
	20 38
	23 38
	26 38
	30 38
	32 35
	35 32
	35 29
	35 26
	35 23
	35 20
	34 16
	33 13
	32 10
	30 6
	29 3
	29 0
	30 3
	30 7
	32 10
	34 14
	34 18
	35 21
	35 24
	36 27
	38 30
	39 33
	42 35
	45 37
	48 36
	51 35
	54 34
	54 31
	54 27
	54 24
	53 21
	52 18
	51 15
	51 12
	51 9
	51 6
	51 3
	53 6
	53 9
	54 12
	54 15
	54 18
	55 21
	55 24
	56 28
	56 31
	56 34
	57 37
	59 40
	62 42
	65 42
	68 42
	70 39
	72 36
	72 33
	73 30
	73 27
	74 23
	74 20
	74 17
	74 14
	75 11
	76 8
	76 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 32
	53 35
	52 38
	49 40
	46 41
	43 41
	40 41
	37 40
	34 40
	31 38
	28 36
	26 33
	24 30
	23 26
	22 23
	21 20
	21 17
	22 14
	23 11
	24 8
	25 5
	28 2
	32 0
	35 0
	38 0
	41 1
	44 2
	46 5
	49 9
	49 12
	51 15
	51 18
	51 21
	51 25
	51 28
	50 31
	49 34
	46 36
	43 36
	40 37
	37 37
	34 36
	37 33
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	16 39
	19 39
	22 39
	25 39
	28 39
	31 39
	37 38
	40 38
	43 38
	46 38
	50 38
	53 38
	57 38
	60 38
	61 37
.PEN_UP
.PEN_DOWN
	40 63
	40 60
	39 57
	39 54
	39 50
	39 47
	38 43
	38 40
	38 35
	38 30
	38 27
	38 23
	38 19
	38 16
	38 12
	38 9
	39 6
	40 3
	40 0
	43 0
	46 2
	49 3
	52 5
	56 7
	58 6
.PEN_UP
.PEN_DOWN
	26 38
	26 35
	25 32
	25 28
	24 24
	24 20
	24 16
	24 11
	24 7
	24 4
	24 1
	27 0
	30 1
	33 2
	35 5
	37 8
	39 11
	42 15
	44 19
	45 22
	47 25
	48 28
	48 31
	50 34
	50 37
