


.DATE		Aug. 92
.STYLE		PRINTED
	57 40
	55 44
	53 47
	49 50
	46 52
	43 53
	40 55
	40 53
.PEN_UP
.PEN_DOWN
	45 22
	47 18
	49 14
	53 11
	56 9
	59 7
	62 5
	62 2
.PEN_UP
.PEN_DOWN
	31 67
	31 62
	31 57
	31 45
	31 40
	32 35
	32 29
	33 23
	33 18
	33 14
	33 11
	33 8
	34 5
	34 1
	34 4
	34 6
.PEN_UP
.PEN_DOWN
	35 69
	36 72
	40 74
	45 74
	48 74
	52 69
	54 66
	56 63
	57 59
	57 56
	57 53
	57 50
	57 46
	54 39
	50 36
	46 35
	42 35
	38 35
	35 37
	37 33
	39 30
	42 26
	44 23
	48 16
	51 13
	53 10
	56 7
	59 5
	63 2
	67 0
	70 0
	70 3
	67 4
	64 4
.PEN_UP
.PEN_DOWN
	60 76
	60 79
	56 80
	53 79
	50 78
	47 76
	44 74
	41 72
	38 69
	33 63
	29 58
	27 54
	27 51
	28 48
	32 43
	38 39
	41 36
	45 33
	48 30
	51 27
	54 24
	57 21
	59 18
	62 13
	62 9
	60 5
	57 2
	53 1
	50 0
	47 0
	44 0
	41 0
	38 0
	35 1
	32 1
	27 3
	24 4
	22 7
	24 10
	28 14
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 65
	33 61
	33 56
	32 51
	32 40
	32 35
	32 29
	33 24
	33 19
	33 14
	34 11
	35 7
	37 2
	40 0
	45 0
	49 1
	52 2
	55 5
	57 9
	58 12
	60 15
	61 18
	61 22
	63 31
	63 35
	63 40
	63 45
	63 49
	63 52
	62 56
	61 61
	60 65
	59 68
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	16 61
	17 55
	18 49
	19 42
	20 35
	20 30
	21 25
	22 20
	22 14
	23 11
	25 7
	28 4
	31 3
	33 8
	35 12
	35 15
	36 18
	37 21
	37 24
	38 28
	39 33
	40 36
	40 40
	41 43
	42 49
	43 53
	44 57
	45 61
	45 65
	45 68
	44 64
	44 61
	44 55
	44 51
	44 46
	45 41
	45 36
	45 30
	45 25
	45 20
	46 16
	46 12
	46 9
	46 6
	47 2
	50 0
	54 0
	57 3
	60 6
	61 9
	62 14
	64 19
	64 22
	65 26
	66 34
	66 38
	66 41
	67 45
	67 49
	67 52
	67 55
	66 58
	66 62
	66 65
	66 68
	67 71
	68 74
	69 71
.PEN_UP
.PEN_DOWN
	67 66
	65 63
	62 59
	60 56
	58 52
	57 49
	55 45
	53 42
	51 39
	48 32
	46 28
	44 25
	41 20
	40 17
	38 13
	36 9
	34 6
	33 3
	32 0
	31 1
.PEN_UP
.PEN_DOWN
	36 63
	39 58
	40 54
	45 46
	47 41
	49 36
	52 30
	54 25
	57 21
	59 18
	60 14
	63 10
	65 6
	68 3
	66 6
.PEN_UP
.PEN_DOWN
	28 66
	30 62
	33 58
	36 54
	39 51
	41 48
	43 45
	46 42
	48 39
	51 38
.PEN_UP
.PEN_DOWN
	70 62
	65 60
	62 58
	59 57
	56 56
	53 54
	50 53
	47 51
	47 48
	47 45
	47 41
	48 38
	48 35
	50 29
	50 26
	50 23
	51 20
	52 16
	52 13
	52 10
	53 7
	53 4
	54 1
	54 0
.PEN_UP
.PEN_DOWN
	37 41
	40 41
	45 42
	50 43
	54 44
	59 44
	62 45
	65 45
	62 45
	59 46
	59 43
	58 40
	58 37
	57 33
	56 29
	56 25
	54 18
	53 15
	51 12
	50 9
	47 6
	45 3
	42 0
	39 0
	42 1
	47 1
	51 1
	54 1
	59 1
	63 0
	67 0
	70 0
	68 0
.PEN_UP
.PEN_DOWN
	27 0
	28 3
	29 7
	30 10
	32 15
	33 19
	34 22
	35 25
	36 29
	37 33
	38 36
	39 39
	39 43
	41 48
	42 51
	43 54
	44 58
	44 61
	46 57
	46 51
	46 48
	47 45
	48 41
	49 37
	49 34
	50 30
	52 26
	53 23
	54 20
	56 16
	57 13
	58 8
	60 4
	61 1
	58 2
	58 3
.PEN_UP
.PEN_DOWN
	39 11
	43 12
	46 13
	49 14
	53 14
	54 14
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	68 48
	67 51
	65 55
	63 58
	60 60
	57 60
	52 59
	47 56
	42 52
	40 49
	38 46
	37 43
	35 35
	35 31
	35 26
	35 21
	36 18
	37 14
	39 10
	42 5
	45 3
	54 0
	57 0
	60 0
	63 1
	66 2
	70 4
	73 7
	73 8
.PEN_UP
.PEN_DOWN
	35 66
	35 62
	35 57
	34 51
	34 40
	34 34
	34 29
	33 25
	33 20
	33 16
	33 12
	33 9
	33 5
	34 2
	35 0
.PEN_UP
.PEN_DOWN
	34 68
	36 71
	40 72
	46 72
	49 72
	52 71
	56 69
	60 67
	63 64
	71 59
	74 56
	76 53
	78 49
	78 45
	78 41
	78 37
	77 34
	76 30
	74 27
	72 24
	69 22
	64 17
	60 15
	57 13
	54 11
	50 9
	47 8
	42 6
	39 4
	38 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	58 50
	57 54
	56 57
	53 60
	50 61
	47 61
	44 60
	41 58
	37 55
	33 50
	32 47
	30 44
	29 40
	27 35
	27 30
	27 21
	27 17
	27 14
	29 10
	31 7
	34 3
	39 0
	42 0
	45 0
	52 2
	55 4
	58 7
	58 10
	58 13
	58 16
	55 21
	52 24
	49 26
	46 26
	49 27
	52 28
	56 29
	60 30
	63 30
	60 30
	59 27
	59 24
	59 19
	61 14
	62 10
	63 6
	64 3
	63 4
.PEN_UP
.PEN_DOWN
	27 59
	27 49
	28 45
	28 40
	28 35
	28 30
	28 26
	28 21
	28 17
	28 14
	28 11
	28 8
	27 3
	28 1
.PEN_UP
.PEN_DOWN
	32 25
	35 25
	38 25
	42 25
	45 25
	48 25
	52 25
	55 26
	58 27
.PEN_UP
.PEN_DOWN
	55 65
	55 61
	55 56
	55 50
	55 45
	55 40
	56 34
	56 29
	56 23
	56 18
	56 9
	56 6
	56 3
	56 0
.PEN_UP
.PEN_DOWN
	35 53
	39 54
	42 54
	45 54
	48 53
	51 53
	53 52
.PEN_UP
.PEN_DOWN
	43 50
	44 44
	44 37
	44 32
	44 28
	44 23
	45 19
	45 15
	45 11
	45 8
	45 4
	46 1
	44 0
.PEN_UP
.PEN_DOWN
	39 3
	43 4
	46 4
	51 5
	55 5
	59 5
	58 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 50
	41 44
	41 39
	40 33
	40 28
	40 24
	39 20
	39 16
	39 12
	39 8
	39 4
	42 3
	46 1
	51 0
	56 0
	59 0
	62 0
	65 1
	68 2
	72 3
	75 4
	78 4
	75 5
	74 5
.PEN_UP
.PEN_DOWN
	33 64
	33 61
	33 53
	33 48
	33 43
	33 39
	32 34
	32 29
	32 25
	32 21
	32 17
	31 14
	31 11
	30 6
	30 3
	29 5
.PEN_UP
.PEN_DOWN
	34 42
	35 39
	36 36
	37 33
	38 30
	41 26
	43 22
	46 21
	50 21
	53 23
	55 26
	56 31
	57 37
	58 40
	59 44
	60 51
	61 54
	62 57
	63 60
	63 64
	64 67
	65 62
	65 57
	65 52
	65 43
	64 38
	64 33
	63 27
	63 23
	62 18
	62 14
	62 10
	62 7
	62 3
	63 0
	61 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	37 69
	34 66
	32 61
	31 57
	30 53
	30 49
	30 38
	30 33
	30 27
	30 22
	31 18
	32 14
	34 10
	36 7
	40 3
	44 0
	49 0
	53 1
	57 4
	61 7
	63 12
	64 15
	65 19
	65 23
	65 32
	65 37
	65 41
	64 46
	63 50
	62 53
	60 57
	57 61
	53 65
	49 67
	46 67
	42 68
	39 68
	36 67
	37 63
	38 60
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 56
	33 53
	31 49
	30 44
	29 39
	27 33
	26 22
	26 18
	26 13
	26 10
	27 7
	28 4
	31 1
	36 0
	41 0
	47 2
	50 4
	53 5
	57 9
	59 13
	61 18
	61 21
	61 24
	61 27
	60 33
	59 37
	58 41
	56 44
	55 48
	54 51
	52 54
	50 57
	47 61
	44 64
	41 65
	38 66
	35 66
	32 64
	32 60
	32 57
.PEN_UP
.PEN_DOWN
	38 26
	43 23
	48 19
	51 17
	54 15
	57 13
	60 11
	63 10
	67 6
	72 4
	75 2
	71 4
.PEN_UP
.PEN_DOWN
	29 72
	30 68
	31 56
	31 50
	32 44
	32 39
	32 34
	32 29
	32 24
	32 19
	32 15
	32 11
	32 8
	32 5
	31 1
	31 4
.PEN_UP
.PEN_DOWN
	27 64
	28 68
	32 71
	40 71
	43 71
	47 70
	50 67
	53 64
	56 60
	59 56
	60 52
	60 48
	60 45
	60 41
	59 36
	57 33
	53 29
	48 27
	45 26
	41 26
	38 26
	35 26
	31 26
	28 26
	31 23
	34 21
	37 19
	40 17
	44 15
	47 13
	50 11
	55 8
	59 5
	62 2
	65 0
	66 3
	66 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 73
	30 68
	31 65
	32 61
	34 56
	35 50
	37 45
	38 39
	40 34
	42 29
	46 20
	48 16
	50 12
	51 9
	52 6
	53 3
	56 0
	58 4
	58 8
	59 11
	59 14
	59 18
	61 27
	61 31
	62 35
	63 39
	64 43
	64 47
	65 50
	65 53
	66 56
	67 60
	67 62
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 76
	28 72
	32 67
	36 62
	38 59
	42 55
	45 52
	48 49
	51 48
.PEN_UP
.PEN_DOWN
	68 75
	65 75
	62 75
	59 73
	53 69
	49 66
	46 63
	44 60
	42 56
	42 53
	42 50
	42 47
	42 39
	42 34
	42 29
	43 24
	43 20
	43 15
	44 12
	44 8
	45 4
	46 0
	49 2
	49 5
	49 8
.PEN_UP
.PEN_DOWN
	29 58
	34 59
	37 59
	40 59
	44 59
	48 60
	56 61
	59 61
	63 61
	66 61
	69 61
	72 62
	69 60
	64 57
	63 54
	60 52
	59 49
	57 45
	55 41
	54 36
	52 32
	50 28
	47 21
	46 18
	44 15
	41 10
	39 7
	36 4
	33 1
	38 0
	41 0
	44 0
	47 0
	51 0
	57 0
	60 0
	63 0
	66 1
	69 1
	68 4
	65 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 64
	36 61
	36 56
	34 44
	33 37
	32 31
	32 26
	32 21
	32 16
	32 12
	32 8
	32 5
	34 2
	35 1
.PEN_UP
.PEN_DOWN
	27 58
	30 61
	33 62
	36 63
	41 63
	44 63
	47 63
	50 63
	53 62
	56 61
	61 59
	64 57
	64 54
	62 50
	59 47
	56 45
	49 41
	45 40
	42 38
	38 37
	35 36
	31 35
	32 32
	35 31
	38 30
	41 28
	45 27
	48 25
	52 22
	55 19
	58 17
	59 14
	59 11
	59 5
	56 2
	52 0
	49 0
	46 0
	42 0
	39 0
	35 0
	32 0
	27 2
	24 3
	24 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 61
	23 58
	23 53
	23 50
	24 45
	24 41
	25 36
	25 31
	26 22
	27 19
	27 15
	27 12
	28 7
	28 3
	29 0
	28 0
.PEN_UP
.PEN_DOWN
	20 62
	24 65
	27 66
	31 66
	34 66
	38 66
	42 65
	46 64
	50 61
	56 54
	58 50
	60 46
	61 42
	61 38
	61 34
	61 30
	59 27
	58 24
	56 21
	53 18
	44 12
	41 11
	37 9
	34 8
	31 6
	28 5
	25 4
	22 2
	23 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	50 60
	50 63
	50 67
	49 70
	47 73
	44 75
	41 75
	37 74
	32 71
	30 68
	27 66
	25 63
	22 59
	18 51
	17 46
	16 41
	16 36
	16 30
	16 25
	16 20
	18 16
	19 12
	20 9
	22 6
	29 0
	32 0
	35 0
	38 0
	41 1
	44 2
	47 3
	51 6
	54 9
	54 16
	53 21
	50 26
	46 29
	42 31
	39 32
	43 33
	47 34
	51 34
	56 34
	59 34
	60 30
	61 25
	61 22
	62 19
	62 16
	63 12
	63 9
	64 6
	65 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 60
	35 61
	38 61
	41 62
	45 63
	48 63
	51 63
	54 63
	58 63
	62 63
	59 61
.PEN_UP
.PEN_DOWN
	46 62
	46 57
	46 53
	46 42
	46 36
	46 30
	46 24
	46 18
	46 13
	46 10
	46 6
	46 3
	46 0
	43 0
	42 2
.PEN_UP
.PEN_DOWN
	34 8
	39 9
	43 9
	46 9
	50 9
	53 9
	56 8
	60 8
	65 8
	68 7
	69 7
.PEN_UP
.PEN_DOWN
	30 70
	37 71
	41 71
	45 72
	49 72
	54 72
	59 72
	63 72
	67 72
	71 72
	74 72
	77 72
	74 72
.PEN_UP
.PEN_DOWN
	51 73
	51 70
	52 66
	53 60
	55 54
	56 48
	56 35
	56 30
	56 25
	56 20
	55 16
	55 12
	54 9
	53 6
	51 2
	48 0
	45 0
	42 0
	39 1
	36 2
	33 4
	28 11
	27 14
	26 17
	26 20
	27 23
	29 25
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 66
	22 60
	22 56
	22 52
	22 48
	22 42
	23 33
	23 29
	24 24
	24 20
	24 16
	24 13
	24 9
	24 6
	23 3
	23 0
	22 0
.PEN_UP
.PEN_DOWN
	21 42
	22 38
	24 35
	26 30
	30 25
	33 22
	37 19
	40 18
	44 18
	47 20
	49 23
	50 27
	51 31
	52 34
	52 37
	53 41
	53 45
	54 49
	54 53
	55 61
	55 64
	56 67
	56 70
	56 66
	57 62
	57 57
	57 52
	58 46
	58 41
	59 36
	59 31
	59 26
	59 21
	59 17
	60 13
	60 8
	61 4
	61 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 76
	24 76
	28 76
	33 76
	37 77
	43 77
	48 77
	54 77
	59 77
	64 77
	68 77
	72 77
	78 76
	74 77
	72 77
.PEN_UP
.PEN_DOWN
	49 74
	49 71
	50 67
	51 62
	52 56
	52 50
	53 43
	53 37
	53 31
	53 20
	52 14
	52 10
	52 6
	52 3
	52 0
	54 3
	54 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 60
	37 56
	38 51
	39 46
	41 34
	42 29
	43 23
	45 18
	46 13
	46 9
	48 6
	49 3
	52 0
	55 0
	58 0
	59 4
	60 7
	60 10
	61 15
	61 19
	62 23
	62 31
	63 36
	63 40
	64 45
	64 49
	65 53
	66 57
	67 61
	68 64
	69 69
	71 72
	72 75
	71 74
.PEN_UP
.PEN_DOWN
	26 52
	26 48
	26 44
	26 39
	26 34
	27 29
	27 24
	28 20
	28 16
	29 13
	29 10
	32 3
	34 0
	37 0
	38 6
	38 10
	39 13
	39 18
	39 21
	39 24
	40 27
	41 31
	41 34
	44 34
	44 31
	45 28
	46 25
	46 22
	46 18
	48 11
	48 8
	50 3
	52 0
	55 0
	58 2
	59 5
	61 8
	61 11
	62 14
	62 17
	63 21
	63 25
	64 29
	64 38
	64 42
	64 45
	64 49
	65 52
	65 56
	65 59
	65 62
	66 65
	67 65
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	22 73
	25 68
	27 65
	30 62
	34 58
	38 55
	41 52
	45 50
	47 47
	48 47
.PEN_UP
.PEN_DOWN
	68 78
	65 78
	62 78
	59 76
	55 73
	53 70
	52 67
	49 61
	48 57
	47 53
	47 48
	46 44
	46 39
	45 34
	44 25
	44 20
	44 17
	44 14
	45 11
	45 8
	46 4
	47 1
	50 0
	49 2
.PEN_UP
.PEN_DOWN
	33 68
	38 68
	43 68
	46 68
	51 68
	55 68
	60 67
	63 67
	59 66
	57 62
	55 59
	54 56
	53 53
	51 48
	50 44
	48 40
	47 35
	45 31
	43 27
	39 18
	37 15
	35 12
	31 8
	28 5
	24 3
	28 4
	33 4
	36 3
	39 3
	46 2
	52 1
	55 1
	59 1
	63 1
	60 0
	58 0
.PEN_UP
.PEN_DOWN
	28 0
	29 3
	30 7
	30 10
	33 18
	33 22
	34 26
	35 29
	36 33
	37 38
	38 42
	40 46
	41 50
	42 54
	43 57
	44 60
	46 64
	47 67
	49 64
	51 60
	51 57
	52 53
	53 49
	54 44
	56 39
	58 30
	60 26
	61 23
	62 19
	63 16
	64 13
	66 9
	67 6
	64 8
.PEN_UP
.PEN_DOWN
	48 24
	53 24
	57 25
	61 25
	64 25
	66 25
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	58 35
	58 38
	58 43
	57 48
	57 52
	52 54
	47 53
	42 48
	39 45
	37 42
	35 37
	33 33
	33 28
	33 23
	33 19
	34 11
	36 8
	40 3
	45 1
	48 0
	51 0
	55 0
	60 1
	65 2
	66 3
.PEN_UP
.PEN_DOWN
	40 72
	40 69
	40 66
	40 62
	40 57
	40 51
	40 39
	41 33
	41 27
	42 22
	42 17
	43 13
	43 10
	44 7
	45 3
	46 0
	46 1
.PEN_UP
.PEN_DOWN
	35 67
	38 69
	43 69
	47 69
	51 68
	60 63
	64 60
	68 56
	72 51
	75 47
	76 43
	76 39
	76 35
	76 32
	75 28
	74 25
	68 18
	63 15
	60 14
	55 12
	52 11
	47 9
	44 8
	43 6
.PEN_UP
.PEN_DOWN
	37 48
	40 49
	44 49
	48 49
	52 49
	55 49
	55 47
.PEN_UP
.PEN_DOWN
	42 29
	47 29
	51 29
	56 28
	59 28
	62 27
	62 28
.PEN_UP
.PEN_DOWN
	40 44
	40 41
	40 38
	40 35
	40 31
	40 26
	40 22
	40 18
	39 15
	38 11
	37 6
	36 2
	40 0
	46 0
	49 0
	52 0
	56 1
	59 1
	62 1
	67 2
	70 3
	74 3
	71 4
.PEN_UP
.PEN_DOWN
	21 68
	26 68
	29 68
	32 68
	36 68
	43 67
	47 67
	50 66
	56 65
	60 64
	63 63
	61 63
.PEN_UP
.PEN_DOWN
	30 61
	30 58
	31 54
	31 49
	32 44
	32 39
	33 33
	33 28
	33 23
	34 18
	34 9
	34 6
	34 3
	34 0
	31 2
.PEN_UP
.PEN_DOWN
	33 24
	38 26
	43 26
	48 26
	52 26
	55 25
	56 24
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	40 60
	44 60
	48 59
	51 59
	55 59
	58 59
	59 58
.PEN_UP
.PEN_DOWN
	49 54
	49 50
	50 47
	51 43
	51 39
	52 34
	53 29
	54 24
	54 20
	55 17
	55 11
	56 7
	56 3
	54 0
	51 0
.PEN_UP
.PEN_DOWN
	47 4
	52 5
	55 5
	58 5
	63 6
	69 7
	72 7
	69 5
	67 4
.PEN_UP
.PEN_DOWN
	44 72
	49 72
	53 72
	56 72
	60 73
	67 73
	71 73
	74 74
	78 75
	78 74
.PEN_UP
.PEN_DOWN
	55 64
	57 58
	59 53
	62 47
	64 41
	65 36
	67 30
	67 25
	67 21
	67 17
	67 13
	65 9
	63 3
	59 0
	55 0
	52 0
	48 1
	44 3
	39 8
	37 12
	37 15
	39 18
	42 20
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	38 73
	37 68
	36 63
	36 58
	36 52
	36 46
	36 40
	36 33
	36 27
	36 21
	36 13
	35 9
	35 6
	35 3
	35 0
	38 1
	45 6
	50 8
	53 8
	57 8
	62 8
	66 8
	69 8
	72 8
	70 9
.PEN_UP
.PEN_DOWN
	21 65
	21 60
	21 54
	21 47
	22 40
	22 34
	22 28
	22 22
	21 12
	20 9
	20 6
	19 3
	19 0
	19 3
.PEN_UP
.PEN_DOWN
	22 56
	22 51
	22 48
	22 45
	23 42
	24 39
	25 35
	29 30
	31 27
	35 25
	38 24
	42 23
	45 23
	48 25
	49 28
	50 32
	51 35
	52 38
	52 42
	53 45
	53 50
	54 54
	54 58
	54 62
	55 66
	55 71
	55 68
	55 65
	55 59
	56 54
	56 48
	56 43
	56 33
	56 27
	56 23
	56 18
	56 14
	56 9
	56 6
	55 6
.PEN_UP
.PEN_DOWN
	28 64
	27 61
	27 56
	26 50
	25 44
	25 38
	25 27
	25 22
	25 17
	24 13
	24 10
	24 7
	24 4
	23 0
	22 2
.PEN_UP
.PEN_DOWN
	27 31
	30 26
	33 22
	36 17
	39 13
	43 10
	47 8
	51 7
	54 7
	57 7
	60 12
	61 16
	61 19
	61 22
	61 25
	61 29
	61 34
	61 38
	61 43
	61 48
	60 57
	59 60
	59 63
	59 66
	58 69
	59 66
	59 65
.PEN_UP
.PEN_DOWN
	27 60
	26 57
	24 54
	22 49
	20 44
	18 39
	16 34
	16 28
	16 19
	16 15
	17 12
	19 9
	20 6
	23 3
	26 1
	29 0
	32 0
	36 0
	39 0
	45 2
	49 4
	52 5
	55 10
	56 13
	57 17
	57 20
	57 24
	57 29
	57 33
	56 43
	55 47
	54 51
	52 54
	48 59
	43 62
	38 64
	34 65
	31 65
	32 62
	33 59
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 59
	33 58
	37 58
	43 57
	48 57
	53 57
	57 56
	62 56
	66 56
	70 56
	75 56
	74 58
.PEN_UP
.PEN_DOWN
	48 56
	48 53
	49 50
	49 46
	50 42
	50 37
	50 33
	51 28
	52 22
	52 14
	53 10
	53 7
	53 3
	54 0
	53 0
.PEN_UP
.PEN_DOWN
	22 58
	21 53
	20 49
	19 45
	19 34
	19 28
	19 23
	19 18
	20 14
	22 11
	23 8
	25 5
	30 1
	34 0
	40 0
	43 0
	47 2
	50 3
	53 6
	54 9
	55 13
	55 16
	56 22
	56 25
	56 29
	56 34
	56 38
	56 42
	56 46
	56 49
	55 53
	55 56
	54 56
.PEN_UP
.PEN_DOWN
	30 50
	30 46
	31 40
	32 29
	32 24
	33 20
	33 16
	34 13
	35 10
	37 6
	38 3
	42 0
	45 0
	48 1
	50 4
	52 9
	53 15
	54 19
	55 23
	56 27
	57 31
	57 35
	58 39
	58 42
	59 45
	59 49
	59 52
	62 54
	65 55
.PEN_UP
.PEN_DOWN
	24 50
	24 42
	24 37
	24 32
	25 28
	25 24
	25 20
	25 17
	25 14
	26 11
	27 6
	29 1
	32 0
	33 3
	33 9
	34 14
	34 17
	35 20
	35 23
	36 26
	37 30
	38 33
	40 29
	41 26
	41 23
	42 20
	42 16
