


.DATE		Aug. 92
.STYLE		PRINTED
	62 29
	59 30
	59 29
.PEN_UP
.PEN_DOWN
	30 56
	30 52
	30 47
	29 44
	29 41
	29 38
	29 34
	29 29
	29 26
	29 22
	29 18
	30 14
	30 11
	30 8
	30 3
	30 0
	32 0
.PEN_UP
.PEN_DOWN
	34 58
	37 58
	40 58
	43 58
	47 57
	50 55
	53 53
	56 51
	58 48
	58 45
	55 42
	51 39
	46 38
	43 35
	40 34
	38 31
	38 30
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	41 48
	41 45
	41 39
	41 36
	41 33
	41 30
	40 26
	38 22
	38 19
	37 14
	36 10
	36 5
	38 2
	41 0
	44 0
	50 1
	53 2
	54 2
.PEN_UP
.PEN_DOWN
	29 22
	33 23
	36 23
	43 21
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	47 33
	46 30
	43 29
	41 24
	37 20
	35 16
	32 12
	30 9
	29 5
	28 2
	27 0
.PEN_UP
.PEN_DOWN
	31 33
	33 30
	36 26
	38 22
	42 18
	44 15
	46 12
	49 10
	51 6
	53 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	54 28
	51 30
	47 31
	44 29
	39 25
	36 23
	33 19
	33 16
	33 12
	34 9
	37 5
	41 2
	45 2
	48 0
	52 0
	57 0
	60 1
	63 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	60 58
	58 61
	55 60
	52 59
	51 56
	49 53
	48 49
	48 46
	48 43
	49 40
	51 36
	53 32
	55 29
	55 26
	56 23
	58 17
	59 14
	59 11
	59 8
	59 5
	58 1
	56 0
.PEN_UP
.PEN_DOWN
	35 26
	39 27
	43 29
	47 29
	51 29
	54 29
	57 29
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 55
	42 51
	42 48
	42 43
	42 40
	42 37
	42 34
	41 31
	41 28
	41 20
	41 16
	41 13
	41 10
	41 7
	40 4
	40 0
	42 5
	43 9
	45 13
	46 17
	48 20
	50 23
	54 25
	57 28
	59 24
	59 21
	59 17
	59 14
	59 11
	60 8
	60 5
.PEN_UP
.PEN_DOWN
	38 0
	39 3
	42 6
	44 10
	45 14
	46 18
	47 21
	48 24
	49 27
	48 24
	48 19
	48 16
	48 13
	49 10
	51 5
	54 4
	58 5
	59 5
.PEN_UP
.PEN_DOWN
	49 56
	53 56
	55 53
	58 50
	61 48
.PEN_UP
.PEN_DOWN
	32 60
	33 56
	35 48
	36 45
	37 40
	37 35
	37 31
	37 26
	37 23
	38 18
	38 15
	38 12
	37 8
	36 4
	33 1
	30 0
	27 0
	26 4
	25 7
	25 10
	25 14
	25 18
	26 21
	26 24
	29 25
	32 27
	36 28
.PEN_UP
.PEN_DOWN
	30 82
	33 81
	36 79
	39 78
	41 76
.PEN_UP
.PEN_DOWN
	33 54
	33 51
	33 47
	33 43
	33 40
	33 36
	33 33
	33 29
	33 26
	33 22
	32 19
	32 14
	32 11
	32 7
	32 4
	33 2
.PEN_UP
.PEN_DOWN
	54 29
	51 30
	47 29
	43 28
	39 26
	37 23
	34 21
	34 18
	35 15
	37 12
	40 10
	43 8
	46 7
	48 4
	50 0
	51 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	51 29
	47 26
	44 23
	42 20
	41 17
	40 14
	40 10
	40 6
	41 3
	46 0
	50 0
	55 1
	59 3
	63 7
	66 9
	66 12
	66 15
	64 19
	63 23
	61 26
	58 27
	57 23
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 1
	33 4
	35 7
	37 10
	39 15
	41 20
	42 23
	43 27
	44 30
	46 36
	46 39
	48 44
	49 48
	48 45
	46 42
	44 37
	44 33
	42 30
	42 25
	42 22
	41 19
	41 16
	41 9
	42 4
	45 2
	49 1
	51 0
.PEN_UP
.PEN_DOWN
	27 32
	30 33
	33 33
	38 33
	41 32
	44 32
	48 32
	50 30
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	29 26
	30 22
	32 16
	32 12
	33 6
	34 3
	36 0
	39 3
	39 6
	42 9
	44 13
	47 17
	50 21
	52 24
	55 27
	55 26
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 30
	50 27
	48 24
	45 21
	42 17
	40 14
	37 11
	35 8
	35 3
	35 0
.PEN_UP
.PEN_DOWN
	36 34
	36 30
	37 27
	40 23
	41 20
	45 15
	48 11
	52 9
	56 8
	59 5
	62 2
	63 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 35
	34 34
	38 34
	41 33
	46 32
	49 30
	49 27
	46 24
	43 22
	40 19
	37 18
	34 16
	33 13
	32 10
	32 7
	35 4
	38 3
	41 2
	44 2
	47 2
	50 2
	53 0
.PEN_UP
.PEN_DOWN
	37 17
	40 17
	43 15
	47 12
	51 12
	53 12
.PEN_UP
.PEN_DOWN
	47 18
	48 21
	49 25
	47 29
	47 32
	44 33
	40 31
	37 28
	35 25
	33 22
	29 14
	29 9
	29 5
	29 2
	32 0
	35 0
	38 1
	41 3
	43 6
	46 8
	47 11
	49 14
	50 17
	51 20
	51 17
	51 14
	52 11
	54 8
	57 5
	60 4
.PEN_UP
.PEN_DOWN
	32 43
	32 40
	33 36
	33 32
	33 28
	33 20
	33 17
	34 12
	35 8
	35 4
	36 1
	36 4
	37 7
	38 10
	42 12
	46 14
	51 14
	53 11
	57 8
	59 5
	61 2
	58 0
	55 0
	52 0
	48 0
	45 0
	40 1
	37 4
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	65 71
	62 73
	59 74
	56 74
	56 71
	53 71
	51 68
	47 65
	46 60
	46 56
	46 52
	47 48
	48 45
	50 41
	50 38
	51 35
	51 31
	51 27
	52 23
	52 20
	52 17
	52 14
	52 9
	51 6
	51 3
	48 1
	48 0
.PEN_UP
.PEN_DOWN
	29 39
	33 39
	37 38
	40 38
	43 38
	47 38
	50 38
	56 38
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	33 56
	32 53
	31 50
	31 45
	31 41
	31 38
	31 33
	31 30
	31 25
	32 20
	32 16
	32 13
	33 10
	35 14
	37 18
	39 21
	42 24
	45 26
	48 25
	50 21
	51 18
	53 15
	53 10
	54 6
	54 3
	54 0
	56 0
.PEN_UP
.PEN_DOWN
	43 3
	45 6
	47 9
	48 13
	50 16
	52 19
	54 16
	54 12
	54 7
	54 3
	55 0
	59 0
.PEN_UP
.PEN_DOWN
	52 39
	56 37
	59 35
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	47 55
	44 56
	41 56
	38 56
	34 55
	31 52
	26 48
	26 44
	26 41
	26 37
	26 34
	27 31
	30 31
	33 31
	36 33
	40 37
	44 40
	45 44
	47 47
	47 50
	47 53
	44 50
	43 45
	42 42
	40 38
	39 35
	39 32
	38 29
	36 24
	36 17
	36 14
	37 10
	38 5
	42 2
	45 0
	49 1
	49 4
	49 9
	47 12
	47 15
	44 16
	41 16
	37 14
	35 10
	35 7
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 1
	36 5
	38 8
	40 13
	40 16
	42 19
	44 22
	45 26
	47 30
	49 34
	49 37
	50 40
	51 43
	51 47
	49 44
	47 39
	47 36
	47 33
	47 30
	47 26
	47 22
	45 19
	45 15
	45 11
	45 7
	46 4
	48 1
	50 0
.PEN_UP
.PEN_DOWN
	32 28
	35 28
	38 28
	43 26
	46 24
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	54 35
	52 31
	49 27
	47 22
	45 19
	43 14
	41 11
	37 8
	35 5
	33 2
	32 0
.PEN_UP
.PEN_DOWN
	36 29
	39 26
	41 22
	44 19
	47 16
	50 13
	55 9
	57 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	54 17
	53 20
	50 23
	46 24
	43 24
	39 23
	34 20
	32 16
	30 13
	29 10
	29 6
	30 3
	33 0
	36 0
	40 1
	43 3
	46 5
	49 7
	50 11
	54 13
	55 18
	57 21
	59 24
	59 28
	59 31
	61 35
	61 38
	62 41
	64 44
	64 49
	64 52
	64 55
	63 51
	63 47
	61 42
	61 39
	61 36
	60 32
	59 29
	58 25
	58 22
	58 19
	58 16
	58 13
	59 9
	62 7
	66 5
.PEN_UP
.PEN_DOWN
	27 12
	30 9
	33 9
	36 9
	41 9
	45 9
	48 11
	51 13
	54 15
	54 18
	52 21
	48 23
	45 25
	42 25
	39 25
	36 24
	32 21
	31 18
	31 15
	31 11
	31 7
	34 3
	38 2
	45 0
	50 0
.PEN_UP
.PEN_DOWN
	48 35
	51 36
	54 37
	56 41
	59 47
	59 50
	59 53
	57 57
	56 60
	52 62
	49 62
	46 59
	44 56
	43 53
	43 49
	43 41
	43 38
	44 35
	45 32
	45 28
	45 23
	46 19
	46 16
	46 13
	46 9
	46 6
	46 3
	45 0
.PEN_UP
.PEN_DOWN
	34 32
	37 31
	41 31
	47 31
	51 31
	56 31
	62 31
.PEN_UP
.PEN_DOWN
	47 51
	49 54
	49 57
	49 60
	46 64
	44 67
	40 67
	37 67
	33 67
	31 64
	29 60
	28 56
	28 52
	28 49
	32 45
	36 44
	39 44
	42 45
	45 46
	47 50
	49 54
	50 60
	50 63
	48 59
	48 55
	48 52
	48 49
	48 46
	48 43
	49 39
	49 36
	49 33
	50 29
	50 23
	50 20
	50 17
	52 13
	52 10
	52 7
	50 3
	46 1
	42 0
	38 0
	35 1
	33 4
	31 8
	31 11
	31 16
	31 19
	34 22
	37 23
	40 23
	46 23
	50 24
	53 25
	58 25
	59 25
.PEN_UP
.PEN_DOWN
	30 41
	33 44
	36 46
	39 49
	42 53
	44 57
	44 61
	44 64
	43 67
	41 71
	41 74
	38 75
	37 72
	36 69
	35 64
	34 59
	33 56
	32 52
	32 48
	32 44
	32 39
	32 33
	32 28
	32 23
	32 20
	33 16
	33 10
	34 7
	34 3
	34 0
	33 3
	33 6
	33 10
	35 15
	38 19
	40 22
	44 25
	46 28
	49 28
	50 25
	50 22
	51 18
	53 15
	54 12
	57 11
	58 11
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	43 45
	43 40
	45 37
	46 34
	47 31
	49 27
	50 24
	51 21
	52 17
	53 10
	52 7
	52 4
	51 1
	48 0
	45 0
	41 3
	39 6
	39 10
	39 13
	41 16
	44 17
	47 17
	50 16
	54 16
	55 16
.PEN_UP
.PEN_DOWN
	40 79
	43 78
	47 76
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 31
	39 31
	36 30
	33 28
	31 24
	29 19
	29 14
	29 8
	29 4
	32 1
	36 0
	39 0
	44 1
	52 4
	55 7
	57 10
	57 13
	57 16
	54 21
	50 23
	47 27
	44 29
	45 28
.PEN_UP
.PEN_DOWN
	39 52
	38 49
	38 46
	38 42
	38 37
	38 33
	38 25
	38 19
	39 15
	40 11
	40 7
	40 4
	40 0
	39 3
	39 6
	39 9
	39 14
	39 17
	38 20
	38 23
	38 31
	38 34
	39 39
	39 42
	41 46
	42 49
	47 51
	50 52
	53 52
	56 52
	59 51
	62 48
	63 45
	63 42
	63 39
	60 37
	57 35
	53 33
	50 31
	47 31
	43 31
	41 31
.PEN_UP
.PEN_DOWN
	55 64
	55 67
	52 68
	49 68
	46 67
	43 64
	41 61
	38 56
	37 53
	36 50
	36 46
	40 44
	43 46
	45 49
	48 53
	49 58
	50 61
	49 58
	48 54
	48 51
	48 48
	46 44
	46 40
	45 37
	44 34
	43 27
	43 24
	42 20
	42 15
	42 11
	42 8
	43 5
	46 2
	49 0
	52 0
	55 3
	55 6
	56 9
	56 13
	56 16
	56 20
	56 26
	55 30
	55 34
	52 36
	49 32
	50 30
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 66
	35 62
	35 59
	35 56
	35 53
	35 50
	36 47
	40 46
	44 49
	47 50
	49 54
	51 57
	54 59
	54 62
	54 65
	52 62
	52 59
	52 56
	53 52
	54 45
	54 40
	54 36
	54 32
	54 26
	54 22
	54 19
	53 16
	53 13
	53 10
	53 7
	52 4
	49 2
	46 0
	43 0
	40 0
	40 4
	40 7
	41 11
	44 15
	46 18
	50 20
	53 19
.PEN_UP
.PEN_DOWN
	29 37
	33 37
	36 37
	39 37
	42 37
	44 34
	45 30
	44 25
	42 22
	38 18
	36 15
	33 11
	33 7
	33 4
	35 1
	38 0
	41 0
	46 1
	49 1
	51 2
.PEN_UP
.PEN_DOWN
	28 17
	33 16
	36 16
	40 16
	43 16
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	36 42
	37 39
	39 35
	40 31
	40 28
	41 22
	42 17
	42 14
	42 10
	41 7
	40 4
	39 7
	42 10
	44 14
	47 16
	50 18
	53 18
	57 16
	59 11
	59 7
	60 3
	60 0
	57 0
	53 0
	49 0
	46 1
	42 1
	38 2
	36 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	55 13
	55 17
	52 20
	49 21
	46 22
	43 21
	40 21
	36 18
	34 15
	32 11
	31 8
	31 4
	32 0
	36 0
	39 0
	44 3
	48 6
	50 10
	53 12
	56 18
	59 23
	61 27
	62 33
	65 37
	65 40
	66 45
	66 48
	66 51
	63 48
	63 45
	61 42
	61 38
	61 35
	61 30
	61 27
	62 21
	63 18
	63 13
	64 10
	64 7
	67 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	56 52
	55 55
	52 56
	49 55
	47 52
	46 47
	46 43
	46 40
	46 37
	47 33
	48 30
	49 27
	51 21
	51 18
	53 12
	53 9
	53 6
	53 3
	51 0
.PEN_UP
.PEN_DOWN
	41 25
	44 25
	49 25
	52 25
	55 26
	60 27
	63 27
	66 27
.PEN_UP
.PEN_DOWN
	62 63
	62 66
	60 69
	55 69
	52 68
	49 66
	48 63
	47 60
	47 57
	50 55
	53 55
	57 56
	60 58
	64 63
	65 66
	62 68
	62 65
	62 60
	62 55
	64 47
	64 43
	64 39
	65 36
	65 33
	65 28
	65 25
	66 20
	66 16
	66 13
	66 10
	66 7
	65 3
	64 0
	59 0
	56 2
	55 6
	54 9
	54 17
	54 20
	57 22
	61 22
	64 22
	68 22
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	35 41
	35 36
	36 33
	36 30
	36 27
	38 22
	38 19
	38 16
	38 11
	38 8
	38 5
	37 2
	38 0
.PEN_UP
.PEN_DOWN
	56 23
	52 22
	48 20
	45 20
	42 18
	40 15
	42 12
	47 8
	52 7
	56 5
	59 4
	61 1
.PEN_UP
.PEN_DOWN
	30 2
	32 5
	35 7
	36 10
	39 13
	40 18
	42 24
	44 27
	45 30
	46 34
	48 40
	48 45
	48 48
	43 46
	41 43
	39 38
	38 35
	38 31
	38 27
	38 23
	38 19
	38 16
	39 13
	41 8
	43 5
	47 1
	50 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	49 28
	46 26
	42 24
	40 20
	37 17
	36 13
	36 10
	36 6
	36 3
	37 0
	40 0
	44 0
	47 1
	50 2
	53 6
	56 8
	58 11
	58 15
	59 18
	57 21
	55 24
	52 25
	49 25
	49 24
.PEN_UP
.PEN_DOWN
	42 61
	42 58
	42 55
	42 51
	42 48
	42 45
	42 37
	42 33
	42 30
	42 26
	42 21
	42 18
	42 14
	42 8
	42 4
	42 1
	43 0
.PEN_UP
.PEN_DOWN
	38 43
	38 46
	41 49
	44 51
	47 53
	55 53
	60 51
	62 48
	64 45
	64 41
	63 38
	60 35
	57 33
	53 32
	49 31
	45 31
	43 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	67 32
	65 35
	61 36
	57 37
	53 34
	49 32
	45 29
	44 26
	45 23
	47 20
	51 17
	54 16
	57 15
	60 12
	61 9
	61 6
	59 3
	56 1
	53 1
	50 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	28 34
	27 37
	27 40
	27 36
	26 32
	24 26
	24 21
	24 18
	23 15
	23 11
	23 7
	24 3
	27 0
	30 1
	33 3
	35 6
	38 9
	41 14
	44 18
	45 21
	47 26
	48 30
	48 33
	48 29
	48 23
	48 19
	48 15
	48 11
	48 7
	48 4
.PEN_UP
.PEN_DOWN
	37 29
	37 25
	38 20
	40 15
	42 11
	44 6
	46 2
	49 0
	52 1
	53 5
	55 8
	56 12
	57 17
	59 20
	61 23
	63 28
	64 31
	67 35
	70 32
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	38 64
	37 60
	37 57
	37 53
	37 48
	37 44
	41 42
	44 43
	48 46
	52 49
	54 53
	56 57
	56 61
	56 64
	55 61
	55 57
	53 54
	53 51
	53 47
	53 40
	53 36
	53 32
	53 27
	52 24
	52 21
	52 17
	52 13
	53 9
	53 4
	53 1
	50 0
	47 0
	44 2
	42 6
	42 9
	43 14
	43 17
	44 20
	48 21
	52 22
	55 22
	58 22
	63 21
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	60 18
	60 21
	60 25
	56 28
	53 29
	49 30
	45 27
	42 24
	40 20
	38 15
	38 11
	39 7
	41 2
	44 0
	47 0
	50 0
	53 0
	59 1
	62 1
	64 1
.PEN_UP
.PEN_DOWN
	49 15
	48 18
	44 19
	40 19
	37 19
	34 18
	30 15
	28 11
	28 7
	29 3
	31 0
	34 0
	38 0
	41 1
	44 2
	48 7
	50 10
	52 16
	55 19
	56 25
	58 30
	60 33
	60 38
	60 41
	60 44
	60 47
	58 44
	57 39
	57 36
	57 33
	57 29
	57 25
	57 20
	58 17
	58 12
	61 9
	62 8
.PEN_UP
.PEN_DOWN
	33 10
	35 5
	38 2
	42 2
	45 4
	51 7
	53 11
	53 15
	51 18
	48 20
	45 20
	41 17
	40 14
	39 10
	39 6
	39 3
	41 0
	45 0
	48 0
	58 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	66 55
	64 58
	59 62
	56 62
	53 62
	49 60
	45 57
	43 54
	43 51
	44 48
	47 47
	51 47
	55 47
	58 49
	60 52
	61 55
	60 58
	58 54
	58 51
	58 45
	58 41
	58 34
	59 29
	59 25
	59 22
	59 18
	60 14
	60 8
	61 5
	62 2
	58 0
	55 2
	52 4
	49 7
	49 11
	49 15
	50 18
	53 20
	56 20
	59 20
	63 20
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	48 0
	48 3
	50 6
	50 9
	51 13
	53 16
	54 20
	58 23
	59 17
	59 14
	59 10
	59 7
	60 4
	61 4
.PEN_UP
.PEN_DOWN
	56 41
	60 39
	62 38
.PEN_UP
.PEN_DOWN
	44 64
	46 60
	47 57
	48 54
	48 50
	48 47
	48 43
	48 39
	48 34
	48 29
	47 25
	47 15
	45 12
	45 9
	45 6
	45 3
	45 0
	42 0
	39 1
	36 3
	35 6
	35 9
	35 12
	35 15
	37 18
	40 21
	43 22
	47 22
	51 22
.PEN_UP
.PEN_DOWN
	45 78
	48 75
	51 74
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	27 11
	26 15
	26 18
	27 22
	30 26
	32 29
	33 32
	36 33
	39 32
	39 28
	39 25
	39 21
	39 18
	39 15
	38 12
	38 15
	40 19
	42 23
	47 25
	48 28
	52 31
	54 28
	54 25
	53 21
	52 18
	52 15
	52 12
	53 15
	55 18
	58 23
	62 27
	66 31
	68 28
	67 24
	67 21
	65 18
	65 15
	65 11
	65 7
	65 4
	65 0
	66 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	54 26
	51 27
	48 26
	45 22
	43 18
	40 15
	40 12
	40 8
	42 5
	45 1
	49 0
	52 0
	57 1
	60 3
	63 6
	67 9
	69 13
	69 16
	66 21
	62 24
	60 24
.PEN_UP
.PEN_DOWN
	52 57
	52 54
	52 48
	52 44
	52 41
	52 34
	51 30
	51 27
	51 24
	51 19
	50 16
	50 13
	50 10
	50 7
	49 3
	48 0
	45 2
	44 8
	44 13
	45 16
	45 20
	46 24
	46 28
	47 31
	48 36
	52 41
	55 42
	59 44
	63 44
	68 45
	72 44
	73 41
	72 38
	69 34
	64 32
	61 30
	57 29
	55 29
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	31 37
	31 33
	31 30
	32 22
	32 19
	32 16
	33 11
	34 8
	35 4
	36 0
	36 4
	36 8
	36 12
	36 18
	38 22
	40 25
	43 27
	48 27
	51 27
	55 26
	57 23
	59 23
.PEN_UP
.PEN_DOWN
	41 32
	37 34
	33 34
	28 32
	25 29
	23 26
	24 23
	28 20
	33 18
	36 18
	40 16
	45 14
	49 13
	52 10
	53 7
	50 4
	47 2
	44 1
	38 0
	35 0
	32 0
	32 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	32 26
	31 22
	30 17
	30 12
	30 8
	30 5
	32 2
	36 0
	39 2
	43 5
	48 9
	50 12
	53 17
	54 21
	54 24
	53 21
	53 17
	53 13
	53 9
	53 6
	56 3
	59 3
	62 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 26
	29 28
	32 29
	35 29
	37 25
	38 21
	40 18
	42 14
	44 11
	45 7
	47 4
	47 1
	48 0
.PEN_UP
.PEN_DOWN
	51 27
	48 23
	45 20
	42 18
	40 15
	37 13
	34 10
	31 6
	30 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	37 54
	36 57
	36 54
	36 49
	37 46
	37 41
	37 37
	37 34
	37 29
	36 26
