


.DATE		08 ? 92
.STYLE		PRINTED
.WRITER_ID	scoh
	57 71
	56 68
	56 65
	55 62
	54 58
	54 53
	53 49
	53 45
	53 37
	52 33
	52 29
	52 26
	52 23
	53 20
	54 17
	57 15
	61 15
.PEN_UP
.PEN_DOWN
	46 35
	43 35
	38 33
	34 29
	30 24
	27 20
	22 13
	20 9
	20 5
	20 2
	24 0
	29 2
	31 5
	34 7
	37 8
	39 11
	42 14
	43 18
	46 22
	48 25
	49 34
	54 38
	55 43
	57 48
	58 52
	60 57
	61 61
	61 65
	63 68
	63 72
	64 75
	64 78
	63 75
	63 72
	62 69
	62 66
	62 62
	60 58
	59 53
	58 49
	57 45
	55 41
	55 37
	55 33
	55 28
	55 24
	55 20
	55 16
	55 13
	58 12
	63 12
.PEN_UP
.PEN_DOWN
	48 31
	45 31
	42 29
	41 26
	37 24
	34 21
	30 18
	27 14
	26 10
	24 7
	23 4
	23 1
	26 0
	29 0
	33 3
	36 4
	39 6
	43 9
	47 12
	48 15
	50 18
	53 21
	54 25
	56 29
	58 33
	60 41
	61 45
	62 48
	62 51
	62 55
	64 58
	64 61
	64 66
	64 70
	63 65
	62 58
	62 54
	60 51
	60 47
	59 43
	59 39
	57 35
	57 31
	56 28
	55 24
	54 21
	54 17
	54 13
	54 10
	56 7
	61 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	47 36
	44 35
	40 29
	36 25
	31 21
	29 18
	27 15
	23 10
	21 7
	20 2
	23 0
	27 0
	31 3
	34 5
	41 8
	43 11
	46 13
	49 17
	51 20
	54 23
	56 26
	58 30
	61 35
	63 39
	65 43
	68 52
	69 55
	71 59
	71 63
	71 66
	74 70
	74 73
	75 76
	71 71
	70 67
	69 63
	67 59
	66 55
	63 47
	63 43
	63 39
	62 35
	61 31
	61 28
	61 25
	61 22
	63 17
	65 13
	66 10
	69 8
	70 7
.PEN_UP
.PEN_DOWN
	44 28
	41 26
	38 24
	33 21
	30 19
	25 16
	23 13
	21 10
	20 7
	23 5
	27 5
	30 7
	35 9
	38 12
	40 15
	43 18
	46 21
	49 24
	50 28
	53 31
	56 35
	59 43
	61 47
	63 51
	64 54
	65 57
	65 60
	65 64
	64 61
	62 58
	60 52
	59 48
	57 44
	55 40
	54 37
	53 32
	52 28
	51 25
	51 22
	51 19
	51 16
	51 9
	51 5
	54 2
	57 1
	62 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	48 32
	44 30
	38 25
	35 23
	31 20
	29 17
	26 13
	25 10
	23 6
	23 3
	23 0
	26 1
	30 3
	37 9
	38 12
	41 15
	43 18
	45 21
	46 24
	48 28
	50 32
	52 36
	53 41
	54 46
	56 53
	59 58
	59 61
	60 64
	60 67
	60 70
	60 73
	59 68
	57 65
	57 61
	55 57
	53 53
	53 48
	51 44
	49 39
	48 29
	48 25
	48 22
	48 19
	48 16
	48 13
	48 8
	50 5
	51 2
	54 1
.PEN_UP
.PEN_DOWN
	46 29
	43 27
	39 24
	36 21
	32 17
	30 14
	27 11
	25 8
	25 4
	28 2
	31 2
	35 3
	39 5
	43 9
	46 11
	49 13
	51 16
	54 21
	58 25
	59 30
	61 34
	62 38
	64 42
	65 47
	67 51
	68 54
	70 59
	70 63
	71 67
	71 74
	70 77
	69 74
	67 71
	66 68
	63 60
	62 56
	61 52
	60 48
	58 44
	58 40
	58 36
	58 33
	58 29
	58 26
	58 23
	58 17
	58 12
	59 9
	60 6
	61 3
	64 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	53 26
	50 26
	47 25
	43 24
	41 20
	38 19
	35 17
	30 14
	26 12
	23 8
	21 5
	21 2
	24 0
	27 0
	31 0
	40 3
	45 7
	50 11
	54 13
	56 17
	60 20
	62 24
	64 28
	66 32
	67 41
	71 45
	72 49
	72 52
	72 56
	74 60
	74 63
	74 66
	74 70
	73 73
	70 69
	69 66
	68 62
	66 58
	66 54
	65 49
	64 39
	64 35
	64 31
	64 28
	64 24
	64 21
	64 18
	65 15
	65 12
	67 9
	68 6
	71 5
.PEN_UP
.PEN_DOWN
	38 31
	32 25
	28 21
	23 18
	22 15
	18 11
	15 8
	13 4
	13 1
	16 0
	20 0
	26 3
	33 6
	36 8
	39 10
	42 13
	45 17
	48 20
	50 23
	52 27
	55 32
	57 35
	59 39
	61 47
	62 52
	62 56
	63 61
	63 65
	63 69
	63 73
	61 76
	56 73
	55 70
	54 65
	53 61
	51 57
	51 54
	50 50
	50 42
	50 37
	50 33
	50 29
	50 25
	50 21
	50 16
	51 12
	52 8
	53 5
	55 2
	58 2
.PEN_UP
.PEN_DOWN
	46 43
	42 40
	39 36
	36 34
	33 32
	28 28
	25 25
	19 19
	18 16
	17 12
	17 9
	23 8
	29 10
	34 14
	37 15
	43 20
	46 26
	50 29
	52 36
	57 41
	60 46
	62 50
	64 55
	66 60
	67 63
	69 68
	69 71
	69 74
	67 70
	64 67
	63 64
	61 61
	60 58
	58 54
	55 45
	54 40
	53 36
	52 31
	52 28
	50 25
	50 21
	50 18
	50 15
	50 12
	50 9
	51 6
	52 2
	57 0
	60 0
.PEN_UP
.PEN_DOWN
	25 19
	28 19
	32 19
	35 20
	38 22
	42 24
	46 25
	48 28
	51 29
	52 32
	52 35
	51 38
	48 42
	45 42
	42 42
	39 38
	36 35
	34 30
	32 24
	31 21
	31 17
	31 13
	32 9
	33 6
	36 3
	40 0
	45 0
	50 2
.PEN_UP
.PEN_DOWN
	22 12
	29 13
	34 16
	39 20
	43 21
	46 22
	50 25
	54 29
	55 33
	56 36
	56 40
	53 42
	50 42
	47 42
	44 40
	39 35
	38 32
	35 30
	35 27
	33 22
	32 17
	32 14
	32 10
	32 7
	34 4
	37 2
	40 0
	45 0
	48 0
	52 2
	57 2
.PEN_UP
.PEN_DOWN
	26 16
	29 16
	34 17
	39 20
	42 23
	49 24
	54 27
	58 29
	60 32
	61 35
	61 38
	58 40
	55 40
	52 40
	49 40
	44 38
	41 37
	38 33
	31 28
	31 25
	29 22
	28 19
	28 16
	28 12
	29 8
	32 4
	36 2
	39 0
	42 0
	45 0
	49 0
	53 0
	58 1
	61 1
	65 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	30 15
	35 17
	40 19
	43 21
	46 22
	50 24
	55 26
	58 28
	61 28
	65 32
	66 35
	66 38
	65 41
	62 41
	57 41
	51 39
	48 36
	45 34
	42 32
	38 29
	35 26
	32 24
	29 19
	28 16
	28 13
	28 10
	29 6
	32 3
	35 2
	38 1
	45 0
	50 0
	54 0
	59 0
	63 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 14
	21 15
	24 17
	28 18
	36 21
	39 21
	42 22
	45 25
	48 28
	48 32
	48 35
	46 38
	43 40
	38 40
	35 40
	29 37
	26 35
	21 31
	21 27
	18 25
	17 21
	17 16
	19 12
	20 9
	23 7
	27 5
	33 2
	36 1
	39 1
	43 1
	46 0
	47 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 12
	39 14
	42 17
	48 19
	51 19
	56 24
	59 28
	60 31
	59 34
	56 36
	52 36
	49 36
	45 36
	42 36
	38 32
	32 26
	30 21
	28 17
	28 13
	29 9
	31 6
	37 2
	43 0
	49 0
	52 0
	56 0
	59 0
.PEN_UP
.PEN_DOWN
	28 14
	32 16
	37 17
	47 21
	52 25
	57 29
	60 33
	61 36
	59 39
	55 39
	50 39
	47 38
	44 37
	39 32
	32 26
	30 21
	29 17
	29 13
	29 8
	32 6
	37 1
	42 0
	46 0
	52 0
	54 0
.PEN_UP
.PEN_DOWN
	26 11
	30 11
	34 12
	38 13
	43 16
	47 17
	50 19
	54 22
	56 25
	57 29
	57 32
	56 35
	53 38
	50 38
	46 38
	41 36
	38 35
	34 32
	31 27
	29 23
	28 19
	28 14
	28 10
	30 7
	34 4
	41 0
	46 0
	50 0
	56 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	55 64
	51 66
	48 69
	45 69
	42 64
	41 60
	40 56
	39 52
	39 49
	38 46
	38 42
	38 39
	37 34
	36 31
	35 26
	33 20
	32 16
	30 12
	27 8
	26 4
	23 3
	22 0
	22 4
	24 4
.PEN_UP
.PEN_DOWN
	18 32
	21 32
	25 33
	30 33
	39 34
	45 34
	49 34
	53 34
	56 34
	59 32
.PEN_UP
.PEN_DOWN
	71 71
	70 74
	67 76
	64 78
	61 78
	58 78
	55 75
	52 71
	49 66
	47 62
	46 57
	46 53
	46 50
	46 46
	46 42
	47 38
	50 32
	51 28
	52 24
	52 21
	52 17
	52 13
	48 8
	45 5
	42 3
	39 1
	34 0
	30 1
	29 4
	29 9
	33 13
.PEN_UP
.PEN_DOWN
	35 36
	39 37
	43 37
	51 38
	54 39
	57 39
	60 39
	63 39
	66 39
	70 40
	74 40
	77 42
	78 41
.PEN_UP
.PEN_DOWN
	64 60
	61 62
	58 62
	55 63
	52 63
	49 63
	47 60
	46 57
	44 54
	44 51
	43 48
	43 42
	42 39
	42 36
	42 33
	40 30
	40 27
	39 22
	39 18
	38 13
	37 10
	37 6
	34 3
	31 0
	28 0
	25 0
	23 3
	23 5
.PEN_UP
.PEN_DOWN
	25 34
	28 34
	31 33
	37 33
	43 33
	46 33
	50 33
	55 33
	58 33
	61 33
	61 34
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	54 67
	51 69
	47 70
	44 70
	41 68
	39 64
	37 61
	35 57
	34 53
	34 50
	34 45
	34 39
	33 34
	32 31
	32 28
	31 24
	31 21
	30 17
	29 12
	27 6
	25 3
	23 0
	22 2
.PEN_UP
.PEN_DOWN
	24 30
	27 30
	31 31
	34 31
	37 31
	40 31
	43 31
	46 31
	49 31
	52 31
	55 31
	56 32
.PEN_UP
.PEN_DOWN
	51 71
	48 71
	46 74
	42 76
	39 76
	36 76
	33 75
	30 72
	29 69
	29 66
	28 62
	28 54
	28 51
	28 46
	28 43
	28 39
	28 35
	28 32
	28 27
	28 19
	27 15
	27 12
	24 8
	22 5
	19 3
	14 0
	11 0
	9 3
	9 6
	9 8
.PEN_UP
.PEN_DOWN
	17 39
	21 39
	25 39
	31 40
	37 40
	42 40
	45 40
	48 40
	51 40
	54 40
	57 40
	57 41
.PEN_UP
.PEN_DOWN
	60 72
	58 75
	56 78
	53 79
	49 78
	47 75
	44 73
	42 70
	42 67
	40 63
	39 59
	38 56
	37 53
	36 45
	35 39
	34 33
	34 30
	32 25
	32 22
	31 17
	29 11
	28 7
	26 4
	23 2
	20 0
	17 4
	17 7
.PEN_UP
.PEN_DOWN
	20 37
	23 37
	31 38
	35 38
	40 38
	45 38
	50 38
	54 38
	57 37
	61 37
	64 37
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	63 77
	62 80
	60 83
	57 85
	55 82
	54 78
	52 75
	51 72
	50 68
	49 65
	48 62
	47 58
	46 53
	45 47
	44 44
	43 41
	43 38
	40 32
	39 28
	36 22
	34 19
	33 16
	30 11
	28 8
	27 5
	24 1
	21 0
	18 2
	17 5
	16 8
	15 12
	15 15
	17 17
.PEN_UP
.PEN_DOWN
	32 45
	35 45
	39 45
	43 46
	46 47
	49 47
	53 47
	58 47
	62 47
	65 47
	66 47
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	63 61
	61 64
	58 65
	55 66
	52 65
	50 60
	48 57
	48 54
	46 51
	45 47
	44 43
	43 36
	43 32
	41 29
	41 26
	39 23
	38 20
	37 17
	34 15
	33 12
	29 8
	25 5
	23 2
	20 1
	17 0
	18 3
.PEN_UP
.PEN_DOWN
	24 28
	29 28
	36 28
	39 28
	43 28
	46 28
	50 28
	55 27
	61 27
	64 27
	67 27
	70 27
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	51 54
	47 50
	45 47
	42 43
	39 39
	38 36
	37 32
	40 31
	45 35
	48 38
	51 43
	54 45
	54 48
	55 51
	56 54
	54 51
	52 47
	49 42
	48 38
	47 33
	46 28
	45 23
	45 20
	43 17
	42 12
	39 7
	36 3
	32 1
	28 0
	25 0
	20 1
	18 5
	19 10
	22 14
	25 15
	27 18
	33 19
	36 20
	42 22
	46 23
	52 23
.PEN_UP
.PEN_DOWN
	51 53
	47 52
	44 50
	39 46
	36 43
	34 40
	34 37
	37 35
	41 38
	44 40
	48 43
	53 49
	54 52
	51 48
	48 44
	48 41
	47 38
	46 34
	45 29
	44 26
	42 18
	41 13
	38 11
	38 8
	35 5
	32 3
	29 1
	26 0
	23 0
	21 4
	21 8
	21 14
	24 16
	27 17
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	42 63
	39 62
	35 60
	32 56
	28 52
	25 48
	24 45
	23 40
	23 37
	26 37
	29 37
	33 40
	38 43
	41 44
	42 47
	48 51
	49 54
	51 58
	53 61
	51 56
	50 52
	49 49
	49 46
	45 43
	45 40
	42 32
	41 28
	39 25
	39 21
	38 18
	36 15
	35 11
	32 8
	29 4
	28 1
	24 0
	21 0
	18 1
	15 3
	14 9
	14 12
	16 16
	18 19
	21 21
	25 22
.PEN_UP
.PEN_DOWN
	56 64
	53 63
	49 60
	44 57
	41 52
	38 49
	36 46
	35 43
	35 40
	38 40
	41 40
	44 41
	48 44
	53 48
	56 50
	61 53
	65 57
	66 60
	64 57
	62 52
	61 49
	58 43
	56 39
	56 36
	54 31
	52 27
	51 24
	50 17
	46 14
	44 10
	42 7
	39 4
	34 2
	30 0
	26 0
	23 1
	20 3
	17 6
	17 10
	17 13
	19 18
	23 21
	27 23
	32 24
.PEN_UP
.PEN_DOWN
	44 71
	41 68
	38 64
	36 61
	33 57
	30 54
	29 50
	28 47
	27 44
	31 45
	35 46
	38 48
	42 51
	46 55
	47 58
	52 62
	54 65
	55 68
	58 71
	56 68
	55 65
	52 60
	49 57
	47 50
	46 46
	45 43
	43 40
	43 36
	42 32
	41 29
	40 25
	39 22
	37 19
	35 16
	30 9
	25 5
	21 1
	18 0
	15 0
	12 0
	10 4
	10 8
	10 11
	13 16
	15 20
	16 22
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	61 55
	58 55
	54 53
	52 49
	49 47
	47 43
	44 39
	42 36
	42 33
	42 30
	46 30
	49 33
	53 36
	55 39
	58 44
	61 48
	61 51
	61 48
	60 45
	60 42
	58 38
	57 34
	57 30
	54 22
	54 19
	53 16
	51 12
	49 7
	46 6
	43 3
	39 1
	35 0
	31 0
	28 1
	28 4
	29 6
.PEN_UP
.PEN_DOWN
	55 58
	52 57
	47 54
	44 53
	40 47
	36 45
	33 41
	31 38
	30 34
	33 32
	36 32
	39 33
	42 35
	46 37
	53 42
	54 45
	57 47
	58 51
	59 55
	57 52
	56 49
	54 45
	53 42
	51 39
	50 36
	49 32
	47 29
	47 26
	44 20
	43 16
	41 13
	39 9
	36 7
	32 3
	29 1
	26 1
	21 0
	18 1
	16 5
	16 9
	19 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	61 61
	58 61
	55 59
	50 56
	45 51
	43 48
	38 44
	36 40
	36 37
	36 34
	39 33
	43 34
	48 36
	54 40
	58 44
	62 47
	64 51
	66 54
	66 57
	64 53
	63 50
	61 45
	60 42
	57 35
	55 31
	54 27
	53 22
	51 18
	50 15
	49 11
	46 7
	42 4
	36 1
	32 0
	28 0
	25 2
	22 5
	22 11
	22 14
	25 16
.PEN_UP
.PEN_DOWN
	41 60
	36 56
	33 53
	29 49
	25 45
	22 41
	20 38
	20 35
	23 35
	28 36
	33 38
	38 42
	43 46
	47 51
	48 54
	50 57
	47 54
	44 50
	44 46
	41 44
	41 41
	41 38
	39 34
	39 30
	37 23
	36 19
	36 16
	35 13
	34 8
	32 4
	29 1
	26 0
	23 0
	20 0
	17 2
	15 5
	15 8
	15 13
.PEN_UP
.PEN_DOWN
	51 48
	47 50
	44 50
	41 48
	38 47
	35 44
	33 41
	32 38
	32 35
	35 34
	38 35
	41 37
	46 40
	52 44
	55 46
	59 49
	61 52
	62 55
	63 58
	59 54
	58 49
	55 43
	55 39
	53 36
	53 33
	52 30
	51 27
	50 22
	49 18
	49 14
	46 11
	45 8
	43 5
	40 4
	37 2
	32 1
	28 0
	25 1
	23 4
	23 8
	24 11
	25 14
	28 17
	32 20
	36 24
	44 27
.PEN_UP
.PEN_DOWN
	48 65
	44 61
	40 55
	36 52
	34 48
	32 45
	31 42
	34 40
	38 40
	42 43
	45 45
	48 48
	52 52
	54 55
	57 59
	57 62
	55 59
	54 56
	52 53
	50 50
	49 47
	49 44
	47 41
	45 38
	44 32
	43 28
	42 24
	39 19
	36 16
	33 11
	30 9
	25 5
	22 3
	19 1
	15 0
	12 0
	10 3
	10 10
	11 13
	13 17
	15 21
	16 24
	24 28
.PEN_UP
.PEN_DOWN
	40 66
	38 61
	37 57
	37 53
	35 49
	34 44
