.WRITER_ID     monu
.PEN_DOWN
2046 198
2049 198
2052 201
2055 204
2058 207
2055 207
2049 213
2043 213
2037 213
2025 207
2016 201
2007 189
1995 180
1995 171
1995 165
2001 156
2010 150
2022 147
2037 144
2043 147
2058 153
2067 162
2073 171
2079 180
2079 186
2073 189
2070 186
2067 183
2061 177
2061 168
2061 156
2064 141
2067 126
2070 108
2070 87
2070 66
2070 48
2064 27
2058 12
2043 3
2028 0
.PEN_UP
.PEN_DOWN
501 69
501 66
501 69
501 69
501 69
501 66
501 66
501 63
501 63
501 63
498 63
492 60
489 60
483 60
474 60
462 60
450 60
432 60
414 60
402 60
387 60
384 60
384 60
384 60
.PEN_UP
.PEN_DOWN
438 120
435 120
435 120
435 120
435 120
435 117
435 108
435 99
435 84
435 72
441 57
441 36
441 27
444 15
444 12
444 6
444 3
444 0
444 0
444 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1770 177
1770 174
1770 171
1764 168
1761 165
1761 159
1752 144
1746 132
1740 117
1740 105
1731 90
1734 78
1731 66
1734 51
1740 39
1746 27
1752 21
1758 12
1761 6
1764 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
579 123
579 126
582 126
579 129
579 126
579 117
576 105
576 93
570 75
570 69
570 60
570 57
570 57
579 57
585 57
600 63
609 66
621 66
627 66
633 63
639 57
639 51
639 42
633 30
627 21
615 9
600 0
585 0
576 6
567 15
561 27
564 42
573 54
582 60
.PEN_UP
.PEN_DOWN
786 51
789 57
789 60
792 63
789 63
786 66
777 63
771 60
759 54
750 45
744 36
738 27
735 18
732 12
744 6
753 3
765 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1530 141
1533 141
1533 144
1530 150
1524 153
1515 162
1506 165
1494 159
1485 153
1476 141
1473 129
1476 123
1482 117
1494 114
1509 120
1521 123
1530 132
1536 135
1533 138
1530 138
1524 138
1521 135
1518 129
1518 120
1521 108
1524 90
1527 75
1533 57
1536 42
1536 24
1533 12
1527 3
1512 0
1497 0
1482 9
1473 21
1470 33
1476 48
1488 60
1506 72
1530 81
1548 96
1566 111
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1926 138
1926 129
1923 117
1920 105
1917 93
1914 78
1911 63
1908 51
1908 36
1911 30
1911 21
1911 18
1917 18
1920 21
1929 33
1938 42
1950 51
1962 63
1974 72
1986 78
1995 81
1998 84
2001 84
1998 84
1995 81
1986 78
1974 72
1962 63
1953 51
1944 45
1938 42
1935 36
1932 33
1935 27
1941 21
1950 15
1962 9
1971 6
1980 3
1989 3
1995 3
1995 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
621 57
624 57
621 57
621 57
621 48
621 39
624 30
624 21
624 12
627 3
630 3
630 3
633 3
636 12
636 21
642 33
648 42
657 51
663 57
666 57
669 54
672 45
675 30
681 18
681 6
684 0
.PEN_UP
.PEN_DOWN
438 75
441 75
441 78
444 84
444 90
450 99
462 105
474 111
489 114
507 114
519 108
531 99
540 90
546 81
552 69
552 54
543 33
531 18
510 6
489 0
471 0
450 6
435 12
426 18
420 30
420 48
423 63
429 75
441 84
450 96
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
489 105
489 105
486 108
486 111
483 114
486 117
489 123
492 132
504 138
510 141
516 144
525 144
531 141
537 135
543 123
552 108
555 90
555 69
546 51
540 33
528 18
519 9
510 0
501 0
492 3
486 18
480 42
474 69
471 87
474 99
477 114
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
801 117
798 117
795 117
795 117
795 120
795 123
798 129
804 138
813 141
822 141
831 138
837 135
843 129
846 117
849 105
846 93
840 78
834 69
828 54
816 42
813 33
804 24
798 15
789 12
789 9
786 9
789 9
801 9
816 9
828 3
840 0
852 3
861 6
.PEN_UP
.PEN_DOWN
984 132
984 135
984 135
981 135
975 135
978 141
978 147
981 147
987 150
999 150
1008 147
1020 141
1032 135
1038 126
1038 117
1035 105
1026 93
1017 84
1008 78
1002 72
999 66
996 66
999 66
1008 60
1023 60
1038 54
1047 48
1053 39
1050 30
1044 15
1032 6
1026 3
1008 0
993 3
978 9
.PEN_UP
.PEN_DOWN
1155 132
1155 138
1158 141
1158 141
1158 141
1158 141
1155 138
1155 129
1152 120
1149 108
1149 78
1146 72
1149 66
1152 63
1155 63
1164 66
1173 66
1188 72
1197 72
1206 75
1212 78
1215 81
1215 81
.PEN_UP
.PEN_DOWN
1230 126
1230 132
1230 132
1227 132
1221 126
1221 114
1215 96
1209 78
1206 57
1203 36
1200 18
1203 12
1197 3
1203 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1560 123
1566 129
1569 135
1569 141
1572 144
1572 144
1566 138
1560 132
1551 123
1539 111
1527 93
1518 75
1509 57
1503 39
1503 18
1506 9
1515 3
1527 0
1542 3
1557 9
1572 18
1578 33
1584 45
1575 54
1557 60
1536 54
1521 48
1512 45
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1920 87
1926 90
1929 96
1938 102
1941 108
1947 114
1950 123
1953 132
1947 138
1938 144
1929 144
1923 141
1908 135
1902 126
1896 117
1896 111
1896 102
1905 96
1914 87
1926 75
1932 63
1941 54
1947 48
1950 36
1947 27
1941 18
1929 9
1917 3
1905 0
1893 6
1887 15
1884 30
1890 45
1899 57
1914 72
1923 84
1932 93
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
735 9
738 9
747 6
750 6
759 3
768 3
780 3
795 6
813 3
834 3
858 3
879 3
900 3
927 3
954 6
975 9
1002 9
1026 9
1047 6
1071 3
1092 3
1110 0
1125 0
.PEN_UP
.PEN_DOWN
648 216
639 237
636 225
633 234
624 225
615 207
603 183
591 162
585 144
576 114
579 96
579 78
576 60
579 45
588 33
591 24
600 15
606 9
612 3
618 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
591 144
588 150
585 150
582 150
582 150
582 147
582 126
582 114
582 99
579 84
579 81
579 75
582 72
585 72
591 75
606 78
618 81
627 81
639 78
645 75
651 66
651 57
648 45
642 33
633 21
615 12
600 3
579 0
573 6
567 15
567 24
570 36
576 51
582 63
585 72
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1524 141
1521 135
1548 144
.PEN_UP
.PEN_DOWN
1545 150
1545 162
1539 165
1527 165
1515 159
1503 150
1503 141
1506 129
1515 123
1530 120
1542 123
1551 129
1560 135
1560 135
1557 138
1557 144
1560 144
1560 144
1560 135
1563 126
1566 111
1572 90
1572 66
1575 42
1572 24
1566 6
1551 0
1533 0
1518 9
1509 24
1506 39
1509 54
1521 66
1542 81
1566 93
1587 99
.PEN_UP
.PEN_DOWN
1041 117
1029 120
1026 117
1023 108
1029 99
1023 87
1023 69
1023 57
1026 39
1026 21
1029 9
1032 3
1044 0
1047 3
1059 3
1065 6
1074 12
1080 12
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
321 69
297 81
294 81
297 84
294 84
294 81
300 75
300 63
294 45
300 36
303 21
306 12
312 3
315 0
312 0
315 6
318 15
315 27
321 39
321 51
330 63
339 66
342 69
345 69
348 69
354 66
357 60
360 48
363 36
363 27
366 21
363 15
363 12
363 12
366 18
372 27
375 39
378 48
384 54
390 60
393 66
399 66
405 60
411 48
417 36
420 21
.PEN_UP
.PEN_DOWN
564 60
567 63
564 63
567 60
567 54
567 45
567 33
570 18
573 6
576 0
576 0
579 6
585 15
588 24
600 33
606 45
615 57
621 63
627 63
633 63
636 57
636 45
636 33
636 18
636 9
639 0
.PEN_UP
.PEN_DOWN
468 90
438 96
441 99
444 102
453 105
462 108
471 108
480 105
489 102
498 96
507 93
513 81
519 75
519 66
516 54
519 45
516 36
510 24
498 15
486 6
468 0
450 0
438 3
423 9
417 18
408 27
402 42
405 51
402 63
411 66
429 78
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
858 147
861 147
861 147
861 147
861 147
858 141
852 129
852 111
852 87
852 66
849 45
849 27
852 15
858 6
864 3
870 0
879 0
888 6
897 6
903 9
.PEN_UP
.PEN_DOWN
891 84
891 87
891 90
891 90
888 87
885 87
882 87
876 84
867 81
858 81
846 75
831 72
822 75
816 75
813 75
813 75
813 78
.PEN_UP
.PEN_DOWN
1140 72
1134 69
1122 63
1116 57
1107 48
1098 39
1089 27
1077 15
1071 9
1065 3
1062 0
1062 3
.PEN_UP
.PEN_DOWN
1137 9
1137 6
1137 3
1137 3
1134 6
1128 9
1119 18
1110 33
1098 48
1089 63
1074 78
1068 84
1065 90
1062 93
1065 93
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1578 120
1581 120
1584 126
1584 126
1584 126
1578 120
1575 114
1563 99
1557 84
1548 66
1542 51
1530 30
1530 21
1536 12
1542 6
1551 0
1566 3
1584 9
1596 21
1608 33
1608 45
1599 51
1590 60
1575 57
1560 51
1548 39
1539 33
.PEN_UP
.PEN_DOWN
1725 126
1722 129
1722 135
1722 144
1722 159
1719 171
1716 180
1716 180
1716 180
1713 174
1716 168
1722 165
1731 165
1746 165
1764 168
1776 171
1785 168
1797 165
1800 156
1794 141
1794 123
1788 102
1782 78
1776 51
1770 30
1764 15
1761 6
1758 0
.PEN_UP
.PEN_DOWN
1812 60
1815 63
1812 63
1803 63
1794 60
1782 60
1767 60
1758 66
1746 66
1740 69
.PEN_UP
.PEN_DOWN
1947 96
1956 99
1962 111
1971 120
1977 135
1974 147
1974 159
1968 162
1956 162
1941 156
1923 150
1914 141
1911 132
1908 114
1911 102
1923 90
1938 81
1953 72
1965 60
1977 45
1983 36
1983 24
1980 15
1965 6
1947 0
1929 3
1920 12
1917 27
1926 51
1938 72
1956 84
1971 96
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
420 144
423 147
423 147
423 150
423 150
420 144
420 135
420 117
423 99
426 81
426 60
426 39
423 21
423 9
423 3
420 0
423 0
.PEN_UP
.PEN_DOWN
477 81
480 78
483 81
483 81
480 84
477 84
468 81
453 78
435 75
417 72
402 69
384 69
375 69
366 66
363 66
357 63
357 66
372 69
.PEN_UP
.PEN_DOWN
630 6
636 3
645 3
657 6
672 3
690 6
711 9
726 12
756 15
777 15
801 18
831 24
858 24
885 24
918 18
948 18
975 18
1011 15
1041 9
1065 9
1101 9
1128 9
1152 9
1188 6
1218 3
1242 3
1275 0
1293 0
1308 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
645 99
648 99
648 102
645 105
639 111
630 114
618 120
603 123
588 126
573 120
561 114
546 102
537 90
534 75
528 57
531 45
534 33
543 21
558 15
570 12
579 9
588 15
612 24
624 36
636 51
642 66
648 78
648 93
651 105
651 111
648 114
651 114
648 105
648 93
645 75
645 54
651 36
657 18
666 6
681 0
.PEN_UP
.PEN_DOWN
669 141
669 144
669 144
669 144
666 144
666 132
666 120
666 105
666 87
666 72
666 66
669 63
669 63
675 72
684 78
693 87
702 93
711 93
723 93
732 87
738 78
741 69
741 54
735 39
726 24
711 12
699 6
687 0
675 0
669 6
666 18
666 33
672 48
675 63
678 72
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1092 45
1092 45
1095 48
1092 54
1086 60
1083 66
1071 69
1059 72
1047 69
1041 63
1035 51
1032 36
1032 21
1035 9
1041 3
1050 6
1062 12
1071 21
1083 36
1092 57
1098 75
1101 93
1107 108
1107 117
1107 126
1107 129
1104 126
1101 120
1098 105
1098 87
1095 60
1095 36
1098 12
1098 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1665 117
1683 123
1683 123
1683 129
1683 135
1683 144
1680 156
1674 165
1665 165
1653 159
1647 159
1641 150
1635 144
1635 135
1641 126
1650 120
1665 120
1674 123
1680 126
1683 129
1683 135
1683 135
1680 135
1683 135
1683 129
1683 120
1683 108
1692 96
1686 75
1689 60
1686 45
1683 30
1677 15
1665 6
1647 0
1632 0
1623 0
1623 12
1626 24
1632 42
1647 54
1668 63
1689 78
1710 90
1722 99
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
2055 126
2052 120
2052 117
2049 105
2046 90
2046 72
2043 57
2043 45
2043 33
2040 21
2043 15
2046 9
2046 9
2046 12
2052 15
2055 21
2064 33
2079 42
2091 51
2106 60
2115 66
2121 72
2127 75
2127 75
2127 75
2121 75
2112 66
2100 57
2091 48
2082 39
2076 36
2070 30
2070 24
2073 21
2079 15
2088 9
2094 6
2100 3
2109 0
2115 0
.PEN_UP
.PEN_DOWN
276 75
282 78
276 78
282 75
282 72
282 63
285 51
288 36
291 21
294 6
294 0
294 0
294 3
294 12
297 21
303 36
306 51
312 60
315 66
318 69
330 69
333 66
336 57
339 48
339 36
342 24
342 15
345 12
345 12
342 12
348 18
348 30
354 42
357 51
366 60
372 66
378 66
381 66
384 60
387 48
390 36
393 15
.PEN_UP
.PEN_DOWN
519 63
522 69
525 66
522 66
525 60
525 48
525 33
528 18
531 9
531 0
528 0
531 3
534 9
540 24
546 36
555 48
564 60
567 63
573 63
576 60
579 54
585 45
582 30
579 15
582 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1155 114
1155 117
1152 117
1143 120
1128 117
1116 111
1107 102
1101 96
1098 84
1104 72
1116 63
1128 54
1146 48
1155 39
1167 33
1173 27
1179 24
1176 18
1176 12
1170 6
1161 3
1140 3
1122 3
1104 3
1092 3
1083 0
.PEN_UP
.PEN_DOWN
798 162
798 159
798 159
798 153
795 141
795 126
795 105
795 81
795 57
795 36
795 21
795 9
804 6
810 0
822 0
831 3
840 6
849 6
864 15
.PEN_UP
.PEN_DOWN
828 90
828 93
831 93
828 93
822 90
813 90
807 90
798 90
789 87
780 87
768 90
759 96
756 96
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1425 108
1425 108
1425 108
1428 114
1428 117
1434 120
1446 117
1455 114
1464 108
1470 99
1473 87
1473 72
1467 63
1461 48
1449 39
1437 27
1428 18
1422 12
1419 6
1422 3
1431 0
1443 3
1455 3
1467 6
1479 9
1485 9
.PEN_UP
.PEN_DOWN
1494 48
1494 48
1491 48
1482 48
1476 48
1458 48
1437 45
1419 42
1410 42
.PEN_UP
.PEN_DOWN
312 120
312 120
312 120
309 123
312 126
312 132
312 141
315 150
318 156
327 159
336 162
345 162
357 156
369 153
375 147
378 135
381 120
381 99
378 75
363 51
357 30
348 15
333 6
318 0
306 6
300 18
291 36
288 60
285 81
291 105
309 138
.PEN_UP
.PEN_DOWN
465 66
468 66
474 72
483 81
495 96
510 114
522 126
534 138
543 141
543 141
549 141
549 138
543 132
537 117
534 99
531 78
531 51
531 27
531 9
531 0
531 0
.PEN_UP
.PEN_DOWN
666 129
663 129
660 132
660 132
660 138
663 141
672 144
681 147
690 144
696 141
705 138
708 132
711 120
705 105
699 90
690 72
684 60
672 45
666 33
657 21
651 15
651 15
651 15
654 12
663 12
681 12
696 3
711 0
726 3
735 3
.PEN_UP
.PEN_DOWN
852 150
849 150
849 153
849 156
855 162
861 168
870 171
882 168
894 165
900 159
906 150
909 138
903 120
894 111
885 99
876 96
867 84
867 87
867 84
876 81
888 75
909 69
924 57
933 45
936 33
930 18
921 9
906 3
882 0
867 3
843 6
.PEN_UP
.PEN_DOWN
1047 147
1050 153
1053 156
1056 156
1059 159
1059 156
1056 153
1053 141
1050 126
1047 111
1044 102
1044 93
1044 84
1050 78
1059 75
1068 78
1083 81
1095 87
1107 90
1116 93
1119 90
1119 90
1119 93
.PEN_UP
.PEN_DOWN
1131 144
1131 147
1131 147
1131 147
1131 147
1128 120
1122 99
1119 81
1119 60
1113 39
1116 21
1116 6
1116 0
1116 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1461 132
1467 141
1473 147
1476 150
1476 150
1473 147
1464 144
1458 135
1449 123
1440 105
1431 87
1416 66
1410 45
1407 27
1410 12
1413 3
1431 0
1446 6
1464 15
1473 27
1479 39
1476 54
1464 66
1455 66
1434 60
1422 54
.PEN_UP
.PEN_DOWN
1587 105
1587 111
1587 114
1587 126
1584 129
1584 129
1581 129
1584 132
1581 132
1587 129
1596 129
1611 129
1626 129
1641 135
1653 135
1656 135
1662 132
1662 126
1659 114
1653 99
1647 81
1641 57
1635 36
1632 18
1629 6
1629 0
1629 0
.PEN_UP
.PEN_DOWN
1674 66
1674 63
1668 63
1662 63
1647 66
1635 63
1623 60
1611 60
1605 60
.PEN_UP
.PEN_DOWN
1812 93
1815 96
1818 102
1821 108
1827 114
1833 123
1836 135
1836 138
1833 144
1821 144
1812 141
1800 132
1791 123
1785 114
1785 105
1785 99
1791 90
1806 84
1821 72
1827 63
1836 51
1842 39
1842 30
1836 18
1824 6
1809 0
1788 0
1776 3
1770 15
1773 30
1785 45
1803 60
1821 81
1827 93
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
558 87
561 84
564 87
564 87
564 93
558 102
546 108
537 111
522 111
510 102
495 96
486 87
474 78
468 69
468 54
468 39
474 21
480 9
492 3
501 0
516 3
528 3
534 12
540 27
552 45
555 63
558 75
558 84
558 84
558 87
558 84
558 69
558 54
564 33
573 12
576 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
867 72
870 78
870 78
867 84
864 84
855 81
843 75
834 63
825 54
819 42
816 30
816 18
819 9
831 3
843 0
855 3
867 3
879 3
.PEN_UP
.PEN_DOWN
1089 54
1095 51
1095 54
1098 57
1095 63
1092 66
1086 75
1074 81
1059 84
1050 81
1044 69
1038 57
1038 42
1038 27
1044 12
1056 3
1068 0
1080 9
1092 21
1104 42
1113 66
1113 93
1116 117
1119 132
1119 141
1119 147
1119 147
1116 144
1113 129
1113 108
1113 78
1113 45
1116 24
1116 15
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
1512 216
1506 222
1497 222
1485 225
1476 222
1467 207
1464 189
1461 165
1458 135
1458 105
1458 81
1455 63
1455 51
1452 36
1449 21
1446 9
1443 3
1443 0
1446 0
.PEN_UP
.PEN_DOWN
1494 111
1497 114
1497 117
1494 117
1488 117
1482 117
1470 114
1458 111
1443 108
1431 105
1425 108
1419 111
.PEN_UP
.PEN_DOWN
1713 153
1722 156
1731 156
1734 162
1737 171
1731 174
1725 180
1710 180
1698 177
1683 168
1677 156
1671 144
1668 132
1671 126
1680 123
1692 123
1707 132
1719 141
1728 150
1731 156
1731 156
1728 156
1725 150
1722 141
1722 129
1722 114
1722 99
1728 75
1731 57
1728 42
1722 27
1710 12
1698 6
1683 0
1668 0
1653 12
1647 30
1647 42
1656 54
1677 72
1701 81
1731 99
1749 105
.PEN_UP
.PEN_DOWN
1905 57
1905 51
1902 45
1893 42
1893 27
1890 15
1890 6
1896 0
1902 0
1914 6
1926 6
.PEN_UP
.PEN_DOWN
558 159
552 156
552 141
552 126
555 99
555 75
558 51
555 30
555 15
555 6
555 0
555 0
558 9
564 24
573 45
582 63
597 75
606 84
612 90
618 90
618 93
615 90
615 84
609 78
603 66
591 54
585 51
579 45
573 39
570 36
573 36
570 30
582 24
591 15
600 9
609 6
615 3
.PEN_UP
.PEN_DOWN
759 96
759 96
762 96
762 93
765 84
768 69
771 51
771 36
774 24
774 15
777 9
777 12
783 24
789 39
795 57
804 75
813 84
822 93
828 93
831 90
837 84
843 69
846 54
849 39
846 24
846 21
843 21
846 24
852 33
858 48
861 60
870 78
879 90
891 90
897 84
912 81
921 66
924 45
930 21
930 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
768 72
768 75
768 78
768 84
771 90
777 96
786 99
795 99
810 96
822 90
834 81
843 69
846 57
846 42
837 30
831 18
810 6
792 0
777 6
762 15
750 30
747 45
753 60
762 72
.PEN_UP
.PEN_DOWN
1080 105
1083 108
1086 111
1083 117
1080 120
1071 117
1059 114
1047 102
1035 93
1035 78
1032 69
1035 60
1044 54
1062 45
1077 36
1089 30
1098 24
1104 21
1101 18
1089 12
1068 3
1044 0
1023 3
1005 3
.PEN_UP
.PEN_DOWN
1017 171
1020 177
1023 174
1020 174
1014 171
1017 156
1014 141
1008 123
