
.WRITER_ID David_Navi
621 15210
633 15179
639 15150
638 15134
633 15128
628 15125
619 15128
606 15142
598 15169
594 15213
592 15264
583 15310
585 15335
600 15348
617 15351
639 15340
664 15321
688 15298
701 15276
696 15258
665 15242
614 15232
557 15231
510 15240
486 15253
.PEN_UP
.PEN_DOWN
851 15222
851 15228
849 15230
845 15236
840 15244
832 15249
825 15258
816 15258
802 15256
789 15245
778 15224
774 15194
782 15165
793 15141
808 15128
818 15125
830 15132
838 15151
843 15178
844 15209
844 15232
843 15236
849 15230
858 15210
866 15184
877 15157
888 15128
894 15111
890 15105
.PEN_UP
.PEN_DOWN
1048 15263
1042 15269
1037 15272
1024 15265
1012 15249
999 15228
991 15204
988 15184
990 15168
991 15164
991 15164
986 15177
982 15200
977 15225
971 15248
970 15249
971 15239
977 15216
982 15187
988 15158
999 15128
.PEN_UP
.PEN_DOWN
1156 15274
1157 15274
1158 15268
1153 15254
1150 15236
1149 15213
1151 15194
1155 15177
1158 15164
.PEN_UP
.PEN_DOWN
1389 15301
1387 15308
1372 15308
1354 15305
1329 15294
1308 15275
1301 15252
1306 15226
1327 15200
1349 15177
1366 15161
1376 15151
1376 15144
1363 15141
1331 15145
1294 15154
.PEN_UP
.PEN_DOWN
1194 15377
1197 15377
1207 15368
1212 15360
1215 15351
1213 15344
.PEN_UP
.PEN_DOWN
478 14254
478 14254
477 14254
478 14254
476 14253
476 14251
474 14252
471 14254
469 14258
471 14273
484 14294
506 14324
530 14358
549 14388
563 14407
575 14420
586 14425
592 14426
599 14420
605 14399
602 14371
594 14339
585 14307
578 14283
572 14263
568 14252
568 14250
566 14250
570 14258
586 14280
609 14310
632 14348
651 14392
666 14431
677 14451
684 14460
691 14461
701 14454
711 14441
719 14418
721 14385
714 14346
703 14300
691 14258
692 14215
688 14192
.PEN_UP
.PEN_DOWN
868 14375
866 14382
861 14389
857 14394
856 14394
853 14394
847 14385
836 14365
823 14336
819 14300
823 14267
836 14238
850 14221
862 14212
873 14213
887 14228
901 14257
916 14295
930 14335
937 14359
939 14364
943 14356
945 14332
945 14296
947 14260
954 14227
958 14208
961 14205
.PEN_UP
.PEN_DOWN
1044 14389
1050 14391
1057 14389
1065 14381
1072 14362
1080 14332
1091 14300
1098 14267
1102 14240
1099 14225
1096 14225
1089 14235
1089 14263
1099 14300
1117 14346
1132 14378
1145 14391
1163 14385
1179 14362
1192 14329
1203 14293
1207 14254
1207 14231
1206 14228
.PEN_UP
.PEN_DOWN
1292 14371
1295 14374
1305 14370
1312 14355
1314 14331
1318 14297
1323 14257
1324 14217
.PEN_UP
.PEN_DOWN
1486 14339
1486 14352
1486 14359
1485 14366
1484 14375
1483 14382
1474 14392
1461 14398
1444 14401
1426 14389
1410 14362
1406 14325
1415 14284
1440 14248
1468 14222
1496 14213
1519 14217
1539 14233
1554 14257
1561 14280
1559 14293
1554 14294
.PEN_UP
.PEN_DOWN
1679 14434
1675 14431
1672 14421
1669 14408
1669 14387
1668 14359
1668 14323
1672 14285
1682 14248
1691 14226
1695 14217
1699 14218
.PEN_UP
.PEN_DOWN
1781 14434
1779 14434
1775 14425
1769 14408
1764 14385
1761 14353
1764 14313
1775 14276
1789 14247
1798 14237
1807 14237
1814 14250
.PEN_UP
.PEN_DOWN
1826 14321
1826 14329
1826 14329
1822 14326
1807 14317
1775 14312
1719 14310
1655 14307
.PEN_UP
