
.WRITER_ID David_Navi
1303 15128
1320 15145
.PEN_UP
.PEN_DOWN
528 15033
528 15030
529 15029
531 15023
532 15020
538 15007
549 14993
561 14974
575 14952
589 14932
596 14919
596 14916
594 14915
581 14925
568 14945
557 14970
542 15003
526 15034
508 15065
500 15082
499 15092
503 15096
515 15098
540 15095
564 15087
589 15079
611 15069
626 15060
637 15046
638 15032
636 15020
621 15006
598 14997
573 14997
547 14998
525 15010
504 15023
497 15029
500 15030
521 15027
540 15014
558 14997
581 14978
611 14954
641 14933
666 14922
686 14919
699 14919
703 14922
703 14928
699 14932
688 14935
.PEN_UP
.PEN_DOWN
778 14935
778 14935
780 14934
782 14932
793 14935
804 14935
813 14938
821 14938
828 14941
832 14945
837 14953
841 14961
842 14970
841 14978
838 14988
834 15003
825 15019
815 15037
808 15046
804 15048
801 15050
796 15043
792 15027
793 15004
799 14974
815 14942
836 14916
851 14904
864 14897
874 14896
877 14898
877 14902
.PEN_UP
.PEN_DOWN
961 14922
971 14922
983 14922
994 14922
1005 14925
1014 14935
1023 14952
1027 14970
1029 14993
1024 15017
1009 15048
993 15073
985 15084
979 15088
975 15086
970 15072
972 15052
971 15026
976 14997
982 14970
999 14938
1024 14908
1045 14885
1061 14870
1068 14862
.PEN_UP
.PEN_DOWN
1194 15018
1188 15029
1175 15036
1162 15037
1145 15033
1136 15017
1138 14990
1149 14961
1167 14935
1188 14916
1204 14909
1222 14912
1229 14929
1230 14953
1226 14978
1222 14997
1222 15002
1224 14997
1239 14971
1254 14941
1269 14902
1284 14859
1292 14830
.PEN_UP
.PEN_DOWN
1367 15089
1367 15088
1366 15090
1370 15086
1377 15069
1391 15039
1408 15000
1429 14947
1451 14883
1462 14853
1464 14840
.PEN_UP
.PEN_DOWN
1545 15030
1546 15030
1540 15027
1524 15028
1497 15034
1455 15042
1404 15049
1348 15050
.PEN_UP
.PEN_DOWN
1591 14997
1592 15000
1592 15001
1594 15000
1601 14987
1612 14964
1620 14941
1629 14915
1635 14889
1637 14873
.PEN_UP
.PEN_DOWN
1760 14987
1754 15006
1749 15014
1741 15022
1727 15026
1714 15026
1700 15013
1694 14984
1702 14952
1718 14913
1742 14880
1765 14869
1788 14870
1805 14883
1813 14912
1807 14947
1790 14984
1758 15016
.PEN_UP
.PEN_DOWN
1856 15040
1860 15040
1871 15029
1882 15010
1891 14978
1901 14939
1913 14897
1916 14866
1914 14852
1912 14847
1906 14853
.PEN_UP
.PEN_DOWN
1864 15031
1878 15019
1893 14997
1912 14970
1937 14935
1964 14906
1984 14893
1989 14886
1987 14892
.PEN_UP
.PEN_DOWN
1955 15060
1964 15042
1972 15015
1981 14988
1994 14947
2009 14902
2015 14876
.PEN_UP
.PEN_DOWN
2149 15030
2154 15040
2153 15046
2141 15053
2117 15058
2094 15052
2077 15033
2063 15007
2066 14976
2087 14938
2120 14908
2144 14896
2159 14893
2161 14893
2156 14896
2132 14902
2094 14907
.PEN_UP
.PEN_DOWN
561 14611
560 14623
556 14632
543 14640
519 14639
491 14634
469 14623
461 14605
461 14580
467 14549
491 14510
515 14483
534 14468
553 14470
.PEN_UP
.PEN_DOWN
684 14577
673 14596
652 14613
633 14618
617 14614
604 14600
598 14570
604 14538
621 14500
651 14466
673 14457
695 14466
710 14490
706 14528
686 14564
.PEN_UP
.PEN_DOWN
812 14562
813 14572
814 14584
815 14598
814 14611
806 14623
798 14633
784 14641
771 14643
759 14633
753 14610
757 14581
769 14539
793 14496
817 14470
834 14463
853 14473
864 14502
861 14545
847 14582
829 14618
806 14633
789 14632
.PEN_UP
.PEN_DOWN
1023 14630
1025 14633
1025 14636
1012 14640
991 14643
969 14641
953 14631
943 14607
947 14575
961 14536
977 14495
986 14470
986 14463
982 14473
966 14501
953 14539
941 14582
927 14619
920 14631
919 14631
926 14614
931 14587
936 14555
941 14512
.PEN_UP
.PEN_DOWN
1129 14699
1130 14699
1141 14689
1153 14665
1168 14633
1188 14591
1213 14541
1231 14503
1232 14490
1232 14489
1228 14492
1209 14522
1193 14552
1173 14584
1147 14604
1126 14605
1111 14595
1102 14573
1104 14542
1115 14509
1140 14470
1164 14457
1186 14463
1203 14483
1214 14506
1217 14528
1216 14538
1209 14542
.PEN_UP
.PEN_DOWN
1261 14579
1267 14571
1277 14555
1292 14522
1312 14483
1328 14437
.PEN_UP
.PEN_DOWN
1364 14593
1364 14594
1369 14587
1376 14566
1387 14541
1402 14506
1419 14466
1426 14433
1426 14420
1426 14417
1422 14417
1415 14434
1409 14457
1406 14482
1398 14512
1385 14545
1370 14577
1364 14594
1362 14601
1361 14601
1368 14591
1383 14565
1401 14536
1424 14500
1449 14465
1464 14454
1473 14453
1483 14456
1490 14476
1490 14506
1484 14542
1463 14591
1423 14641
.PEN_UP
.PEN_DOWN
1642 14526
1642 14536
1640 14546
1638 14555
1636 14568
1631 14575
1624 14587
1612 14594
1597 14597
1582 14588
1574 14564
1573 14529
1587 14487
1610 14443
1631 14421
1646 14418
1660 14431
1662 14464
1661 14506
1660 14546
1654 14577
1653 14588
1653 14587
1661 14565
1668 14535
1674 14497
1691 14447
1709 14397
1715 14382
1720 14387
.PEN_UP
.PEN_DOWN
1713 14746
1716 14745
1719 14738
1726 14718
1740 14683
1757 14636
1779 14578
1801 14513
1808 14480
1809 14473
1807 14476
.PEN_UP
.PEN_DOWN
1818 14694
1824 14693
1826 14692
1827 14685
1826 14679
1816 14673
1796 14676
1762 14683
1719 14695
1672 14706
1631 14716
1608 14719
1604 14722
1603 14722
1608 14722
1622 14714
.PEN_UP
.PEN_DOWN
1944 14510
1942 14525
1939 14542
1934 14555
1926 14569
1917 14578
1904 14584
1892 14578
1886 14555
1885 14523
1898 14487
1921 14450
1942 14432
1964 14431
1980 14451
1982 14485
1974 14528
1957 14569
1927 14600
.PEN_UP
.PEN_DOWN
2046 14630
2051 14627
2055 14617
2056 14595
2059 14562
2066 14515
2077 14461
2086 14414
2089 14391
2092 14384
2092 14384
2086 14405
2079 14438
2076 14477
2075 14519
2075 14568
2077 14598
2079 14608
2084 14610
2094 14604
2109 14584
2126 14562
2141 14542
2149 14523
2148 14512
2137 14503
2118 14506
2094 14515
2072 14528
2062 14535
2060 14535
2068 14525
2085 14502
2109 14470
2137 14434
2164 14402
2184 14380
.PEN_UP
.PEN_DOWN
570 14250
571 14250
575 14240
587 14214
600 14172
620 14123
652 14063
685 14001
699 13970
699 13963
696 13966
683 13994
667 14037
656 14086
641 14139
624 14186
601 14227
587 14241
575 14246
566 14237
556 14218
546 14192
536 14160
531 14123
531 14083
538 14035
545 13999
549 13985
.PEN_UP
.PEN_DOWN
699 14087
699 14087
687 14087
658 14087
612 14087
560 14084
.PEN_UP
.PEN_DOWN
866 14102
864 14103
859 14102
849 14096
838 14091
831 14080
830 14064
832 14048
834 14034
832 14024
828 14022
816 14031
802 14057
791 14091
778 14132
768 14152
767 14156
767 14153
774 14128
783 14096
797 14057
816 14011
834 13970
836 13959
.PEN_UP
.PEN_DOWN
958 14329
956 14326
954 14309
954 14277
956 14231
967 14166
992 14075
1031 13982
1051 13937
1059 13924
1064 13930
.PEN_UP
.PEN_DOWN
1089 14217
1091 14222
1090 14223
1089 14222
1085 14213
1076 14202
1051 14198
1003 14199
939 14205
865 14214
793 14217
.PEN_UP
