
.WRITER_ID David_Navi
1466 15196
1466 15171
1462 15158
1460 15154
1459 15155
1462 15164
.PEN_UP
.PEN_DOWN
1484 15269
1490 15255
1496 15234
1507 15213
1519 15194
1532 15180
1544 15167
1556 15162
1565 15164
1576 15177
1582 15206
1582 15256
1575 15324
1567 15383
.PEN_UP
.PEN_DOWN
1792 15295
1794 15308
1796 15314
1797 15321
1799 15327
1794 15334
1775 15340
1749 15344
1721 15338
1697 15324
1685 15299
1691 15269
1717 15240
1749 15217
1778 15200
1796 15191
1802 15185
1799 15177
1781 15171
1749 15167
1717 15168
1694 15171
1685 15177
.PEN_UP
.PEN_DOWN
1935 15220
1943 15233
1942 15249
1927 15265
1905 15272
1886 15272
1865 15259
1852 15233
1850 15202
1864 15174
1895 15157
1922 15157
1944 15173
1952 15200
1949 15232
1937 15266
.PEN_UP
.PEN_DOWN
2014 15307
2011 15293
2008 15268
2002 15235
1998 15197
1997 15158
2000 15131
1999 15118
1999 15115
2004 15132
2017 15164
2036 15211
2055 15268
2066 15318
2075 15337
2077 15340
2079 15338
2081 15334
2081 15331
2079 15335
.PEN_UP
.PEN_DOWN
2101 15340
2101 15341
2100 15347
2102 15350
2102 15350
2102 15344
2101 15324
2103 15288
2109 15245
2122 15197
.PEN_UP
.PEN_DOWN
658 14909
660 14909
654 14902
639 14879
613 14837
581 14785
543 14727
517 14683
502 14656
497 14650
.PEN_UP
.PEN_DOWN
536 14881
534 14876
535 14869
540 14849
547 14820
556 14787
.PEN_UP
.PEN_DOWN
712 14725
705 14721
703 14720
700 14718
697 14718
696 14718
698 14718
712 14722
733 14736
755 14751
778 14767
797 14790
808 14811
814 14834
810 14859
790 14875
771 14880
744 14862
708 14830
676 14787
652 14745
645 14713
654 14695
669 14693
699 14712
732 14740
762 14774
780 14800
.PEN_UP
.PEN_DOWN
1023 14860
1012 14865
995 14863
974 14853
948 14836
920 14812
896 14781
879 14755
871 14739
868 14733
868 14732
872 14745
886 14771
898 14801
905 14824
903 14827
896 14820
883 14794
864 14754
853 14715
.PEN_UP
.PEN_DOWN
1183 14921
1181 14925
1177 14922
1166 14918
1149 14899
1132 14875
1106 14837
1074 14791
1040 14736
1014 14696
1000 14675
997 14670
1009 14682
.PEN_UP
.PEN_DOWN
1285 14842
1286 14839
1274 14834
1258 14826
1237 14818
1215 14807
1188 14794
1163 14781
1145 14775
1138 14775
1136 14781
1136 14781
1138 14781
1151 14777
1166 14761
1189 14736
1222 14709
1252 14682
.PEN_UP
.PEN_DOWN
1145 14788
1145 14788
1145 14788
1145 14789
.PEN_UP
.PEN_DOWN
1168 14789
1168 14794
1168 14794
1166 14798
1164 14800
1162 14803
1156 14808
1146 14808
1134 14810
1121 14813
1110 14816
1102 14817
1099 14817
1096 14813
1096 14801
.PEN_UP
.PEN_DOWN
529 14405
523 14408
517 14414
515 14416
513 14419
514 14421
526 14428
553 14430
596 14438
651 14450
714 14461
748 14468
761 14468
767 14461
760 14445
730 14424
686 14395
633 14362
581 14329
536 14294
506 14264
491 14238
489 14218
502 14211
534 14213
579 14226
625 14241
658 14254
668 14256
671 14254
669 14248
.PEN_UP
.PEN_DOWN
804 14360
802 14369
800 14370
799 14371
797 14372
796 14372
795 14375
796 14371
796 14375
796 14375
793 14372
791 14369
789 14361
783 14347
776 14329
772 14305
771 14280
775 14254
784 14235
791 14223
797 14217
804 14212
811 14211
.PEN_UP
.PEN_DOWN
930 14388
934 14372
937 14357
939 14339
943 14317
946 14294
946 14270
946 14251
943 14240
942 14235
943 14235
943 14238
949 14254
961 14273
970 14300
978 14339
984 14368
990 14385
998 14388
1010 14385
1025 14371
1035 14355
1044 14333
1050 14307
1051 14283
1052 14259
1050 14241
1044 14227
1044 14225
1044 14223
1044 14229
1052 14250
1067 14279
1080 14319
1093 14358
1103 14381
1112 14385
1126 14378
1141 14358
1151 14332
1158 14303
1162 14274
1160 14248
1157 14225
1157 14211
1161 14202
1172 14199
1194 14201
.PEN_UP
.PEN_DOWN
1262 14375
1265 14375
1271 14362
1273 14339
1276 14306
1279 14267
1282 14234
1279 14208
1277 14199
1276 14199
1277 14212
1285 14244
1304 14286
1323 14339
1335 14380
1344 14395
1359 14392
1368 14362
1370 14320
1370 14273
1367 14228
1359 14195
1353 14185
1352 14189
1359 14218
1379 14260
1404 14317
1422 14362
1436 14378
1451 14369
1466 14336
1474 14293
1480 14252
1488 14221
1494 14201
.PEN_UP
.PEN_DOWN
1624 14244
1624 14249
1627 14254
1631 14258
1639 14260
1651 14260
1664 14261
1681 14271
1704 14290
1722 14316
1732 14346
1739 14378
1741 14411
1736 14425
1726 14425
1708 14410
1687 14372
1672 14322
1670 14273
1685 14222
1709 14189
1730 14172
1749 14176
.PEN_UP
.PEN_DOWN
1975 14394
1974 14402
1967 14405
1957 14399
1942 14388
1927 14364
1914 14330
1906 14287
1904 14244
1903 14215
1899 14204
1897 14205
1893 14227
1894 14264
1898 14313
1899 14356
1899 14368
1903 14362
1905 14335
1903 14296
1897 14252
.PEN_UP
