
.WRITER_ID Wally_Block
548 15161
581 15158
606 15161
622 15165
631 15167
635 15169
642 15171
651 15175
662 15175
.PEN_UP
.PEN_DOWN
792 15195
792 15198
791 15202
788 15206
782 15205
776 15206
768 15202
760 15198
749 15190
739 15178
731 15165
731 15154
733 15145
744 15141
758 15144
772 15154
784 15165
796 15177
800 15189
802 15199
802 15202
802 15202
802 15191
799 15175
802 15162
810 15154
819 15149
833 15152
848 15154
863 15162
.PEN_UP
.PEN_DOWN
955 15164
955 15164
954 15164
954 15164
955 15164
956 15164
962 15169
973 15175
984 15185
993 15202
1002 15215
1007 15225
1008 15239
1008 15250
1006 15259
1007 15263
1007 15262
1006 15263
1011 15256
1020 15250
1033 15243
1044 15231
1049 15219
1049 15206
1043 15196
1035 15178
1027 15165
1020 15155
1021 15148
1024 15141
1031 15135
1038 15135
1043 15137
.PEN_UP
.PEN_DOWN
1140 15148
1133 15141
1140 15131
1144 15130
1147 15128
1153 15127
1157 15128
1169 15137
1187 15154
1208 15175
1227 15195
1238 15216
1244 15235
1247 15252
1243 15270
1239 15276
1238 15276
1236 15269
1234 15257
1236 15243
1244 15229
1258 15218
1271 15209
1277 15202
1280 15195
1279 15185
1277 15178
1273 15171
1271 15168
1271 15164
1272 15161
1273 15161
1273 15158
1273 15158
1273 15156
1273 15155
1273 15155
1273 15155
1273 15155
1275 15151
1277 15145
1278 15138
1280 15136
1284 15135
1296 15135
.PEN_UP
.PEN_DOWN
1404 15154
1404 15154
1406 15152
1408 15150
1411 15152
1414 15151
1422 15155
1436 15161
1451 15171
1471 15184
1486 15192
1493 15196
1493 15195
1491 15185
1482 15178
1473 15168
1468 15162
1468 15158
1468 15158
1468 15154
1471 15153
1476 15153
1482 15155
1491 15158
1502 15162
1513 15171
1520 15175
1527 15179
1531 15181
1533 15185
1533 15184
1533 15185
1533 15185
1536 15185
1537 15185
1537 15185
1538 15188
1539 15189
1540 15188
1542 15191
1544 15192
1544 15192
1546 15192
1546 15192
1546 15195
1546 15194
1546 15195
1546 15193
1546 15185
1542 15175
1531 15152
1516 15117
1499 15084
1482 15050
1464 15018
1451 14999
1437 14985
1424 14980
1408 14980
1399 14992
1395 15013
1406 15044
1430 15077
1464 15110
1504 15134
1548 15154
1586 15162
.PEN_UP
.PEN_DOWN
557 14905
556 14901
549 14895
539 14885
528 14878
517 14868
504 14857
491 14850
480 14844
473 14845
476 14847
483 14858
502 14871
523 14888
548 14904
571 14915
591 14919
600 14919
604 14912
600 14894
589 14864
571 14828
551 14786
527 14752
502 14726
477 14709
460 14695
445 14692
440 14689
437 14688
437 14693
448 14702
471 14726
502 14756
537 14790
577 14824
614 14850
642 14865
656 14867
659 14861
654 14845
637 14813
613 14773
586 14737
569 14720
557 14710
553 14709
557 14716
573 14739
599 14769
636 14807
676 14850
719 14893
757 14919
773 14926
776 14915
762 14891
739 14855
711 14813
679 14766
657 14729
644 14705
646 14693
.PEN_UP
.PEN_DOWN
873 14769
873 14777
872 14781
871 14784
867 14783
858 14780
844 14767
827 14750
813 14729
804 14709
807 14697
816 14692
827 14695
842 14705
855 14723
867 14740
876 14750
877 14753
878 14753
879 14743
885 14736
891 14732
902 14729
911 14730
924 14730
.PEN_UP
.PEN_DOWN
1066 14714
1059 14713
1058 14706
1058 14702
1059 14699
1064 14699
1071 14709
1080 14719
1091 14730
1099 14749
1111 14766
1119 14784
1124 14798
1126 14807
1126 14810
1124 14811
1127 14807
1136 14804
1144 14801
1156 14794
1160 14783
1159 14770
1151 14753
1137 14732
1129 14716
1126 14705
1126 14696
1131 14688
1137 14682
1146 14682
1162 14682
.PEN_UP
.PEN_DOWN
1286 14661
1289 14662
1299 14667
1311 14673
1326 14685
1342 14703
1355 14715
1363 14726
1364 14733
1364 14732
1356 14730
1346 14720
1338 14709
1333 14695
1333 14685
1336 14678
1344 14676
1364 14683
1387 14694
1406 14710
1422 14726
1435 14742
1438 14749
1437 14754
.PEN_UP
.PEN_DOWN
1393 14845
1396 14841
1400 14830
.PEN_UP
.PEN_DOWN
1539 14689
1539 14688
1542 14688
1542 14688
1542 14686
1543 14683
1548 14677
1558 14675
1579 14682
1607 14696
1633 14715
1653 14736
1666 14753
1671 14769
1671 14780
1664 14790
1654 14787
1640 14773
1626 14749
1618 14723
1624 14703
1644 14692
1673 14686
1702 14688
1731 14696
.PEN_UP
.PEN_DOWN
542 14408
541 14408
541 14406
535 14399
525 14387
513 14375
502 14365
488 14354
478 14351
473 14351
471 14351
473 14354
482 14366
499 14382
522 14398
546 14415
569 14429
589 14440
597 14439
601 14433
598 14418
593 14391
579 14358
560 14325
537 14293
516 14267
493 14250
480 14240
471 14233
466 14231
466 14230
466 14230
466 14234
468 14237
478 14247
494 14265
518 14288
543 14315
571 14342
602 14375
635 14409
666 14440
688 14457
694 14459
693 14449
680 14422
658 14381
629 14331
600 14273
580 14223
571 14192
575 14172
.PEN_UP
.PEN_DOWN
800 14317
800 14317
799 14317
796 14318
790 14317
782 14314
773 14311
761 14301
749 14291
740 14274
738 14258
742 14244
751 14233
764 14229
777 14235
791 14250
799 14270
804 14287
804 14304
802 14308
800 14308
797 14301
795 14284
796 14267
804 14257
817 14250
833 14246
847 14246
862 14250
.PEN_UP
.PEN_DOWN
1069 14432
1071 14438
1073 14443
1076 14442
1073 14438
1066 14418
1053 14388
1033 14352
1015 14310
1000 14277
993 14254
993 14240
999 14230
1007 14230
1022 14233
1044 14240
1065 14250
1082 14257
1093 14261
.PEN_UP
.PEN_DOWN
967 14365
967 14364
973 14361
988 14358
1008 14358
1036 14361
1067 14369
1104 14375
1137 14385
1158 14390
1168 14391
.PEN_UP
.PEN_DOWN
1296 14459
1296 14456
1291 14446
1281 14423
1268 14391
1259 14352
1248 14311
1236 14273
1219 14242
1204 14216
1193 14203
1193 14203
1197 14213
1211 14236
1233 14267
1254 14294
1275 14314
1293 14328
1306 14331
1315 14328
1317 14318
1315 14300
1311 14277
1306 14261
1304 14250
1311 14240
1323 14236
1341 14236
1360 14247
1373 14253
1382 14263
.PEN_UP
.PEN_DOWN
1557 14321
1556 14318
1547 14317
1535 14310
1522 14300
1509 14288
1499 14270
1496 14256
1497 14248
1504 14244
1517 14244
1531 14250
1544 14267
1555 14283
1560 14300
1560 14310
1559 14314
1557 14311
1551 14298
1544 14281
1546 14267
1555 14261
1567 14255
1582 14254
1596 14256
1607 14256
.PEN_UP
.PEN_DOWN
1673 14246
1673 14246
1673 14245
1673 14243
1674 14243
1677 14244
1684 14250
1695 14256
1713 14273
1733 14290
1751 14301
1764 14306
1775 14307
1780 14304
1782 14297
1780 14284
1771 14273
1759 14257
1748 14246
1742 14237
1742 14236
1742 14236
1750 14246
1767 14261
1788 14280
1809 14300
1828 14314
1842 14321
1848 14320
1848 14318
1842 14307
1833 14291
1824 14277
1822 14263
1829 14256
1842 14250
1862 14254
1887 14263
1913 14280
1937 14298
1957 14315
1971 14331
1973 14346
1971 14358
1960 14358
.PEN_UP
