.COMMENT    this include file is a documentation file
.WRITER_ID  wes
.STYLE      CURSIVE
.DATE       09 26 94
.HAND       R
.SKILL      OK
.COUNTRY    Germany
.AGE        64
.SEX        M
.WRITER_INFO
            First name:          Werner
7554 20145 168000
7551 20141 168000
7551 20141 168000
7546 20125 168000
7546 20125 168000
7546 20125 168000
7546 20125 168000
7546 20125 168000
7546 20125 168000
.PEN_UP
.DT 690
.PEN_DOWN
7940 20160 119000
7933 20146 147000
7933 20146 147000
7933 20146 147000
7933 20146 147000
7932 20151 147000
7932 20151 147000
7930 20153 147000
7930 20153 147000
7930 20153 147000
7930 20153 147000
7930 20153 147000
7930 20153 147000
7929 20162 161000
7929 20162 161000
7929 20162 161000
7929 20162 161000
7929 20162 161000
7929 20162 161000
7941 20196 161000
7941 20196 161000
7941 20196 161000
7941 20196 161000
8036 20309 168000
8074 20343 161000
8074 20343 161000
8081 20349 154000
8081 20349 154000
8081 20349 154000
8081 20349 154000
8095 20365 140000
8100 20363 140000
8100 20363 140000
8100 20363 140000
8100 20363 140000
8100 20363 140000
8100 20363 140000
8100 20363 140000
8101 20359 140000
8101 20359 140000
8101 20359 140000
8101 20359 140000
8101 20359 140000
8101 20359 140000
8101 20345 140000
8101 20345 140000
8101 20345 140000
8101 20345 140000
8101 20345 140000
8101 20345 140000
8101 20345 140000
8095 20211 140000
8095 20211 140000
8095 20211 140000
8099 20194 140000
8102 20172 147000
8102 20172 147000
8102 20172 147000
8102 20172 147000
8108 20155 147000
8114 20131 147000
8114 20131 147000
8114 20131 147000
8114 20128 147000
8114 20128 147000
8114 20128 147000
8114 20128 147000
8114 20128 147000
8114 20128 147000
8126 20147 147000
8126 20147 147000
8126 20147 147000
8126 20147 147000
8233 20254 147000
8255 20272 140000
8255 20272 140000
8263 20278 140000
8263 20278 140000
8263 20278 140000
8263 20278 140000
8272 20278 140000
8272 20278 140000
8272 20278 140000
8272 20278 140000
8272 20278 140000
8272 20278 140000
8272 20278 140000
8272 20278 140000
8272 20263 140000
8272 20263 140000
8272 20263 140000
8272 20263 140000
8272 20263 140000
8272 20263 140000
8269 20184 140000
8269 20184 140000
8269 20184 140000
8269 20184 140000
8272 20157 140000
8278 20151 140000
8278 20151 140000
8278 20151 140000
8278 20151 140000
8281 20145 140000
8281 20145 140000
8297 20140 140000
8297 20140 140000
8313 20145 140000
8313 20145 140000
8313 20145 140000
8313 20145 140000
8365 20196 140000
8411 20232 147000
8423 20239 147000
8423 20239 147000
8423 20239 147000
8423 20239 147000
8452 20264 147000
8456 20264 147000
8456 20264 147000
8456 20264 147000
8456 20264 147000
8456 20264 147000
8456 20264 147000
8456 20264 147000
8450 20234 147000
8450 20234 147000
8450 20234 147000
8450 20234 147000
8450 20234 147000
8425 20167 147000
8425 20167 147000
8425 20167 147000
8425 20167 147000
8425 20167 147000
8425 20167 147000
8425 20167 147000
8427 20160 147000
8427 20160 147000
8427 20160 147000
8427 20160 147000
8427 20160 147000
8427 20160 147000
8427 20160 147000
8437 20153 147000
8437 20153 147000
8437 20153 147000
8437 20153 147000
8447 20153 147000
8447 20153 147000
8447 20152 147000
8447 20152 147000
8447 20152 147000
8447 20152 147000
8447 20152 147000
8447 20152 147000
8452 20152 154000
8452 20152 154000
8452 20152 154000
8452 20152 154000
8452 20152 154000
8452 20152 154000
8452 20152 154000
8482 20166 154000
8482 20166 154000
8482 20166 154000
8482 20166 154000
8528 20189 161000
8528 20189 161000
8528 20189 161000
8536 20197 154000
8536 20197 154000
8536 20197 154000
8536 20197 154000
8536 20197 154000
8548 20206 154000
8548 20206 154000
8548 20206 154000
8548 20206 154000
8548 20206 154000
8558 20217 147000
8558 20217 147000
8563 20219 147000
8563 20219 147000
8563 20219 147000
8563 20219 147000
8563 20219 147000
8563 20219 147000
8563 20219 147000
8563 20219 147000
8563 20219 147000
8563 20219 147000
8563 20219 147000
8563 20219 147000
8560 20206 147000
8560 20206 147000
8560 20206 147000
8560 20206 147000
8560 20206 147000
8560 20206 147000
8553 20161 133000
8551 20136 133000
8551 20136 133000
8551 20136 133000
8551 20136 133000
8556 20127 133000
8556 20127 133000
8564 20123 133000
8564 20123 133000
8564 20123 133000
8564 20123 133000
8564 20123 133000
8564 20123 133000
8599 20136 133000
8599 20136 133000
8599 20136 133000
8599 20136 133000
8682 20181 126000
8706 20194 126000
8706 20194 126000
8706 20194 126000
8709 20197 126000
8709 20197 126000
8714 20199 126000
8714 20199 126000
8714 20199 126000
8714 20199 126000
8714 20199 126000
8714 20199 126000
8713 20188 126000
8713 20188 126000
8713 20188 126000
8713 20188 126000
8689 19999 133000
8689 19999 133000
8674 19768 133000
8670 19622 133000
8667 19584 140000
8656 19493 220000
8656 19493 220000
8656 19493 220000
8642 19431 220000
8636 19392 220000
8636 19392 220000
8632 19387 220000
8632 19387 220000
8632 19387 220000
8632 19387 220000
8632 19387 220000
8632 19387 220000
8632 19387 220000
8519 19510 286000
8519 19510 286000
8503 19557 286000
8501 19597 286000
8501 19597 286000
8508 19628 274000
8556 19730 274000
8556 19730 274000
8556 19730 274000
8704 19920 274000
8704 19920 274000
8726 19941 274000
8777 19997 274000
8777 19997 274000
.PEN_UP
.DT 1655
.PEN_DOWN
9325 20195 48000
9342 20148 76000
9354 20142 76000
9350 20134 76000
9350 20134 76000
9350 20134 76000
9350 20134 76000
9350 20134 76000
9350 20134 76000
9350 20134 76000
9355 20138 76000
9355 20138 76000
9355 20138 76000
9355 20138 76000
9355 20138 76000
9355 20138 76000
9452 20209 119000
9452 20209 119000
9452 20209 119000
9498 20260 119000
9556 20314 119000
9575 20338 147000
9575 20338 147000
9619 20399 147000
9619 20399 147000
9663 20455 175000
9678 20489 175000
9678 20489 175000
9683 20504 161000
9683 20504 161000
9683 20504 161000
9683 20504 161000
9683 20504 161000
9683 20504 161000
9685 20561 147000
9678 20571 147000
9678 20571 147000
9678 20571 147000
9678 20571 147000
9678 20571 147000
9678 20571 147000
9676 20573 147000
9676 20573 147000
9676 20573 147000
9676 20573 147000
9676 20573 147000
9676 20573 147000
9672 20565 147000
9672 20565 147000
9672 20565 147000
9672 20565 147000
9672 20565 147000
9672 20565 147000
9672 20565 147000
9615 20306 147000
9615 20306 147000
9615 20306 147000
9578 20122 147000
9578 20122 147000
9574 20092 147000
9559 19979 147000
9559 19979 147000
9559 19979 147000
9539 19867 147000
9528 19814 147000
9521 19791 147000
9514 19734 147000
9514 19734 147000
9508 19712 147000
9495 19660 154000
9495 19660 154000
9492 19644 154000
9486 19635 186000
9486 19635 186000
9486 19635 186000
9486 19635 186000
9485 19635 186000
9485 19635 186000
9485 19635 186000
9486 19645 186000
9486 19645 186000
9486 19645 186000
9486 19645 186000
9478 19776 175000
9478 19776 175000
9481 19801 175000
9481 19801 175000
9481 19801 175000
9511 19995 175000
9558 20081 154000
9565 20095 133000
9565 20095 133000
9565 20095 133000
9565 20095 133000
9565 20095 133000
9628 20210 133000
9681 20238 133000
9681 20238 133000
9696 20238 119000
9696 20238 119000
9696 20238 119000
9696 20238 119000
9696 20238 119000
9822 20164 119000
9822 20164 119000
9822 20164 119000
9829 20151 119000
9835 20103 168000
9835 20103 168000
9832 20093 186000
9832 20093 186000
9832 20093 186000
9832 20093 186000
9832 20093 186000
9832 20093 186000
9813 20069 186000
9813 20069 186000
9813 20069 186000
9813 20069 186000
9813 20069 186000
9794 20085 186000
9792 20095 186000
9792 20095 186000
9792 20095 186000
9792 20095 186000
9792 20095 186000
9792 20095 186000
9792 20095 186000
9797 20130 186000
9797 20130 186000
9797 20130 186000
9797 20130 186000
9797 20130 186000
9832 20177 186000
9865 20196 168000
9865 20196 168000
9865 20196 168000
9890 20215 168000
9955 20255 175000
9955 20255 175000
9970 20262 175000
9976 20278 220000
9976 20278 220000
9976 20278 220000
9976 20278 220000
9968 20308 186000
9955 20328 186000
9955 20328 186000
9955 20328 186000
9955 20328 186000
9948 20333 168000
9948 20333 168000
9937 20335 168000
9937 20335 168000
9937 20335 168000
9937 20335 168000
9937 20335 168000
9937 20335 168000
9937 20335 168000
9955 20312 168000
9955 20312 168000
9955 20312 168000
9955 20312 168000
9955 20312 168000
9963 20240 168000
9963 20218 168000
9963 20218 168000
9963 20218 168000
9960 20205 168000
9960 20205 168000
9960 20183 168000
9960 20183 168000
9960 20183 168000
9966 20181 168000
9966 20181 168000
9966 20181 168000
9966 20181 168000
9966 20181 168000
9978 20170 168000
9978 20170 168000
9978 20170 168000
9978 20170 168000
9978 20170 168000
10030 20176 168000
10086 20187 168000
10086 20187 168000
10086 20187 168000
10105 20189 168000
10165 20189 168000
10165 20189 168000
10188 20187 168000
10216 20170 168000
10216 20170 168000
10216 20170 168000
10216 20170 168000
10259 20106 168000
10259 20106 168000
10261 20092 168000
10261 20092 168000
10261 20092 168000
10261 20092 168000
10246 20037 236000
10230 20029 236000
10230 20029 236000
10230 20029 236000
10222 20032 204000
10222 20032 204000
10222 20032 204000
10183 20067 204000
10183 20067 204000
10163 20093 204000
10163 20093 204000
10163 20093 204000
10122 20156 204000
10128 20165 204000
10128 20165 204000
10128 20165 204000
10128 20165 204000
10128 20165 204000
.PEN_UP
.DT 250
.PEN_DOWN
10540 20497 97000
10540 20497 97000
10564 20531 119000
10564 20531 119000
10564 20531 119000
10567 20541 119000
10567 20541 119000
10570 20557 133000
10570 20557 133000
10570 20557 133000
10568 20551 133000
10568 20551 133000
10568 20551 133000
10568 20551 133000
10568 20551 133000
10568 20551 133000
10481 20208 133000
10481 20208 133000
10481 20208 133000
10450 20099 133000
10450 20099 133000
10450 20094 105000
10450 20094 105000
10450 20094 105000
10450 20094 105000
10450 20094 105000
10450 20094 105000
10450 20094 105000
10450 20094 105000
10586 20188 97000
10586 20188 97000
10615 20204 97000
10631 20207 119000
10631 20207 119000
10631 20207 119000
10632 20201 119000
10632 20201 119000
10632 20201 119000
10632 20201 119000
10632 20201 119000
10632 20201 119000
10636 20063 119000
10636 20063 119000
10636 20063 119000
10639 20050 126000
10639 20050 126000
10650 20048 126000
10650 20048 126000
10650 20048 126000
10660 20060 126000
10660 20060 126000
10660 20060 126000
10660 20060 126000
10783 20160 126000
10813 20187 126000
10813 20187 126000
10813 20187 126000
10841 20210 126000
10856 20212 126000
10856 20212 126000
10856 20212 126000
10856 20212 126000
10856 20212 126000
10858 20213 126000
10858 20213 126000
10858 20198 126000
10858 20198 126000
10858 20198 126000
10858 20198 126000
10858 20198 126000
10857 20163 126000
10847 20129 126000
10847 20129 126000
10847 20129 126000
10847 20129 126000
10847 20129 126000
10845 20096 126000
10845 20096 126000
10849 20089 126000
10849 20089 126000
10849 20089 126000
10849 20089 126000
10849 20089 126000
10849 20089 126000
10863 20082 126000
10863 20082 126000
10863 20082 126000
10863 20082 126000
10863 20082 126000
10892 20091 126000
10915 20119 126000
10915 20119 126000
10915 20119 126000
10939 20138 126000
11000 20190 140000
11000 20190 140000
11021 20196 140000
11035 20200 147000
11035 20200 147000
11035 20200 147000
11035 20200 147000
11035 20200 147000
11035 20200 147000
11046 20190 147000
11046 20190 147000
11046 20190 147000
11046 20190 147000
11046 20190 147000
11021 20101 140000
11021 20101 140000
11021 20101 140000
11021 20101 140000
11021 20091 140000
11021 20091 140000
11023 20083 140000
11023 20083 140000
11023 20083 140000
11023 20083 140000
11023 20083 140000
11023 20083 140000
11023 20083 140000
11023 20083 140000
11045 20089 140000
11045 20089 140000
11045 20089 140000
11045 20089 140000
11045 20089 140000
11045 20089 140000
11156 20136 90000
11156 20136 90000
11156 20136 90000
11156 20136 90000
11152 20120 90000
11152 20120 90000
11152 20120 90000
11151 20086 90000
11151 20086 90000
11151 20086 90000
11151 20086 90000
11151 20039 90000
.PEN_UP
.DT 220
.PEN_DOWN
11408 20185 97000
11408 20185 97000
11408 20185 97000
11408 20185 97000
11437 20201 97000
11451 20215 97000
11451 20215 97000
11451 20225 154000
11451 20225 154000
11451 20225 154000
11451 20225 154000
11451 20225 154000
11451 20225 154000
11427 20271 147000
11427 20271 147000
11427 20271 147000
11427 20271 147000
11413 20253 147000
11377 20211 133000
11377 20211 133000
11363 20193 133000
11363 20193 133000
11363 20193 133000
11363 20193 133000
11335 20123 133000
11335 20123 133000
11335 20123 133000
11335 20123 133000
11336 20123 119000
11336 20123 119000
11336 20123 119000
11336 20123 119000
11451 20175 112000
11451 20175 112000
11451 20175 112000
11478 20184 112000
11494 20190 112000
11494 20190 112000
11499 20190 112000
11499 20190 112000
11499 20190 112000
11499 20190 112000
11499 20190 112000
11499 20190 112000
11495 20161 119000
11495 20161 119000
11495 20161 119000
11495 20161 119000
11474 20097 119000
11480 20090 119000
11480 20090 119000
11480 20090 119000
11484 20094 119000
11484 20094 119000
11484 20094 119000
11484 20094 119000
11484 20094 119000
11579 20154 126000
11579 20154 126000
11579 20154 126000
11615 20178 140000
11639 20190 140000
11639 20190 140000
11649 20193 147000
11649 20193 147000
11649 20193 147000
11649 20193 147000
11649 20193 147000
11649 20193 147000
11668 20191 147000
11668 20191 147000
11668 20191 147000
11668 20191 147000
11668 20191 147000
11650 20124 147000
11650 20124 147000
11650 20124 147000
11650 20124 147000
11648 20114 147000
11648 20114 147000
11652 20105 147000
11652 20105 147000
11652 20105 147000
11652 20105 147000
11652 20105 147000
11652 20105 147000
11652 20105 147000
11698 20140 147000
11756 20155 147000
11756 20155 147000
11756 20155 147000
11756 20155 147000
11773 20162 147000
11783 20159 147000
11783 20159 147000
11783 20159 147000
11783 20159 147000
11783 20159 147000
11783 20159 147000
11783 20159 147000
11788 20106 147000
11788 20106 147000
11788 20106 147000
11788 20106 147000
.PEN_UP
.DT 505
.PEN_DOWN
12208 20225 140000
12208 20225 140000
12208 20225 140000
12208 20225 140000
12208 20225 140000
12208 20225 140000
12208 20225 140000
12216 20222 140000
12216 20222 140000
12216 20222 140000
12216 20222 140000
12216 20222 140000
12216 20222 140000
12244 20234 186000
12244 20234 186000
12244 20234 186000
12244 20234 186000
12244 20234 186000
12274 20268 186000
12274 20268 186000
12274 20268 186000
12274 20268 186000
12274 20268 186000
12274 20268 186000
12274 20268 186000
12272 20294 186000
12272 20294 186000
12272 20294 186000
12272 20294 186000
12272 20294 186000
12269 20290 168000
12269 20290 168000
12258 20253 168000
12258 20253 168000
12258 20253 168000
12258 20253 168000
12219 20128 161000
12219 20128 161000
12219 20128 161000
12224 20115 154000
12224 20115 154000
12224 20115 154000
12224 20115 154000
12297 20093 140000
12297 20093 140000
12297 20093 140000
12317 20104 140000
12317 20104 140000
12317 20104 140000
12380 20148 140000
12380 20148 140000
12380 20148 140000
12380 20148 140000
12380 20148 140000
12380 20148 140000
12380 20148 140000
12380 20148 140000
12378 20137 147000
12378 20137 147000
12378 20137 147000
12378 20137 147000
12378 20137 147000
12378 20137 147000
12378 20137 147000
12346 19789 147000
12346 19789 147000
12323 19691 147000
12296 19620 147000
12296 19620 147000
12269 19560 175000
12269 19560 175000
12269 19560 175000
12259 19541 175000
12236 19503 175000
12236 19503 175000
12231 19502 220000
12231 19502 220000
12231 19502 220000
12231 19502 220000
12231 19502 220000
12231 19502 220000
12197 19502 220000
12197 19502 220000
12197 19502 220000
12197 19502 220000
12197 19502 220000
12144 19565 220000
12134 19601 220000
12134 19601 220000
12134 19617 220000
12134 19617 220000
12134 19617 220000
12163 19750 220000
12225 19842 220000
12225 19842 220000
12247 19870 236000
12247 19870 236000
12247 19870 236000
12423 20056 236000
12510 20122 236000
12530 20137 220000
12593 20187 220000
12593 20187 220000
12593 20187 220000
12644 20210 220000
12666 20224 220000
12672 20231 220000
12672 20231 220000
12672 20231 220000
12672 20231 220000
12672 20231 220000
12672 20231 220000
12672 20231 220000
12688 20257 204000
12686 20262 204000
12686 20262 204000
12686 20262 204000
12686 20262 204000
12686 20262 204000
12680 20257 204000
12680 20257 204000
12680 20257 204000
12680 20257 204000
12680 20257 204000
12680 20257 204000
12671 20205 204000
12623 20131 204000
12623 20131 204000
12623 20131 204000
12602 20091 204000
12596 20060 133000
12596 20060 133000
12598 20043 133000
12598 20043 133000
12598 20043 133000
12598 20043 133000
12642 20020 133000
12728 20042 133000
.PEN_UP
.DT 35
.PEN_DOWN
12900 20163 105000
12900 20163 105000
12900 20163 105000
12900 20163 105000
12921 20177 105000
12930 20189 204000
12930 20189 204000
12930 20189 204000
12930 20189 204000
12926 20201 204000
12926 20201 204000
12922 20240 204000
12922 20240 204000
12922 20240 204000
12922 20240 204000
12916 20244 204000
12916 20244 204000
12902 20243 186000
12902 20243 186000
12902 20243 186000
12902 20243 186000
12902 20243 186000
12902 20243 186000
12902 20243 186000
12902 20243 186000
12816 20065 186000
12816 20065 186000
12816 20065 186000
12823 20053 119000
12832 20053 119000
12832 20053 119000
12832 20053 119000
12832 20053 119000
12832 20053 119000
12832 20053 119000
12832 20053 119000
12832 20053 119000
12955 20143 119000
12955 20143 119000
12955 20143 119000
12955 20143 119000
12959 20135 105000
12959 20135 105000
12961 20091 105000
12961 20091 105000
12961 20091 105000
12959 20062 83000
12970 19999 83000
12970 19999 83000
12982 19994 69000
12982 19994 69000
12982 19994 69000
12982 19994 69000
12982 19994 69000
13038 19990 69000
13071 19989 69000
13071 19989 69000
13071 19989 69000
13079 19994 186000
13079 19994 186000
13086 20004 204000
13086 20004 204000
13086 20004 204000
13086 20004 204000
13076 20019 204000
13076 20019 204000
13074 20073 204000
13074 20073 204000
13080 20088 204000
13080 20088 204000
13080 20088 204000
13080 20088 204000
13080 20088 204000
13080 20088 204000
13080 20088 204000
.PEN_UP
.DT 1675
.PEN_DOWN
13643 19998 97000
13647 19993 97000
13647 19993 97000
13647 19993 97000
13647 19993 97000
13644 19950 97000
13623 19890 119000
13623 19890 119000
13614 19875 119000
13614 19875 119000
13614 19875 119000
.PEN_UP
.DT 320
.PEN_DOWN
14266 20558 76000
14266 20558 76000
14266 20558 76000
14266 20558 76000
14266 20558 76000
14256 20557 168000
14256 20557 168000
14256 20557 168000
14244 20539 186000
14244 20539 186000
14244 20539 186000
14244 20539 186000
14224 20565 168000
14213 20572 168000
14213 20572 168000
14213 20572 168000
14213 20572 168000
14213 20572 168000
14213 20572 168000
14205 20577 168000
14205 20577 168000
14205 20577 168000
14205 20577 168000
14205 20577 168000
14205 20577 168000
14211 20574 168000
14211 20574 168000
14211 20574 168000
14211 20574 168000
14211 20574 168000
14211 20574 168000
14211 20574 168000
14211 20574 168000
14400 20532 168000
14400 20532 168000
14414 20511 161000
14420 20489 161000
14420 20489 161000
14420 20489 161000
14419 20467 161000
14419 20467 161000
14419 20467 161000
14419 20467 161000
14333 20250 168000
14333 20250 168000
14325 20209 286000
14325 20209 286000
14325 20209 286000
14325 20209 286000
14281 19970 286000
14281 19970 286000
14279 19962 286000
14279 19962 286000
14279 19962 286000
14279 19962 286000
14279 19962 286000
14279 19962 286000
14268 19966 204000
14268 19966 204000
14268 19966 204000
14268 19966 204000
14268 19966 204000
14268 19966 204000
14268 19966 204000
14118 20124 204000
14118 20124 204000
14118 20124 204000
14106 20135 204000
14106 20135 204000
.PEN_UP
.DT 340
.PEN_DOWN
14947 20199 76000
14947 20199 76000
14947 20199 76000
14947 20199 76000
14947 20199 76000
14947 20199 76000
14947 20199 76000
14947 20199 76000
14947 20186 76000
14947 20186 76000
14947 20186 76000
14947 20186 76000
14947 20186 76000
14947 20186 76000
15124 20230 204000
15124 20230 204000
15124 20230 204000
15124 20230 204000
15129 20262 204000
15136 20287 204000
15136 20287 204000
15136 20287 204000
15136 20287 204000
15135 20301 204000
15135 20301 204000
15121 20328 204000
15121 20328 204000
15121 20328 204000
15108 20325 186000
15108 20325 186000
15108 20325 186000
15063 20298 186000
15063 20298 186000
15033 20281 168000
15033 20281 168000
15033 20281 168000
14999 20237 168000
14989 20223 168000
14989 20223 168000
14989 20223 168000
14989 20223 168000
14992 20218 126000
14992 20218 126000
15000 20218 119000
15000 20218 119000
15000 20218 119000
15000 20218 119000
15000 20218 119000
15000 20218 119000
15021 20223 119000
15044 20214 119000
15044 20214 119000
15044 20214 119000
15042 20206 126000
15042 20206 126000
15042 20206 126000
15042 20206 126000
15042 20206 126000
15044 20147 126000
15044 20147 126000
15044 20147 126000
15044 20147 126000
15043 20102 126000
15043 20102 126000
15043 20102 126000
15043 20102 126000
15043 20102 126000
15046 20106 126000
15046 20106 126000
15046 20106 126000
15077 20132 140000
15077 20132 140000
15077 20132 140000
15143 20158 140000
15236 20225 140000
15264 20242 140000
15329 20293 140000
15329 20293 140000
15363 20321 161000
15438 20406 161000
15438 20406 161000
15459 20437 161000
15496 20507 161000
15505 20529 161000
15505 20529 161000
15505 20529 161000
15505 20529 161000
15508 20609 186000
15487 20620 186000
15487 20620 186000
15487 20620 186000
15478 20620 186000
15478 20620 186000
15478 20620 186000
15478 20620 186000
15397 20519 186000
15359 20437 186000
15359 20437 186000
15319 20347 186000
15294 20280 186000
15290 20257 186000
15290 20257 186000
15279 20199 186000
15279 20199 186000
15279 20199 186000
15290 20154 119000
15304 20137 119000
15304 20137 119000
15304 20137 119000
15304 20137 119000
15322 20133 119000
15414 20157 119000
15414 20157 119000
15480 20217 119000
15480 20217 119000
15480 20217 119000
15486 20246 119000
.PEN_UP
.DT 170
.PEN_DOWN
15542 20191 105000
15536 20155 105000
15536 20155 105000
15536 20155 105000
15522 20145 105000
15522 20145 105000
15514 20146 147000
15514 20146 147000
15514 20146 147000
15514 20146 147000
15514 20146 147000
15514 20146 147000
15520 20168 161000
15520 20168 161000
15520 20168 161000
15520 20168 161000
15520 20168 161000
15638 20276 161000
15698 20311 161000
15712 20316 161000
15712 20316 161000
15712 20316 161000
15712 20316 161000
15712 20316 161000
15755 20326 161000
15755 20326 161000
15755 20326 161000
15755 20326 161000
15756 20321 161000
15756 20321 161000
15756 20321 161000
15719 20222 161000
15703 20173 161000
15703 20173 161000
15703 20173 161000
15697 20128 161000
15696 20114 161000
15696 20114 161000
15696 20114 161000
15696 20114 161000
15696 20114 161000
15702 20116 161000
15742 20159 168000
15742 20159 168000
15782 20181 168000
15822 20215 168000
15822 20215 168000
15822 20215 168000
15878 20248 168000
15878 20248 168000
15878 20248 168000
15884 20244 168000
15884 20244 168000
15884 20244 168000
15884 20244 168000
15884 20244 168000
15884 20230 168000
15884 20230 168000
15884 20230 168000
15884 20230 168000
15884 20230 168000
15864 20158 168000
15860 20134 168000
15860 20134 168000
15860 20134 168000
15861 20127 168000
15861 20127 168000
15861 20127 168000
15865 20115 168000
15865 20115 168000
15873 20120 175000
15873 20120 175000
15873 20120 175000
15873 20120 175000
15873 20120 175000
15888 20124 175000
15888 20124 175000
15888 20124 175000
15888 20124 175000
15888 20124 175000
15900 20127 175000
15900 20127 175000
15900 20122 175000
15900 20122 175000
15900 20122 175000
15900 20122 175000
15900 20122 175000
15900 20122 175000
15897 20119 175000
15897 20119 175000
