.COMMENT    this include file is a documentation file
.WRITER_ID  isk
.STYLE      CURSIVE
.DATE       09 26 94
.HAND       R
.SKILL      GOOD
.COUNTRY    Germany
.AGE        43
.SEX        F
.WRITER_INFO
            First name:          Iselona
6598 20331 186000
6571 20332 220000
6571 20332 220000
6571 20332 220000
6542 20332 220000
6542 20332 220000
6542 20332 220000
6510 20343 254000
6510 20343 254000
6487 20350 254000
6487 20350 254000
6487 20350 254000
6478 20358 254000
6478 20358 254000
6456 20373 254000
6456 20373 254000
6456 20373 254000
6456 20373 254000
6451 20376 140000
6451 20376 140000
6451 20378 140000
6451 20378 140000
6451 20378 140000
6451 20378 140000
6451 20378 140000
6456 20383 140000
6456 20383 140000
6456 20383 140000
6456 20383 140000
6529 20437 140000
6529 20437 140000
6529 20437 140000
.PEN_UP
.DT 225
.PEN_DOWN
6741 20317 69000
6741 20317 69000
6741 20317 69000
6741 20317 69000
6741 20317 69000
6743 20312 69000
6743 20312 69000
6743 20312 69000
6738 20317 133000
6738 20317 133000
6738 20317 133000
6738 20317 133000
6738 20317 133000
6741 20341 133000
6741 20341 133000
6741 20341 133000
6741 20341 133000
6741 20341 133000
6759 20400 133000
6778 20447 140000
6778 20447 140000
6788 20465 140000
6788 20465 140000
6788 20465 140000
6804 20508 140000
6818 20529 140000
6818 20529 140000
6818 20529 140000
6823 20530 140000
6823 20530 140000
6829 20528 147000
6829 20528 147000
6829 20528 147000
6829 20528 147000
6829 20528 147000
6836 20521 147000
6836 20521 147000
6853 20500 154000
6853 20500 154000
6859 20494 154000
6859 20494 154000
6859 20494 154000
6859 20494 154000
6871 20435 154000
6877 20395 161000
6877 20395 161000
6876 20385 161000
6876 20385 161000
6876 20385 161000
6876 20385 161000
6872 20323 154000
6868 20300 133000
6868 20300 133000
6868 20300 133000
6868 20300 133000
6872 20300 133000
6872 20300 133000
6872 20300 133000
6875 20312 133000
6875 20312 133000
6875 20312 133000
6875 20312 133000
6875 20312 133000
6875 20312 133000
6930 20426 133000
6930 20426 133000
6930 20426 133000
6947 20452 133000
6960 20467 133000
6960 20467 133000
6965 20474 133000
6965 20474 133000
6965 20474 133000
6965 20474 133000
6965 20474 133000
6965 20474 133000
6991 20488 140000
7016 20485 140000
7016 20485 140000
7016 20485 140000
7028 20479 140000
7047 20461 140000
7047 20461 140000
7047 20461 140000
7057 20454 161000
7057 20454 161000
7072 20427 161000
7072 20427 161000
7078 20417 204000
7089 20386 204000
7089 20386 204000
7089 20386 204000
7095 20368 204000
7095 20368 204000
7099 20342 220000
7099 20342 220000
7099 20342 220000
7104 20329 204000
7109 20308 140000
7109 20308 140000
7109 20308 140000
7109 20298 140000
7109 20298 140000
7109 20298 140000
7109 20298 140000
7109 20298 140000
7109 20298 140000
7112 20284 140000
7112 20284 140000
7112 20284 140000
7112 20284 140000
7112 20284 140000
7150 20265 140000
7150 20265 140000
7150 20265 140000
7150 20265 140000
7154 20272 140000
7154 20272 140000
.PEN_UP
.DT 1250
.PEN_DOWN
7663 20263 62000
7663 20263 62000
7663 20263 62000
7663 20263 62000
7663 20263 62000
7663 20263 62000
7654 20251 62000
7654 20251 62000
7654 20251 62000
7654 20251 62000
7650 20246 90000
7650 20246 90000
7650 20246 90000
7650 20246 90000
7650 20246 90000
7650 20246 90000
7650 20246 90000
7650 20246 90000
7650 20253 90000
7650 20253 90000
7650 20253 90000
7650 20253 90000
7650 20253 90000
7650 20253 90000
7665 20307 90000
7695 20362 97000
7695 20362 97000
7695 20362 97000
7710 20388 97000
7727 20422 97000
7727 20422 97000
7735 20437 105000
7735 20437 105000
7735 20437 105000
7735 20437 105000
7760 20478 105000
7768 20478 105000
7768 20478 105000
7768 20478 105000
7768 20478 105000
7768 20478 105000
7768 20478 105000
7768 20478 105000
7778 20478 105000
7778 20478 105000
7778 20478 105000
7778 20478 105000
7778 20478 105000
7778 20478 105000
7800 20447 119000
7818 20423 119000
7818 20423 119000
7818 20423 119000
7818 20423 119000
7810 20348 126000
7810 20348 126000
7808 20332 119000
7808 20332 119000
7808 20332 119000
7808 20332 119000
7808 20332 119000
7808 20332 119000
7800 20259 112000
7797 20243 112000
7797 20243 112000
7797 20243 112000
7797 20243 112000
7797 20243 112000
7799 20249 112000
7799 20249 112000
7799 20249 112000
7799 20249 112000
7799 20249 112000
7799 20249 112000
7799 20249 112000
7863 20394 112000
7863 20394 112000
7863 20394 112000
7888 20420 112000
7903 20443 112000
7903 20443 112000
7912 20450 112000
7912 20450 112000
7912 20450 112000
7912 20450 112000
7912 20450 112000
7912 20450 112000
7947 20471 119000
7970 20470 119000
7970 20470 119000
7970 20470 119000
7970 20470 119000
7973 20466 119000
7973 20466 119000
7985 20453 119000
7985 20453 119000
7985 20453 119000
7985 20453 119000
7993 20436 133000
7997 20420 133000
7997 20420 133000
7997 20420 133000
7997 20420 133000
7997 20420 133000
7997 20383 133000
7999 20357 140000
7999 20357 140000
7999 20357 140000
7999 20357 140000
7999 20357 140000
7997 20321 140000
7997 20321 140000
7997 20307 140000
7997 20307 140000
7997 20307 140000
7997 20307 140000
7997 20307 140000
7997 20307 140000
7997 20282 140000
7997 20282 140000
7997 20282 140000
7997 20282 140000
7997 20282 140000
7997 20268 140000
7999 20265 140000
7999 20265 140000
7999 20265 140000
7999 20265 140000
7999 20265 140000
7999 20265 140000
7999 20265 140000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20263 147000
7999 20265 147000
7999 20265 147000
7999 20265 147000
7999 20265 147000
7999 20265 147000
7999 20265 147000
8000 20272 140000
8000 20272 140000
8000 20272 140000
8000 20272 140000
8000 20272 140000
8000 20272 140000
8007 20302 140000
8007 20302 140000
8007 20302 140000
8007 20302 140000
8007 20302 140000
8061 20385 140000
8061 20385 140000
8065 20390 140000
8065 20390 140000
8065 20390 140000
8065 20390 140000
8065 20390 140000
8098 20418 140000
8124 20428 140000
8124 20428 140000
8124 20428 140000
8124 20428 140000
8133 20428 147000
8133 20428 147000
8144 20428 147000
8144 20428 147000
8144 20428 147000
8144 20428 147000
8144 20428 147000
8166 20421 147000
8166 20421 147000
8166 20421 147000
8166 20421 147000
8166 20421 147000
8166 20421 147000
8166 20421 147000
8170 20410 147000
8170 20410 147000
8170 20410 147000
8170 20410 147000
8170 20410 147000
8177 20374 147000
8180 20353 147000
8180 20353 147000
8180 20353 147000
8178 20340 147000
8178 20340 147000
8181 20301 147000
8181 20301 147000
8187 20295 147000
8187 20295 147000
8187 20295 147000
8187 20295 147000
8200 20280 147000
8210 20277 147000
8210 20277 147000
8210 20277 147000
8210 20277 147000
8215 20278 140000
8258 20284 140000
8275 20292 140000
8275 20292 140000
8294 20308 140000
8294 20308 140000
8294 20308 140000
8294 20308 140000
8367 20379 140000
8367 20379 140000
8372 20393 140000
8372 20393 140000
8372 20393 140000
8372 20393 140000
8394 20452 140000
8399 20474 140000
8399 20474 140000
8399 20474 140000
8400 20484 140000
8400 20484 140000
8400 20484 140000
8398 20492 140000
8398 20492 140000
8398 20492 140000
8398 20492 140000
8398 20492 140000
8394 20488 140000
8394 20488 140000
8391 20479 147000
8391 20479 147000
8391 20479 147000
8391 20479 147000
8391 20479 147000
8391 20479 147000
8391 20479 147000
8392 20429 147000
8392 20429 147000
8392 20429 147000
8392 20429 147000
8415 20337 147000
8415 20337 147000
8421 20330 147000
8421 20330 147000
8421 20330 147000
8421 20330 147000
8421 20330 147000
8488 20302 147000
8488 20302 147000
8488 20302 147000
8488 20302 147000
8496 20307 147000
8496 20307 147000
8496 20307 147000
8571 20372 140000
8587 20401 140000
8587 20401 140000
8587 20401 140000
8606 20437 140000
8616 20464 140000
8616 20464 140000
8616 20464 140000
8616 20464 140000
8618 20475 147000
8618 20475 147000
8614 20485 147000
8614 20485 147000
8614 20485 147000
8614 20485 147000
8614 20485 147000
8610 20480 147000
8610 20480 147000
8610 20480 147000
8603 20445 147000
8603 20445 147000
8603 20445 147000
8598 20417 147000
8598 20341 147000
8598 20341 147000
8602 20323 147000
8602 20276 147000
8602 20276 147000
8602 20276 147000
8605 20209 147000
8609 20165 154000
8609 20165 154000
8609 20130 154000
8609 20130 154000
8609 20130 154000
8609 20130 154000
8602 20030 161000
8593 19989 161000
8593 19989 161000
8593 19989 161000
8589 19976 161000
8589 19976 161000
8589 19976 161000
8589 19976 161000
8589 19976 161000
8529 19889 161000
8529 19889 161000
8529 19889 161000
8513 19889 161000
8486 19898 161000
8486 19898 161000
8486 19898 161000
8486 19898 161000
8474 19911 161000
8434 19963 154000
8434 19963 154000
8419 19973 154000
8401 20013 154000
8401 20013 154000
8401 20013 154000
8401 20013 154000
8384 20083 154000
8384 20083 154000
8384 20083 154000
8384 20083 154000
8386 20107 154000
8410 20149 154000
8410 20149 154000
8421 20156 154000
8421 20156 154000
8449 20175 154000
8449 20175 154000
8449 20175 154000
8506 20194 154000
8545 20207 154000
8545 20207 154000
8568 20214 168000
8568 20214 168000
8568 20214 168000
8568 20214 168000
8735 20253 168000
8735 20253 168000
8751 20260 140000
8751 20260 140000
8751 20260 140000
8751 20260 140000
8751 20260 140000
8751 20260 140000
8848 20278 140000
8848 20278 140000
8848 20278 140000
8848 20278 140000
.PEN_UP
.DT 1160
.PEN_DOWN
9237 20256 48000
9237 20256 48000
9237 20256 48000
9237 20256 48000
9237 20256 48000
9286 20237 48000
9332 20231 62000
9348 20231 62000
9348 20231 62000
9348 20231 62000
9348 20231 62000
9348 20231 62000
9468 20334 62000
9468 20334 62000
9482 20358 69000
9482 20358 69000
9482 20358 69000
9539 20512 69000
9582 20621 69000
9591 20651 69000
9591 20651 69000
9591 20651 69000
9591 20651 69000
9624 20839 69000
9624 20897 69000
9621 20908 69000
9621 20908 69000
9621 20908 69000
9621 20908 69000
9621 20908 69000
9600 20980 97000
9590 20987 97000
9590 20987 97000
9590 20987 97000
9590 20987 97000
9590 20987 97000
9590 20987 97000
9590 20987 97000
9572 20941 97000
9548 20861 97000
9548 20861 97000
9535 20791 105000
9527 20726 105000
9527 20693 105000
9522 20610 105000
9522 20610 105000
9522 20610 105000
9519 20574 119000
9508 20442 119000
9504 20412 119000
9494 20350 119000
9494 20350 119000
9494 20350 119000
9491 20311 140000
9482 20211 140000
9482 20211 140000
9482 20191 140000
9482 20133 147000
9482 20133 147000
9482 20133 147000
9476 20065 147000
9471 20007 140000
9471 20007 140000
9472 19996 140000
9472 19996 140000
9472 19996 140000
9472 19996 140000
9474 19946 140000
9477 19932 105000
9477 19932 105000
9477 19932 105000
9477 19932 105000
9479 19934 105000
9479 19934 105000
.PEN_UP
.DT 160
.PEN_DOWN
9516 20252 55000
9516 20252 55000
9516 20252 55000
9527 20249 69000
9556 20240 69000
9556 20240 69000
9565 20240 69000
9565 20240 69000
9565 20240 69000
9565 20240 69000
9565 20240 69000
9565 20240 69000
9565 20240 69000
9565 20240 69000
9646 20323 76000
9646 20323 76000
9646 20323 76000
9659 20352 76000
9667 20385 90000
9667 20385 90000
9676 20400 90000
9676 20400 90000
9676 20400 90000
9676 20400 90000
9703 20449 90000
9720 20468 105000
9720 20468 105000
9720 20468 105000
9726 20472 105000
9726 20472 105000
9726 20472 105000
9745 20479 112000
9745 20479 112000
9758 20475 112000
9758 20475 112000
9758 20475 112000
9758 20475 112000
9790 20452 112000
9809 20430 112000
9809 20430 112000
9809 20430 112000
9819 20416 133000
9832 20369 133000
9832 20369 133000
9838 20353 133000
9834 20327 126000
9834 20327 126000
9834 20327 126000
9834 20327 126000
9834 20300 126000
9834 20296 119000
9834 20296 119000
9834 20296 119000
9834 20296 119000
9834 20296 119000
9834 20296 119000
9834 20296 119000
9842 20330 112000
9842 20330 112000
9842 20330 112000
9842 20330 112000
9842 20330 112000
9890 20447 112000
9890 20447 112000
9890 20456 112000
9890 20456 112000
9890 20456 112000
9890 20456 112000
9890 20456 112000
9890 20456 112000
9902 20478 112000
9902 20478 112000
9902 20478 112000
9902 20478 112000
9902 20463 112000
9907 20446 119000
9907 20446 119000
9907 20446 119000
9907 20446 119000
9907 20446 119000
9952 20402 119000
9987 20386 119000
9987 20386 119000
10003 20382 119000
10003 20382 119000
10003 20382 119000
10003 20382 119000
10131 20380 119000
10131 20380 119000
10131 20380 119000
10141 20385 119000
10141 20385 119000
10141 20385 119000
10141 20385 119000
10225 20437 119000
10231 20457 119000
10231 20457 119000
10231 20457 119000
10231 20457 119000
10231 20492 119000
10216 20517 119000
10216 20517 119000
10216 20517 119000
10203 20524 119000
10203 20524 119000
10173 20536 119000
10173 20536 119000
10166 20534 119000
10166 20534 119000
10166 20534 119000
10166 20534 119000
10166 20534 119000
10166 20534 119000
10166 20534 119000
10102 20462 119000
10102 20462 119000
10102 20462 119000
10094 20438 119000
10084 20403 126000
10084 20403 126000
10084 20390 126000
10084 20390 126000
10084 20390 126000
10084 20390 126000
10084 20390 126000
10084 20390 126000
10088 20343 140000
10095 20306 140000
10095 20306 140000
10095 20306 140000
10098 20299 175000
10098 20299 175000
10108 20287 204000
10108 20287 204000
10108 20287 204000
10108 20287 204000
10108 20287 204000
10117 20276 236000
10119 20272 254000
10119 20272 254000
10119 20272 254000
10119 20272 254000
10119 20272 254000
10119 20272 254000
10121 20270 274000
10121 20270 274000
10121 20270 274000
10121 20270 274000
10121 20270 274000
10121 20270 274000
10121 20270 274000
10120 20270 274000
10120 20270 274000
10120 20270 274000
10120 20270 274000
10120 20270 274000
10120 20270 274000
10120 20270 274000
10120 20270 274000
10120 20270 274000
10120 20270 274000
10120 20270 274000
10120 20270 274000
10119 20270 220000
10119 20270 220000
10119 20270 220000
10119 20270 220000
10119 20270 220000
10119 20270 220000
10117 20270 204000
10117 20270 204000
10117 20270 204000
10117 20270 204000
10117 20270 204000
10117 20270 204000
10117 20270 204000
10116 20272 168000
10116 20272 168000
10116 20272 168000
10116 20272 168000
10116 20272 168000
10116 20272 168000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10114 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20272 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10113 20273 175000
10114 20273 175000
10114 20273 175000
10114 20273 175000
10114 20273 175000
10114 20273 175000
10114 20273 175000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10114 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20272 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10113 20273 168000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10114 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20272 161000
10113 20273 161000
10113 20273 161000
10113 20273 161000
10113 20273 161000
10113 20273 161000
10113 20273 161000
10113 20273 161000
10113 20273 161000
10113 20273 161000
10113 20273 161000
10113 20273 161000
10113 20273 161000
10117 20267 161000
10117 20267 161000
10117 20267 161000
10117 20267 161000
10117 20267 161000
10117 20267 161000
10117 20267 161000
10181 20227 161000
10181 20227 161000
10181 20227 161000
10181 20227 161000
10203 20219 161000
10244 20214 161000
10244 20214 161000
10258 20217 161000
10258 20217 161000
10258 20217 161000
10312 20237 161000
10335 20246 161000
10335 20246 161000
10335 20246 161000
10348 20258 161000
10395 20300 161000
10395 20300 161000
10407 20314 154000
10421 20338 154000
10421 20338 154000
10421 20338 154000
10424 20353 154000
10424 20353 154000
10424 20353 154000
10413 20388 154000
10413 20388 154000
10413 20388 154000
10404 20399 154000
10390 20421 154000
10390 20421 154000
10385 20424 161000
10385 20424 161000
10385 20424 161000
10385 20424 161000
10385 20424 161000
10385 20424 161000
10385 20424 161000
10374 20429 161000
10374 20429 161000
10374 20429 161000
10374 20429 161000
10359 20420 161000
10359 20420 161000
10358 20418 147000
10358 20418 147000
10358 20418 147000
10358 20418 147000
10358 20418 147000
10358 20418 147000
10358 20418 147000
10380 20413 147000
10380 20413 147000
10380 20413 147000
10380 20413 147000
10537 20416 147000
10537 20416 147000
10550 20414 147000
10550 20414 147000
10550 20414 147000
10550 20414 147000
10612 20399 147000
10648 20386 147000
10648 20386 147000
10654 20378 154000
10654 20378 154000
10654 20378 154000
10654 20378 154000
10684 20345 154000
10684 20345 154000
10684 20345 154000
10684 20345 154000
10683 20337 154000
10683 20337 154000
10676 20312 175000
10676 20312 175000
10676 20312 175000
10664 20301 186000
10664 20301 186000
10664 20301 186000
10644 20285 168000
10638 20282 168000
10638 20282 168000
10638 20282 168000
10638 20282 168000
10638 20282 168000
10638 20282 168000
10638 20282 168000
10638 20277 147000
10638 20277 147000
10638 20277 147000
10638 20277 147000
10638 20277 147000
10638 20277 147000
10651 20254 133000
10651 20254 133000
10651 20254 133000
10651 20254 133000
10651 20254 133000
10750 20254 133000
10750 20254 133000
10760 20264 133000
10760 20264 133000
10760 20264 133000
10760 20264 133000
10760 20264 133000
10760 20264 133000
10865 20410 133000
10865 20410 133000
10872 20433 133000
10900 20531 133000
10900 20531 133000
10909 20569 133000
10918 20645 133000
10918 20645 133000
10921 20680 133000
10923 20799 133000
10921 20860 133000
10918 20872 133000
10918 20872 133000
10909 20919 133000
10909 20919 133000
10909 20919 133000
10903 20934 133000
10899 20934 133000
10899 20934 133000
10899 20934 133000
10899 20934 133000
10899 20934 133000
10899 20934 133000
10899 20934 133000
10899 20934 133000
10870 20766 133000
10870 20766 133000
10870 20766 133000
10854 20680 133000
10852 20618 133000
10852 20595 133000
10852 20595 133000
10853 20517 140000
10853 20517 140000
10845 20435 140000
10845 20383 140000
10845 20383 140000
10847 20358 140000
10847 20358 140000
10847 20358 140000
10847 20358 140000
10847 20358 140000
10860 20254 140000
10868 20236 140000
10868 20236 140000
10868 20236 140000
10874 20233 140000
10874 20233 140000
10886 20234 140000
10886 20234 140000
10886 20234 140000
10886 20234 140000
10886 20234 140000
10886 20234 140000
10886 20234 140000
10886 20234 140000
10964 20364 133000
10964 20364 133000
10964 20364 133000
10964 20364 133000
10985 20404 133000
11001 20434 133000
11001 20434 133000
11008 20444 133000
11008 20444 133000
11008 20444 133000
11008 20444 133000
11008 20444 133000
11033 20468 133000
11037 20464 133000
11037 20464 133000
11037 20464 133000
11037 20464 133000
11037 20464 133000
11040 20448 133000
11040 20448 133000
11040 20448 133000
11040 20448 133000
11040 20448 133000
11052 20408 133000
11057 20374 133000
11057 20374 133000
11057 20374 133000
11059 20357 140000
11059 20357 140000
11064 20317 140000
11064 20317 140000
11072 20307 140000
11088 20286 140000
11088 20286 140000
11088 20286 140000
11109 20266 140000
11125 20255 140000
11125 20255 140000
11125 20255 140000
11125 20255 140000
11130 20255 140000
11130 20255 140000
11158 20263 140000
11158 20263 140000
11163 20272 140000
11163 20272 140000
11163 20272 140000
11163 20272 140000
11163 20272 140000
11163 20272 140000
11181 20314 140000
11181 20314 140000
11181 20314 140000
11181 20314 140000
11210 20362 140000
11218 20376 140000
11218 20376 140000
11225 20389 140000
11225 20389 140000
11225 20389 140000
11225 20389 140000
11257 20424 140000
11274 20437 140000
11274 20437 140000
11274 20437 140000
11281 20437 140000
11281 20437 140000
11299 20441 140000
11299 20441 140000
11299 20441 140000
11299 20441 140000
11312 20439 147000
11334 20429 147000
11334 20429 147000
11339 20424 154000
11339 20424 154000
11339 20424 154000
11339 20424 154000
11339 20424 154000
11339 20424 154000
11339 20424 154000
11339 20424 154000
11402 20334 154000
11402 20334 154000
11402 20334 154000
11404 20300 154000
11408 20274 140000
11408 20274 140000
11408 20274 140000
11408 20274 140000
11405 20258 140000
11397 20229 126000
11397 20229 126000
11397 20229 126000
11397 20229 126000
11397 20229 126000
11397 20229 126000
11397 20229 126000
11397 20229 126000
11397 20229 126000
11409 20267 126000
11409 20267 126000
11409 20267 126000
11409 20267 126000
11459 20359 126000
11459 20359 126000
11466 20368 126000
11466 20368 126000
11466 20368 126000
11466 20368 126000
11466 20368 126000
11531 20424 126000
11531 20424 126000
11531 20424 126000
11542 20427 133000
11542 20427 133000
11542 20427 133000
11542 20427 133000
11542 20427 133000
11568 20429 133000
11568 20429 133000
11568 20429 133000
11568 20429 133000
11611 20416 133000
11625 20403 133000
11625 20403 133000
11625 20403 133000
11630 20396 140000
11639 20361 140000
11639 20361 140000
11644 20341 147000
11644 20341 147000
11651 20313 147000
11651 20313 147000
11651 20313 147000
11650 20284 147000
11650 20284 147000
11647 20254 133000
11647 20254 133000
11647 20254 133000
11643 20235 133000
11643 20235 133000
11643 20235 133000
11643 20218 133000
11643 20218 133000
11643 20218 133000
11643 20218 133000
11643 20218 133000
11643 20218 133000
11643 20218 133000
11701 20324 112000
11701 20324 112000
11701 20324 112000
11701 20324 112000
11721 20357 112000
11742 20381 112000
11742 20381 112000
11750 20392 112000
11750 20392 112000
11750 20392 112000
11750 20392 112000
11783 20415 126000
11792 20412 126000
11792 20412 126000
11792 20412 126000
11792 20412 126000
11792 20412 126000
11792 20412 126000
11811 20392 140000
11826 20370 140000
11826 20370 140000
11826 20370 140000
11826 20370 140000
11826 20343 140000
11830 20316 161000
11830 20316 161000
11830 20316 161000
11832 20296 186000
11832 20296 186000
11824 20257 220000
11824 20257 220000
11820 20247 254000
11820 20247 254000
11820 20247 254000
11820 20247 254000
11820 20247 254000
11820 20247 254000
11816 20235 286000
11816 20235 286000
11816 20235 286000
11816 20235 286000
11816 20235 286000
11816 20235 286000
11816 20235 286000
11816 20238 302000
11816 20238 302000
11816 20238 302000
11816 20238 302000
11816 20238 302000
11816 20238 302000
11816 20239 320000
11816 20239 320000
11816 20239 320000
11816 20239 320000
11816 20239 320000
11816 20239 320000
11816 20241 320000
11816 20241 320000
11816 20241 320000
11816 20241 320000
11816 20241 320000
11816 20241 320000
11815 20242 320000
11815 20242 320000
11815 20242 320000
11815 20242 320000
11815 20242 320000
11815 20242 320000
11815 20242 320000
11813 20243 274000
11813 20243 274000
11813 20243 274000
11813 20243 274000
11813 20243 274000
11813 20243 274000
11812 20243 186000
11812 20243 186000
11812 20243 186000
11812 20243 186000
11812 20243 186000
11812 20243 186000
11812 20243 186000
11812 20243 186000
11812 20243 186000
11812 20243 186000
11812 20243 186000
11812 20243 186000
11810 20243 147000
11810 20243 147000
11810 20243 147000
11810 20243 147000
11810 20243 147000
11810 20243 147000
11810 20243 147000
11810 20242 154000
11810 20242 154000
11810 20242 154000
11810 20242 154000
