


.DATE		07 ? 93
.STYLE		MIXED
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	50 50
	53 50
	56 50
	59 51
	64 51
	67 52
	70 52
	73 54
	76 56
	79 58
	80 61
	80 64
	80 67
	80 70
	80 73
	77 76
	74 77
	71 76
	68 74
	65 71
	62 69
	59 65
	57 62
	57 58
	56 55
	56 52
	56 49
	58 43
	61 42
	64 39
	67 37
	70 35
	73 35
	77 35
	80 36
	83 37
	86 38
	89 39
	92 41
	92 40
.PEN_UP
.PEN_DOWN
	105 67
	105 63
	105 60
	105 57
	105 54
	105 49
	105 45
	106 41
	106 38
	107 35
	110 35
	113 37
	114 38
.PEN_UP
.PEN_DOWN
	106 88
	107 85
	109 82
	111 79
	113 77
.PEN_UP
.PEN_DOWN
	146 51
	145 54
	144 57
	143 60
	140 63
	137 65
	134 65
	131 62
	128 59
	128 55
	128 52
	131 50
	134 50
	137 54
	138 57
	140 60
	141 63
	140 60
	140 56
	140 52
	140 49
	140 46
	140 43
	141 40
	141 36
	141 32
	142 28
	142 25
	142 22
	143 18
	143 14
	143 10
	143 7
	142 4
	140 1
	137 0
	134 1
	131 2
	128 4
	123 8
	121 12
	120 16
	120 19
	120 22
	121 25
	123 29
	126 31
	129 32
	132 33
	135 33
	141 36
	144 36
	148 38
	153 40
	157 41
	162 44
	166 49
	170 53
	172 58
	175 60
	178 64
	181 68
	183 72
	186 75
	186 78
	189 81
	189 84
	189 88
	189 91
	190 94
	190 97
	190 100
	187 101
	185 98
	182 96
	181 93
	179 89
	178 85
	177 82
	176 78
	175 75
	175 71
	175 66
	174 62
	174 58
	173 55
	173 51
	171 48
	171 44
	170 41
	170 38
	170 35
	170 32
	170 29
	172 32
	173 35
	175 38
	176 41
	179 44
	181 47
	183 50
	186 52
	189 54
	192 55
	193 52
	193 49
	193 46
	193 42
	192 39
	192 36
	195 36
	198 36
	201 36
	204 36
.PEN_UP
.PEN_DOWN
	199 69
	202 69
	206 69
	211 69
	214 69
	217 69
	220 69
	224 69
	229 69
	232 69
	235 69
	238 69
	241 69
	241 68
.PEN_UP
.PEN_DOWN
	219 93
	219 89
	219 86
	219 81
	219 77
	219 73
	219 70
	219 67
	218 62
	218 59
	218 54
	218 50
	219 46
	220 43
	223 42
	226 42
	229 43
	232 44
	235 44
	236 44
.PEN_UP
.PEN_DOWN
	246 56
	249 56
	252 56
	256 56
	259 57
	262 59
	264 62
	264 65
	264 68
	259 70
	256 68
	254 65
	253 62
	252 59
	251 56
	251 53
	251 50
	253 47
	256 44
	259 43
	262 43
	265 43
	268 44
	272 46
	275 47
	279 50
	283 54
	286 57
	291 61
	292 64
	293 67
	294 70
	294 73
	291 75
	288 74
	285 70
	282 66
	281 63
	280 60
	279 57
	279 54
	279 51
	281 48
	281 45
	284 43
	288 42
	291 43
	294 45
	298 47
	299 50
	302 52
	303 55
	305 58
	308 61
	311 65
	314 67
	317 69
	320 70
	323 71
	324 67
	324 64
	322 61
	322 58
	320 55
	319 50
	317 46
	316 43
	315 40
	316 43
	317 46
	319 49
	322 53
	324 56
	325 59
	328 62
	331 64
	334 64
	336 61
	336 58
	335 54
	334 50
	333 47
	332 44
	331 41
	329 37
	328 34
.PEN_UP
.PEN_DOWN
	70 62
	71 59
	72 56
	75 52
.PEN_UP
.PEN_DOWN
	55 19
	56 22
	59 24
	61 27
	64 30
	67 31
	70 34
	74 35
	78 36
	81 37
	83 33
	83 30
	83 27
	83 23
	82 20
	81 17
	80 12
	79 9
	79 6
	80 3
	81 0
	84 0
	87 1
	90 4
	93 8
	96 11
	98 14
	100 18
	102 21
	105 25
	107 29
	110 31
	111 34
	114 35
	116 32
	116 29
	116 26
	116 22
	115 18
	114 15
	113 12
	113 9
	111 5
	111 2
	112 5
	112 8
	114 12
	115 15
	117 19
	119 23
	122 26
	125 29
	128 28
	128 25
	128 22
	128 18
	128 14
	127 11
	126 8
	126 5
	125 2
	124 0
.PEN_UP
.PEN_DOWN
	131 25
	134 26
	137 28
	140 29
	143 29
	146 30
	150 30
	152 27
	152 24
	152 20
	151 17
	151 13
	149 10
	149 7
	149 4
	149 1
	152 0
	155 0
	158 2
	161 3
	163 6
	165 10
	166 13
	166 16
	167 20
	167 23
	167 26
	167 29
	170 29
	173 29
	176 29
	178 28
.PEN_UP
.PEN_DOWN
	191 25
	191 21
	191 18
	191 14
	191 11
	191 8
	191 5
	192 5
.PEN_UP
.PEN_DOWN
	189 54
	192 51
	194 50
.PEN_UP
.PEN_DOWN
	211 30
	215 30
	220 30
	224 30
	228 29
	231 29
	234 29
	238 29
	241 29
.PEN_UP
.PEN_DOWN
	227 54
	226 51
	225 47
	224 43
	224 40
	224 35
	223 32
	223 29
	222 25
	222 20
	222 17
	222 14
	222 10
	222 7
	222 4
	225 1
	228 1
	231 1
	236 2
	239 3
.PEN_UP
.PEN_DOWN
	254 16
	258 16
	261 15
	265 17
	268 18
	269 21
	271 25
	271 28
	271 31
	271 34
	268 35
	264 33
	259 31
	256 29
	253 25
	252 22
	252 19
	249 15
	249 10
	250 6
	251 3
	254 3
	257 1
	260 0
	263 0
	266 1
	271 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	77 66
	76 60
	75 55
	75 51
	74 47
	74 44
	75 41
	78 39
	81 40
	82 43
	85 45
	88 48
	89 52
	90 55
	92 58
	92 61
	93 65
	93 68
	93 64
	93 61
	93 58
	92 55
	92 52
	92 48
	91 45
	91 41
	91 36
	91 32
	91 28
	90 24
	90 18
	89 14
	88 11
	88 8
	86 4
	85 1
	82 0
	79 0
	75 0
	72 1
	69 1
	66 1
	63 1
	60 2
	59 5
	56 7
	56 10
	57 16
	59 18
.PEN_UP
.PEN_DOWN
	125 54
	122 53
	119 51
	117 47
	115 44
	114 41
	113 38
	113 35
	114 32
	116 29
	119 29
	122 29
	125 29
	129 31
	132 32
	134 36
	135 41
	135 44
	135 47
	134 50
	132 53
	129 54
	126 56
	125 55
.PEN_UP
.PEN_DOWN
	153 58
	152 55
	152 52
	151 48
	151 45
	150 41
	150 38
	150 35
	150 31
	153 29
	156 29
	159 31
	162 33
	164 37
	166 40
	168 44
	170 47
	171 52
	171 55
	173 58
	171 55
	171 52
	171 49
	170 45
	170 42
	170 39
	171 36
	171 33
	174 33
	176 33
.PEN_UP
.PEN_DOWN
	186 59
	186 55
	188 51
	188 47
	188 43
	188 39
	188 36
	187 32
	185 35
	185 38
	186 42
	188 46
	190 49
	191 52
	195 55
	199 58
	203 60
	207 60
.PEN_UP
.PEN_DOWN
	216 62
	213 60
	210 57
	208 54
	208 51
	205 48
	205 45
	208 44
	211 44
	214 44
	217 44
	220 43
	223 42
	226 39
	224 36
	222 33
	219 31
	216 30
	212 25
	211 25
.PEN_UP
.PEN_DOWN
	57 53
	60 53
	63 54
	68 54
	71 55
	78 56
	82 57
	85 58
	88 58
	94 59
	99 60
	103 61
	106 62
.PEN_UP
.PEN_DOWN
	77 90
	77 87
	77 83
	77 79
	77 75
	78 72
	78 67
	78 63
	78 60
	78 56
	79 52
	79 48
	79 45
	80 42
	80 39
	81 36
	81 31
	82 28
	84 25
	84 22
	88 22
	91 22
	95 25
	99 27
	102 28
	103 31
.PEN_UP
.PEN_DOWN
	103 41
	107 44
	114 50
	116 53
	119 56
	121 59
	122 62
	124 66
	125 71
	126 75
	126 80
	126 83
	126 86
	126 89
	126 93
	126 96
	123 98
	120 96
	119 93
	119 90
	119 84
	119 79
	119 75
	119 72
	119 69
	119 65
	119 62
	119 59
	119 56
	119 52
	119 49
	119 45
	119 42
	119 39
	119 36
	119 33
	120 30
	120 27
	121 30
	121 33
	122 37
	123 40
	125 43
	125 46
	128 48
	131 52
	134 53
	137 52
	138 49
	138 46
	138 42
	137 37
	137 34
	137 31
	137 27
	140 25
	143 26
	147 31
	149 31
.PEN_UP
.PEN_DOWN
	152 62
	155 60
	156 56
	158 52
	158 49
	158 46
	159 41
	159 38
	159 34
	158 30
	155 34
	155 38
	155 41
	156 44
	158 47
	161 51
	164 53
	167 56
	170 57
	173 59
	177 61
	180 62
	183 62
.PEN_UP
.PEN_DOWN
	190 56
	189 53
	188 50
	187 46
	187 42
	187 39
	187 35
	188 31
	190 28
	194 28
	198 28
	201 30
	204 32
	208 36
	208 39
	209 42
	209 46
	208 49
	207 54
	205 57
	202 59
	201 62
	198 62
	194 61
	194 58
.PEN_UP
.PEN_DOWN
	221 64
	221 61
	221 57
	221 54
	222 49
	222 46
	222 43
	223 40
	223 37
	226 35
	229 34
	232 36
	235 38
	237 42
	238 46
	239 49
	240 52
	241 56
	241 60
	241 63
	241 66
	242 69
	243 66
	242 63
	242 59
	242 55
	241 51
	241 48
	242 45
	243 42
	243 39
	242 36
	243 33
	244 33
.PEN_UP
.PEN_DOWN
	285 59
	284 62
	281 65
	278 66
	274 65
	271 64
	269 61
	267 58
	267 55
	266 51
	266 48
	267 45
	270 44
	273 44
	276 46
	279 47
	281 51
	281 54
	282 57
	282 60
	282 63
	282 59
	281 56
	281 53
	281 49
	281 46
	281 42
	281 37
	281 34
	281 31
	281 27
	281 24
	280 21
	280 16
	280 12
	280 9
	280 6
	280 3
	280 0
	277 0
	274 0
	271 1
	268 3
	265 3
	262 5
	259 8
	256 9
	256 13
	257 16
	259 19
	262 21
	265 24
	267 27
	270 29
	273 31
	277 34
	282 36
	285 37
	288 38
	291 40
	296 42
	299 45
	302 45
	305 49
	309 52
	313 56
	316 60
	319 63
	322 67
	324 70
	327 73
	329 76
	331 79
	333 84
	334 88
	334 91
	334 94
	331 96
	328 95
	326 92
	325 89
	324 85
	324 82
	322 79
	321 75
	320 72
	319 67
	319 64
	318 61
	318 57
	317 52
	316 48
	316 45
	314 40
	314 36
	314 33
	313 29
	312 25
	312 21
	311 18
	311 15
	311 12
	312 15
	313 19
	314 22
	315 25
	317 28
	319 32
	320 36
	323 38
	324 41
	326 44
	328 47
	331 49
	334 51
	337 52
	340 53
	343 52
	344 49
	344 46
	343 43
	342 40
	341 36
	340 33
	340 30
	340 27
	343 25
	346 27
	349 29
	352 30
.PEN_UP
.PEN_DOWN
	68 75
	69 72
	70 68
	71 64
	72 60
	72 56
	72 53
	73 49
	74 46
	74 42
	74 38
	74 35
	74 31
	74 26
	74 23
	74 18
	72 15
	72 12
	72 9
	71 6
	70 3
	68 0
	65 0
	62 1
	58 2
	55 3
	54 3
.PEN_UP
.PEN_DOWN
	55 91
	58 92
	61 91
	64 90
	67 88
	70 87
	73 85
	77 85
	80 85
	82 84
.PEN_UP
.PEN_DOWN
	95 74
	92 73
	92 70
	91 66
	91 61
	91 57
	90 53
	90 49
	91 46
	92 43
	93 40
	95 37
	98 38
	101 41
	104 42
	106 45
	109 47
	111 50
	111 53
	112 56
	112 60
	112 63
	112 66
	112 69
	112 72
	113 75
	113 72
	113 69
	113 66
	113 62
	113 58
	113 54
	114 50
	114 47
	116 44
	117 41
	120 39
	123 41
	125 44
	126 47
	126 50
	127 53
	128 56
	128 60
	130 63
	131 66
	132 69
	132 72
	134 75
	137 77
	140 78
	143 76
	143 73
	144 70
	144 67
	144 62
	144 59
	144 56
	144 53
	143 49
	143 46
	143 43
	143 46
	144 49
	145 52
	146 56
	146 59
	147 64
	149 67
	150 70
	151 73
	155 74
.PEN_UP
.PEN_DOWN
	158 74
	159 70
	159 67
	159 64
	159 60
	158 56
	158 51
	158 48
	158 51
	158 54
	158 57
	159 60
	161 63
	161 66
	162 69
	165 70
.PEN_UP
.PEN_DOWN
	172 76
	172 72
	172 69
	172 65
	173 61
	174 58
	174 55
	174 52
	174 49
	175 46
	176 43
	177 41
.PEN_UP
.PEN_DOWN
	191 78
	191 73
	190 69
	190 66
	190 62
	190 59
	190 54
	190 48
	192 44
	192 41
	192 37
	192 33
	193 30
	193 27
	193 24
	193 20
	193 17
	193 14
	193 11
	193 14
.PEN_UP
.PEN_DOWN
	186 79
	189 79
	192 80
	195 80
	198 80
	202 79
	205 76
	208 73
	210 70
	210 66
	210 63
	209 59
	208 55
	205 52
	203 49
	200 47
	196 45
	193 44
	189 41
	186 39
	183 39
.PEN_UP
.PEN_DOWN
	48 11
	49 14
	50 17
	51 20
	52 23
	55 25
	58 28
	61 31
	64 33
	67 34
	70 35
	73 34
	74 31
	76 27
	77 24
	77 20
	77 15
	77 12
	77 9
	77 6
	76 3
	76 6
	76 9
	77 15
	77 19
	79 22
	79 25
	81 29
	84 32
	87 34
	90 35
	93 29
	93 26
	93 22
	93 19
	94 16
	94 12
	94 9
	94 6
	94 3
	93 0
	93 4
	93 7
	93 10
	94 13
	94 17
	95 20
	96 23
	97 26
	99 29
	100 32
	101 35
	105 38
	108 39
	108 36
	109 33
	110 30
	110 26
	110 23
	110 19
	110 15
	110 11
	110 8
	110 5
	112 4
.PEN_UP
.PEN_DOWN
	127 11
	131 10
	134 10
	137 10
	140 12
	144 13
	148 17
	150 20
	150 23
	152 26
	153 29
	153 32
	153 35
	152 38
	149 40
	145 39
	143 36
	140 33
	138 29
	138 26
	136 23
	135 19
	135 16
	135 13
	135 10
	137 7
	139 4
	142 2
	146 0
	149 0
	152 0
	155 2
	158 3
	161 4
	162 4
.PEN_UP
.PEN_DOWN
	186 28
	185 31
	183 34
	180 35
	177 35
	174 33
	171 31
	169 28
	168 24
	167 19
	166 16
	166 13
	166 9
	168 6
	171 5
	174 5
	177 6
	180 9
	183 14
	185 18
	186 22
	186 25
	186 28
	186 31
	186 27
	186 24
	186 21
	186 18
	186 14
	186 11
	186 8
	187 5
	189 2
	192 2
	195 3
	198 6
	202 10
	203 13
	205 16
	206 19
	208 22
	209 26
	211 29
	213 32
	216 34
	219 36
	222 37
	223 34
	223 31
	223 27
	223 24
	222 20
	222 17
	221 14
	220 10
	219 7
	220 10
	220 14
	222 17
	223 20
	225 24
	225 27
	227 30
	228 33
	232 33
.PEN_UP
.PEN_DOWN
	241 35
	241 32
	241 27
	241 24
	241 21
	240 18
	240 15
	240 12
	239 9
	239 6
	239 3
	239 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	87 84
	85 88
	82 89
	79 90
	76 89
	73 87
	71 84
	69 81
	67 78
	65 75
	65 72
	65 68
	65 65
	65 61
	66 57
	69 55
	72 54
	76 54
	79 55
	82 58
	83 61
	86 64
	86 67
	87 70
	89 74
	90 77
	91 80
	91 83
	91 86
	91 89
	88 87
	87 84
	87 81
	87 77
	87 74
	87 70
	88 66
	88 63
	88 60
	90 57
	92 54
	95 52
	98 52
	101 54
	104 56
	107 57
	110 59
	111 62
	114 65
	114 68
	116 71
	117 74
	119 77
	120 80
	122 83
	124 86
	127 88
	130 86
	131 83
	132 80
	132 77
	132 74
	131 70
	129 66
	129 63
	129 60
	127 57
	126 54
	128 57
	129 60
	131 63
	132 66
	133 69
	134 72
	135 75
	137 78
	139 81
	142 84
	145 86
	148 87
	150 84
	151 81
	151 78
	151 74
	151 69
	150 66
	150 63
	149 60
	149 57
	149 54
	149 52
.PEN_UP
.PEN_DOWN
	164 84
	163 81
	161 77
	161 74
	161 71
	161 68
	162 65
	165 63
	168 65
	171 67
	172 70
	173 73
	175 76
	176 79
	178 82
	180 85
	180 88
	182 91
	183 94
	183 91
	182 88
	182 85
	181 82
	180 78
	180 73
	179 69
	179 65
	178 61
	177 58
	177 55
	177 49
	176 45
	175 42
	175 37
	175 34
	174 30
	173 25
	172 22
	171 19
	170 16
	167 12
	165 9
	164 5
	161 3
	155 0
	152 0
	146 7
	146 10
	146 13
	146 17
	147 20
	149 23
	153 26
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	57 63
	58 59
	59 55
	59 52
	60 49
	60 46
	60 41
	60 37
	60 33
	61 29
	61 25
	61 22
	61 18
	61 14
	61 9
	61 6
	61 3
	61 0
	61 2
.PEN_UP
.PEN_DOWN
	55 55
	59 57
	63 58
	66 59
	71 59
	74 58
	76 55
	77 51
	77 47
	78 43
	76 40
	74 37
	70 34
	66 31
	62 30
	59 28
	56 28
	53 28
	54 28
.PEN_UP
.PEN_DOWN
	108 63
	105 63
	102 63
	99 62
	96 61
	93 59
	90 55
	89 51
	88 48
	88 45
	86 42
	86 39
	87 36
	89 33
	92 30
	96 29
	99 30
	102 31
	105 32
	108 34
	111 36
	112 40
	113 43
	113 46
	113 49
	113 52
	113 55
	112 58
	112 61
	109 62
	108 59
	108 56
	109 52
	111 49
	111 46
	113 43
	116 40
	117 37
	120 35
	123 32
	126 30
	128 30
.PEN_UP
.PEN_DOWN
	131 63
	131 58
	131 54
	131 50
	131 46
	132 41
	132 37
	133 34
	134 30
	134 27
	134 23
	134 19
	135 16
	135 12
	135 9
	135 6
	135 3
	134 4
.PEN_UP
.PEN_DOWN
	131 67
	134 68
	138 68
	141 68
	145 66
	148 63
	148 60
	148 57
	148 54
	148 51
	147 48
	145 45
	143 42
	140 40
	137 38
	134 37
	130 36
	127 36
	124 36
	127 37
.PEN_UP
.PEN_DOWN
	158 38
	162 38
	165 38
	168 38
	171 38
	174 40
	177 42
	180 44
	183 47
	183 50
	184 53
	185 56
	185 59
	185 62
	185 65
	183 68
	180 69
	176 69
	173 69
	170 69
	167 68
	165 64
	163 61
	161 57
	159 53
	158 50
	158 47
	158 43
	158 39
	158 36
	159 33
	163 32
	168 31
	171 31
	174 32
	177 32
	181 34
	185 35
	188 37
	191 38
	194 38
	197 39
	201 40
	204 41
	207 43
	210 45
.PEN_UP
.PEN_DOWN
	203 65
	206 59
	207 56
	207 52
	209 49
	209 46
	210 41
	210 38
	210 35
	210 32
	209 29
	207 32
	207 35
	207 38
	208 43
	209 47
	209 51
	211 54
	211 57
	213 60
	216 62
	219 64
	223 66
	227 67
	230 67
	233 66
	235 65
.PEN_UP
.PEN_DOWN
	47 83
	48 86
	49 89
	50 86
	50 83
	50 80
	51 76
	51 71
	52 65
	52 62
	52 59
	53 56
	53 53
	53 50
	54 46
	54 43
	54 40
	55 36
	55 33
	55 30
	55 24
	56 21
	56 17
	56 14
	56 11
	56 8
	55 6
.PEN_UP
.PEN_DOWN
	38 38
	41 40
	47 42
	51 44
	56 45
	59 45
	63 46
	68 46
	71 46
	74 46
	76 43
	77 39
	77 36
	77 32
	74 29
	71 26
	68 23
	65 20
	61 17
	58 16
	55 15
	52 14
	49 14
	48 13
.PEN_UP
.PEN_DOWN
	74 2
	77 4
	81 6
	83 9
	85 12
	87 15
	92 19
	95 23
	97 26
	99 30
	100 33
	101 36
	103 41
	104 46
	106 50
	107 53
	108 57
	108 61
	108 65
	109 69
	109 73
	109 77
	107 80
	104 82
	101 82
	98 81
	96 78
	95 75
	93 72
	93 69
	91 66
	90 61
	89 57
	89 53
	88 48
	88 44
	88 38
	89 34
	90 29
	90 25
	92 20
	93 17
	95 14
	96 11
	96 8
	99 7
	100 7
.PEN_UP
.PEN_DOWN
	128 44
	125 44
	122 43
	119 40
	118 37
	117 33
	116 30
	116 26
	116 23
	116 20
	117 17
	120 16
	123 16
	125 19
	126 23
	128 26
	129 30
	130 33
	130 36
	131 39
	131 33
	132 30
	132 25
	134 22
	136 19
	139 17
	143 16
	147 16
.PEN_UP
.PEN_DOWN
	159 47
	156 46
	153 43
	152 39
	151 36
	150 33
	150 30
	150 26
	150 22
	152 19
	156 16
	160 16
	164 16
	167 17
	170 17
	173 18
	176 21
	180 22
.PEN_UP
.PEN_DOWN
	193 87
	192 82
	191 79
	191 75
	189 70
	189 65
	189 60
	189 57
	188 52
	188 48
	188 45
	188 40
	188 37
	188 34
	188 31
	187 27
	186 23
	186 19
	186 15
	186 12
	186 9
	185 6
	185 3
	185 0
	184 3
	184 7
	184 10
	184 13
	186 18
	187 21
	188 25
	189 28
	191 31
	192 34
	193 37
	195 40
	198 42
	201 44
	204 45
	207 43
	207 40
	205 37
	204 34
	201 32
	197 31
	193 31
	190 31
	192 32
.PEN_UP
.PEN_DOWN
	195 30
	196 27
	198 24
	199 21
	201 18
	203 15
	205 12
	208 13
	210 13
.PEN_UP
.PEN_DOWN
	223 78
	223 74
	223 69
	222 64
	222 57
	222 53
	222 48
	222 43
	222 40
	222 37
	222 34
	222 30
	222 27
	222 22
	222 19
	222 16
	222 13
	222 10
	222 7
	223 6
.PEN_UP
.PEN_DOWN
	210 30
	213 32
	217 34
	220 37
	223 38
	226 39
	232 40
	235 40
	238 39
	241 37
	243 34
	244 31
	244 28
	242 24
	239 22
	236 19
	232 18
	229 16
	226 16
	223 16
	220 14
	220 13
.PEN_UP
.PEN_DOWN
	255 36
	252 34
	250 30
	248 26
	248 23
	247 20
	247 16
